frame_id,file_path,file_base,file_exists,repID,camID,time,rank,score,head_x,head_y,head_score,middle_x,middle_y,middle_score,tail_x,tail_y,tail_score,centroid_x,centroid_y,size_px,x_dim,y_dim,out_of_frame,is_gap,size_z,status,false_cluster
frame1__s0,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s0_rank1.jpg,processed_rep58__cam27_s0_rank1.jpg,TRUE,rep58,cam27,0,1,0.9984859824180604,109.10934448242188,164.0046844482422,0.05251451954245567,79.4864501953125,181.3267822265625,0.05474984273314476,70.846435546875,194.93701171875,0.18949779868125916,85.87763713080169,178.25175808720113,712.5,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame2__s361,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s361_rank2.jpg,processed_rep58__cam27_s361_rank2.jpg,TRUE,rep58,cam27,361,2,0.996260404586792,77.51587677001953,179.77493286132813,0.04248864948749542,97.16163635253906,171.0747528076172,0.04641871899366379,125.40240478515625,146.21710205078125,0.06990419328212738,100.42609699769054,164.41108545034643,866,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame3__s721,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s721_rank3.jpg,processed_rep58__cam27_s721_rank3.jpg,TRUE,rep58,cam27,721,3,0.9970656037330629,74.00396728515625,178.84695434570313,10.467103958129883,95.0739974975586,170.27850341796875,0.03508219122886658,74.00396728515625,178.84695434570313,0.6269914507865906,98.90252293577981,163.4334862385321,873.5,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame4__s1082,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s1082_rank4.jpg,processed_rep58__cam27_s1082_rank4.jpg,TRUE,rep58,cam27,1082,4,0.9974393844604492,68.41560363769531,177.54458618164063,5.700545787811279,90.67384338378906,171.36602783203125,0.034408941864967346,124.06121826171875,146.65170288085938,0.09049337357282639,97.14922048997772,163.07683741648106,897.5,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame5__s1442,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s1442_rank5.jpg,processed_rep58__cam27_s1442_rank5.jpg,TRUE,rep58,cam27,1442,5,0.995763659477234,65.42085266113281,176.49635314941406,0.04247381165623665,95.0531005859375,166.51272583007813,0.05121591314673424,124.68535614013672,146.5454559326172,0.07421711087226868,97.5704989154013,161.8470715835141,920,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame6__s1803,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s1803_rank6.jpg,processed_rep58__cam27_s1803_rank6.jpg,TRUE,rep58,cam27,1803,6,0.9966434240341188,70.33379364013672,176.01011657714844,0.02694432996213436,98.9437026977539,165.02841186523438,0.04003041237592697,123.82188415527344,145.50538635253906,0.07086058706045151,100.0126103404792,161.0340479192938,792.5,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame7__s2163,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s2163_rank7.jpg,processed_rep58__cam27_s2163_rank7.jpg,TRUE,rep58,cam27,2163,7,0.998254120349884,28.934114456176758,85.57835388183594,0.025274058803915977,55.863685607910156,103.945068359375,0.03831522539258003,63.20811462402344,116.18953704833984,2.0303287506103516,49.8685376661743,98.51403249630724,674.5,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame8__s2523,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s2523_rank8.jpg,processed_rep58__cam27_s2523_rank8.jpg,TRUE,rep58,cam27,2523,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame9__s2884,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s2884_rank9.jpg,processed_rep58__cam27_s2884_rank9.jpg,TRUE,rep58,cam27,2884,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame10__s3244,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s3244_rank10.jpg,processed_rep58__cam27_s3244_rank10.jpg,TRUE,rep58,cam27,3244,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame11__s3605,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s3605_rank11.jpg,processed_rep58__cam27_s3605_rank11.jpg,TRUE,rep58,cam27,3605,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame12__s3965,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s3965_rank12.jpg,processed_rep58__cam27_s3965_rank12.jpg,TRUE,rep58,cam27,3965,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame13__s4326,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s4326_rank13.jpg,processed_rep58__cam27_s4326_rank13.jpg,TRUE,rep58,cam27,4326,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame14__s4686,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s4686_rank14.jpg,processed_rep58__cam27_s4686_rank14.jpg,TRUE,rep58,cam27,4686,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame15__s5047,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s5047_rank15.jpg,processed_rep58__cam27_s5047_rank15.jpg,TRUE,rep58,cam27,5047,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame16__s5407,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s5407_rank16.jpg,processed_rep58__cam27_s5407_rank16.jpg,TRUE,rep58,cam27,5407,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame17__s5767,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s5767_rank17.jpg,processed_rep58__cam27_s5767_rank17.jpg,TRUE,rep58,cam27,5767,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame18__s6128,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s6128_rank18.jpg,processed_rep58__cam27_s6128_rank18.jpg,TRUE,rep58,cam27,6128,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame19__s6488,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s6488_rank19.jpg,processed_rep58__cam27_s6488_rank19.jpg,TRUE,rep58,cam27,6488,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame20__s6849,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s6849_rank20.jpg,processed_rep58__cam27_s6849_rank20.jpg,TRUE,rep58,cam27,6849,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame21__s7209,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s7209_rank21.jpg,processed_rep58__cam27_s7209_rank21.jpg,TRUE,rep58,cam27,7209,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame22__s7570,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s7570_rank22.jpg,processed_rep58__cam27_s7570_rank22.jpg,TRUE,rep58,cam27,7570,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame23__s7930,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s7930_rank23.jpg,processed_rep58__cam27_s7930_rank23.jpg,TRUE,rep58,cam27,7930,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame24__s8290,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s8290_rank24.jpg,processed_rep58__cam27_s8290_rank24.jpg,TRUE,rep58,cam27,8290,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame25__s8651,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s8651_rank25.jpg,processed_rep58__cam27_s8651_rank25.jpg,TRUE,rep58,cam27,8651,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame26__s9011,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s9011_rank26.jpg,processed_rep58__cam27_s9011_rank26.jpg,TRUE,rep58,cam27,9011,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame27__s9372,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s9372_rank27.jpg,processed_rep58__cam27_s9372_rank27.jpg,TRUE,rep58,cam27,9372,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame28__s9732,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s9732_rank28.jpg,processed_rep58__cam27_s9732_rank28.jpg,TRUE,rep58,cam27,9732,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame29__s10093,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s10093_rank29.jpg,processed_rep58__cam27_s10093_rank29.jpg,TRUE,rep58,cam27,10093,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame30__s10453,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s10453_rank30.jpg,processed_rep58__cam27_s10453_rank30.jpg,TRUE,rep58,cam27,10453,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame31__s10813,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s10813_rank31.jpg,processed_rep58__cam27_s10813_rank31.jpg,TRUE,rep58,cam27,10813,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame32__s11174,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s11174_rank32.jpg,processed_rep58__cam27_s11174_rank32.jpg,TRUE,rep58,cam27,11174,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame33__s11534,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s11534_rank33.jpg,processed_rep58__cam27_s11534_rank33.jpg,TRUE,rep58,cam27,11534,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame34__s11895,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s11895_rank34.jpg,processed_rep58__cam27_s11895_rank34.jpg,TRUE,rep58,cam27,11895,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame35__s12255,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s12255_rank35.jpg,processed_rep58__cam27_s12255_rank35.jpg,TRUE,rep58,cam27,12255,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame36__s12616,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s12616_rank36.jpg,processed_rep58__cam27_s12616_rank36.jpg,TRUE,rep58,cam27,12616,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame37__s12976,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s12976_rank37.jpg,processed_rep58__cam27_s12976_rank37.jpg,TRUE,rep58,cam27,12976,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame38__s13336,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s13336_rank38.jpg,processed_rep58__cam27_s13336_rank38.jpg,TRUE,rep58,cam27,13336,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame39__s13697,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s13697_rank39.jpg,processed_rep58__cam27_s13697_rank39.jpg,TRUE,rep58,cam27,13697,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame40__s14057,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s14057_rank40.jpg,processed_rep58__cam27_s14057_rank40.jpg,TRUE,rep58,cam27,14057,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame41__s14418,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s14418_rank41.jpg,processed_rep58__cam27_s14418_rank41.jpg,TRUE,rep58,cam27,14418,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame42__s14778,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s14778_rank42.jpg,processed_rep58__cam27_s14778_rank42.jpg,TRUE,rep58,cam27,14778,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame43__s15139,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s15139_rank43.jpg,processed_rep58__cam27_s15139_rank43.jpg,TRUE,rep58,cam27,15139,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame44__s15499,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s15499_rank44.jpg,processed_rep58__cam27_s15499_rank44.jpg,TRUE,rep58,cam27,15499,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame45__s15860,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s15860_rank45.jpg,processed_rep58__cam27_s15860_rank45.jpg,TRUE,rep58,cam27,15860,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame46__s16220,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s16220_rank46.jpg,processed_rep58__cam27_s16220_rank46.jpg,TRUE,rep58,cam27,16220,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame47__s16580,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s16580_rank47.jpg,processed_rep58__cam27_s16580_rank47.jpg,TRUE,rep58,cam27,16580,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame48__s16941,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s16941_rank48.jpg,processed_rep58__cam27_s16941_rank48.jpg,TRUE,rep58,cam27,16941,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame49__s17301,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s17301_rank49.jpg,processed_rep58__cam27_s17301_rank49.jpg,TRUE,rep58,cam27,17301,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
frame50__s17662,C:/R_projects/spat_1f_noise/processed_feed\rep58\processed_rep58__cam27_s17662_rank50.jpg,processed_rep58__cam27_s17662_rank50.jpg,TRUE,rep58,cam27,17662,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,FALSE
