frame_id,file_path,file_base,file_exists,repID,camID,time,rank,score,head_x,head_y,head_score,middle_x,middle_y,middle_score,tail_x,tail_y,tail_score,centroid_x,centroid_y,size_px,x_dim,y_dim,out_of_frame,is_gap,size_z,status,false_cluster
frame1__s0,C:/R_projects/spat_1f_noise/processed_feed\reptrial_3\processed_reptrial_3__cam18_s0_rank1.jpg,processed_reptrial_3__cam18_s0_rank1.jpg,TRUE,reptrial_3,cam18,0,1,0.989559531211853,962.721435546875,106.49539184570313,0.024908440187573433,893.9918212890625,110.1063232421875,0.02789064683020115,822.76312255859375,111.30996704101563,0.04013851284980774,887.8523586604249,106.5700396110911,2777,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame2__s360,C:/R_projects/spat_1f_noise/processed_feed\reptrial_3\processed_reptrial_3__cam18_s360_rank2.jpg,processed_reptrial_3__cam18_s360_rank2.jpg,TRUE,reptrial_3,cam18,360,2,0.9844338297843932,959.8701171875,105.6394271850586,0.03908989578485489,893.8087158203125,108.02294921875,0.032378457486629486,826.5009765625,106.83119201660156,0.040086496621370316,888.7573399363282,104.05730456314114,2829,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame3__s720,C:/R_projects/spat_1f_noise/processed_feed\reptrial_3\processed_reptrial_3__cam18_s720_rank3.jpg,processed_reptrial_3__cam18_s720_rank3.jpg,TRUE,reptrial_3,cam18,720,3,0.9811025261878968,956.553955078125,111.3809585571289,0.024472560733556747,895.63323974609375,112.58177947998047,0.02865816093981266,949.09429931640625,113.7825927734375,0.03714701160788536,891.01244813278,109.850622406639,2653.5,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame4__s1081,C:/R_projects/spat_1f_noise/processed_feed\reptrial_3\processed_reptrial_3__cam18_s1081_rank4.jpg,processed_reptrial_3__cam18_s1081_rank4.jpg,TRUE,reptrial_3,cam18,1081,4,0.996057152748108,818.32427978515625,68.3145751953125,0.06799256801605225,894.3001708984375,111.65106201171875,0.09033875167369843,940.38385009765625,76.98187255859375,0.0768795907497406,879.9594813614262,92.18444084278768,3085,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame5__s1441,C:/R_projects/spat_1f_noise/processed_feed\reptrial_3\processed_reptrial_3__cam18_s1441_rank5.jpg,processed_reptrial_3__cam18_s1441_rank5.jpg,TRUE,reptrial_3,cam18,1441,5,0.99885094165802,781.7685546875,68.17101287841797,0.06547939032316208,862.4132080078125,91.35575866699219,0.07404474169015884,915.7626953125,92.57600402832031,0.3570457994937897,852.5888157894736,83.9608552631579,3039,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame6__s1802,C:/R_projects/spat_1f_noise/processed_feed\reptrial_3\processed_reptrial_3__cam18_s1802_rank6.jpg,processed_reptrial_3__cam18_s1802_rank6.jpg,TRUE,reptrial_3,cam18,1802,6,0.998890459537506,781.82159423828125,68.34200286865234,0.0640481635928154,857.51068115234375,90.36434173583984,0.0798613578081131,920.79168701171875,94.03472900390625,0.0678243637084961,852.7133800467134,84.57223890557223,2995.5,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame7__s2162,C:/R_projects/spat_1f_noise/processed_feed\reptrial_3\processed_reptrial_3__cam18_s2162_rank7.jpg,processed_reptrial_3__cam18_s2162_rank7.jpg,TRUE,reptrial_3,cam18,2162,7,0.9990905523300172,784.633056640625,68.9832763671875,0.07321126013994217,860.432373046875,88.96202087402344,0.07779381424188614,921.3203125,93.956695556640625,0.06989111751317978,854.8172554347826,83.76460597826087,2944,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame8__s2522,C:/R_projects/spat_1f_noise/processed_feed\reptrial_3\processed_reptrial_3__cam18_s2522_rank8.jpg,processed_reptrial_3__cam18_s2522_rank8.jpg,TRUE,reptrial_3,cam18,2522,8,0.9990045428276062,783.197021484375,68.413665771484375,0.06579197943210602,858.976806640625,89.44766998291016,0.07602175325155258,921.0914306640625,94.3968505859375,0.08728847652673721,854.0104729729729,84.1570945945946,2959.5,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame9__s2883,C:/R_projects/spat_1f_noise/processed_feed\reptrial_3\processed_reptrial_3__cam18_s2883_rank9.jpg,processed_reptrial_3__cam18_s2883_rank9.jpg,TRUE,reptrial_3,cam18,2883,9,0.999112904071808,783.95751953125,68.030914306640625,0.0632392168045044,858.9210205078125,90.05889129638672,0.08478005230426788,921.39068603515625,92.5064468383789,0.07111538201570511,853.9178925761204,84.33287718097844,2922,1000,1000,FALSE,FALSE,NA,unclear,FALSE
frame10__s3243,C:/R_projects/spat_1f_noise/processed_feed\reptrial_3\processed_reptrial_3__cam18_s3243_rank10.jpg,processed_reptrial_3__cam18_s3243_rank10.jpg,TRUE,reptrial_3,cam18,3243,10,0.99905663728714,785.53167724609375,69.26666259765625,0.06382588297128677,860.263916015625,90.213775634765625,0.09197598695755005,921.29522705078125,92.67814636230469,0.07889046519994736,855.614565441429,84.72655444864307,2911,1000,1000,FALSE,FALSE,NA,unclear,FALSE
