frame_id,file_path,file_base,file_exists,repID,camID,time,rank,score,head_x,head_y,head_score,middle_x,middle_y,middle_score,tail_x,tail_y,tail_score,centroid_x,centroid_y,size_px,x_dim,y_dim,out_of_frame,is_gap,size_z,status,false_cluster,frames,missing,duplicate,time_steps,duration,dim,thing_class,n_bbox,n_keypoints,n_mask,version,inf_time
frame1__s0,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s0_rank1.jpg,processed_rep87__cam26_s0_rank1.jpg,TRUE,rep87,cam26,0,1,0.8192195296287537,747.8248291015625,7.829798698425293,0.01163192838430404,773.751220703125,7.829798698425293,0.00728027988225221,746.59027099609375,3.011460781097412,0.00432848464697599,770.5436681222708,4.067685589519651,458.5,1000,1000,TRUE,FALSE,NA,unclear,FALSE,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame2__s361,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s361_rank2.jpg,processed_rep87__cam26_s361_rank2.jpg,TRUE,rep87,cam26,361,2,0.7056536078453064,749.30120849609375,3.084530830383301,0.00513926148414611,774.00518798828125,4.318342685699463,0.00796233955770731,793.76837158203125,3.084530830383301,0.00349005893804132,774.7288557213931,3.967661691542288,401.5,1000,1000,TRUE,FALSE,NA,unclear,FALSE,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame3__s722,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s722_rank3.jpg,processed_rep87__cam26_s722_rank3.jpg,TRUE,rep87,cam26,722,3,0.3958317041397095,761.66961669921875,3.947134017944336,0.05541731044650078,775.29412841796875,2.8193812370300293,0.02482093125581741,795.111572265625,2.8193812370300293,0.00191997643560171,776.4199288256227,3.192170818505338,280.5,1000,1000,TRUE,FALSE,NA,unclear,FALSE,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame4__s1082,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s1082_rank4.jpg,processed_rep87__cam26_s1082_rank4.jpg,TRUE,rep87,cam26,1082,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame5__s1442,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s1442_rank5.jpg,processed_rep87__cam26_s1442_rank5.jpg,TRUE,rep87,cam26,1442,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame6__s1803,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s1803_rank6.jpg,processed_rep87__cam26_s1803_rank6.jpg,TRUE,rep87,cam26,1803,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame7__s2163,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s2163_rank7.jpg,processed_rep87__cam26_s2163_rank7.jpg,TRUE,rep87,cam26,2163,7,0.3224990963935852,726.6014404296875,36.15739822387695,0.29356104135513306,737.66485595703125,32.44664764404297,0.01632283255457878,740.1234130859375,52.23731231689453,0.01330731250345707,735.2433795712484,33.237074401008826,797,1000,1000,TRUE,FALSE,NA,unclear,FALSE,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame8__s2524,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s2524_rank8.jpg,processed_rep87__cam26_s2524_rank8.jpg,TRUE,rep87,cam26,2524,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame9__s2884,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s2884_rank9.jpg,processed_rep87__cam26_s2884_rank9.jpg,TRUE,rep87,cam26,2884,9,0.6098379492759705,787.8311767578125,4.277830600738525,0.03773569315671921,782.9071044921875,4.277830600738525,0.01173279900103807,768.1348876953125,3.0555930137634277,0.00366600416600704,778.6194331983805,3.668016194331984,246.5,1000,1000,TRUE,FALSE,NA,unclear,FALSE,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame10__s3245,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s3245_rank10.jpg,processed_rep87__cam26_s3245_rank10.jpg,TRUE,rep87,cam26,3245,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame11__s3605,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s3605_rank11.jpg,processed_rep87__cam26_s3605_rank11.jpg,TRUE,rep87,cam26,3605,11,0.4654887616634369,766.3489990234375,5.153744697570801,0.0129798362031579,763.85107421875,4.008468151092529,0.00521246623247861,766.3489990234375,2.8631913661956787,0.00201175827533006,758.2686567164179,4.548507462686567,269,1000,1000,TRUE,FALSE,NA,unclear,FALSE,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame12__s3966,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s3966_rank12.jpg,processed_rep87__cam26_s3966_rank12.jpg,TRUE,rep87,cam26,3966,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame13__s4326,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s4326_rank13.jpg,processed_rep87__cam26_s4326_rank13.jpg,TRUE,rep87,cam26,4326,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame14__s4686,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s4686_rank14.jpg,processed_rep87__cam26_s4686_rank14.jpg,TRUE,rep87,cam26,4686,14,0.997696578502655,371.1436462402344,1.874114990234375,0.05018018558621406,358.67645263671875,25.612905502319336,0.03618313372135162,361.1698913574219,41.8552360534668,0.01998829655349254,362.0291153415454,20.2508398656215,894.5,1000,1000,TRUE,FALSE,NA,unclear,FALSE,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame15__s5047,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s5047_rank15.jpg,processed_rep87__cam26_s5047_rank15.jpg,TRUE,rep87,cam26,5047,15,0.97179114818573,398.4399719238281,0.6207665205001831,0.0081241363659501,361.5539855957031,5.586898326873779,0.05099883303046226,339.42242431640625,6.828431606292725,0.01352147944271564,363.4532627865961,5.1040564373897706,568,1000,1000,TRUE,FALSE,NA,unclear,FALSE,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame16__s5407,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s5407_rank16.jpg,processed_rep87__cam26_s5407_rank16.jpg,TRUE,rep87,cam26,5407,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame17__s5768,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s5768_rank17.jpg,processed_rep87__cam26_s5768_rank17.jpg,TRUE,rep87,cam26,5768,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame18__s6128,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s6128_rank18.jpg,processed_rep87__cam26_s6128_rank18.jpg,TRUE,rep87,cam26,6128,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame19__s6489,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s6489_rank19.jpg,processed_rep87__cam26_s6489_rank19.jpg,TRUE,rep87,cam26,6489,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame20__s6849,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s6849_rank20.jpg,processed_rep87__cam26_s6849_rank20.jpg,TRUE,rep87,cam26,6849,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame21__s7210,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s7210_rank21.jpg,processed_rep87__cam26_s7210_rank21.jpg,TRUE,rep87,cam26,7210,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame22__s7570,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s7570_rank22.jpg,processed_rep87__cam26_s7570_rank22.jpg,TRUE,rep87,cam26,7570,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame23__s7930,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s7930_rank23.jpg,processed_rep87__cam26_s7930_rank23.jpg,TRUE,rep87,cam26,7930,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame24__s8291,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s8291_rank24.jpg,processed_rep87__cam26_s8291_rank24.jpg,TRUE,rep87,cam26,8291,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame25__s8651,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s8651_rank25.jpg,processed_rep87__cam26_s8651_rank25.jpg,TRUE,rep87,cam26,8651,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame26__s9011,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s9011_rank26.jpg,processed_rep87__cam26_s9011_rank26.jpg,TRUE,rep87,cam26,9011,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame27__s9372,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s9372_rank27.jpg,processed_rep87__cam26_s9372_rank27.jpg,TRUE,rep87,cam26,9372,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame28__s9732,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s9732_rank28.jpg,processed_rep87__cam26_s9732_rank28.jpg,TRUE,rep87,cam26,9732,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame29__s10093,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s10093_rank29.jpg,processed_rep87__cam26_s10093_rank29.jpg,TRUE,rep87,cam26,10093,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame30__s10453,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s10453_rank30.jpg,processed_rep87__cam26_s10453_rank30.jpg,TRUE,rep87,cam26,10453,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame31__s10814,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s10814_rank31.jpg,processed_rep87__cam26_s10814_rank31.jpg,TRUE,rep87,cam26,10814,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame32__s11174,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s11174_rank32.jpg,processed_rep87__cam26_s11174_rank32.jpg,TRUE,rep87,cam26,11174,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame33__s11534,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s11534_rank33.jpg,processed_rep87__cam26_s11534_rank33.jpg,TRUE,rep87,cam26,11534,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame34__s11895,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s11895_rank34.jpg,processed_rep87__cam26_s11895_rank34.jpg,TRUE,rep87,cam26,11895,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame35__s12255,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s12255_rank35.jpg,processed_rep87__cam26_s12255_rank35.jpg,TRUE,rep87,cam26,12255,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame36__s12616,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s12616_rank36.jpg,processed_rep87__cam26_s12616_rank36.jpg,TRUE,rep87,cam26,12616,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame37__s12976,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s12976_rank37.jpg,processed_rep87__cam26_s12976_rank37.jpg,TRUE,rep87,cam26,12976,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame38__s13337,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s13337_rank38.jpg,processed_rep87__cam26_s13337_rank38.jpg,TRUE,rep87,cam26,13337,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame39__s13697,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s13697_rank39.jpg,processed_rep87__cam26_s13697_rank39.jpg,TRUE,rep87,cam26,13697,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame40__s14057,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s14057_rank40.jpg,processed_rep87__cam26_s14057_rank40.jpg,TRUE,rep87,cam26,14057,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame41__s14418,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s14418_rank41.jpg,processed_rep87__cam26_s14418_rank41.jpg,TRUE,rep87,cam26,14418,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame42__s14778,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s14778_rank42.jpg,processed_rep87__cam26_s14778_rank42.jpg,TRUE,rep87,cam26,14778,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame43__s15139,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s15139_rank43.jpg,processed_rep87__cam26_s15139_rank43.jpg,TRUE,rep87,cam26,15139,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame44__s15499,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s15499_rank44.jpg,processed_rep87__cam26_s15499_rank44.jpg,TRUE,rep87,cam26,15499,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame45__s15860,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s15860_rank45.jpg,processed_rep87__cam26_s15860_rank45.jpg,TRUE,rep87,cam26,15860,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame46__s16220,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s16220_rank46.jpg,processed_rep87__cam26_s16220_rank46.jpg,TRUE,rep87,cam26,16220,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame47__s16581,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s16581_rank47.jpg,processed_rep87__cam26_s16581_rank47.jpg,TRUE,rep87,cam26,16581,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame48__s16941,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s16941_rank48.jpg,processed_rep87__cam26_s16941_rank48.jpg,TRUE,rep87,cam26,16941,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame49__s17301,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s17301_rank49.jpg,processed_rep87__cam26_s17301_rank49.jpg,TRUE,rep87,cam26,17301,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame50__s17662,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s17662_rank50.jpg,processed_rep87__cam26_s17662_rank50.jpg,TRUE,rep87,cam26,17662,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame51__s18022,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s18022_rank51.jpg,processed_rep87__cam26_s18022_rank51.jpg,TRUE,rep87,cam26,18022,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame52__s18383,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s18383_rank52.jpg,processed_rep87__cam26_s18383_rank52.jpg,TRUE,rep87,cam26,18383,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame53__s18743,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s18743_rank53.jpg,processed_rep87__cam26_s18743_rank53.jpg,TRUE,rep87,cam26,18743,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame54__s19104,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s19104_rank54.jpg,processed_rep87__cam26_s19104_rank54.jpg,TRUE,rep87,cam26,19104,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame55__s19464,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s19464_rank55.jpg,processed_rep87__cam26_s19464_rank55.jpg,TRUE,rep87,cam26,19464,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame56__s19824,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s19824_rank56.jpg,processed_rep87__cam26_s19824_rank56.jpg,TRUE,rep87,cam26,19824,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame57__s20185,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s20185_rank57.jpg,processed_rep87__cam26_s20185_rank57.jpg,TRUE,rep87,cam26,20185,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame58__s20545,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s20545_rank58.jpg,processed_rep87__cam26_s20545_rank58.jpg,TRUE,rep87,cam26,20545,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame59__s20906,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s20906_rank59.jpg,processed_rep87__cam26_s20906_rank59.jpg,TRUE,rep87,cam26,20906,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame60__s21266,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s21266_rank60.jpg,processed_rep87__cam26_s21266_rank60.jpg,TRUE,rep87,cam26,21266,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
frame61__s21626,C:/R_projects/spat_1f_noise/processed_feed\rep87\processed_rep87__cam26_s21626_rank61.jpg,processed_rep87__cam26_s21626_rank61.jpg,TRUE,rep87,cam26,21626,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,FALSE,NA,unclear,NA,1224,1,0,1225,122:32:34,"(1000,1000)",cat,806,806,806,modelv7.1,2024-05-04 04:35:56
