frame_id,file_path,file_base,file_exists,repID,camID,time,rank,score,head_x,head_y,head_score,middle_x,middle_y,middle_score,tail_x,tail_y,tail_score,centroid_x,centroid_y,size_px,x_dim,y_dim,out_of_frame
frame1__s0,C:/R_projects/spat_1f_noise/processed_feed\rep158\processed_rep158__cam30_s0_rank1.jpg,processed_rep158__cam30_s0_rank1.jpg,TRUE,rep158,cam30,0,1,0.9977741837501526,717.1553955078125,770.143798828125,0.06157027557492256,743.03741455078125,730.226318359375,0.14152966439723969,749.1998291015625,670.349853515625,0.18176548182964325,742.7551820728291,717.1943977591036,1791,1000,1000,FALSE
frame2__s361,C:/R_projects/spat_1f_noise/processed_feed\rep158\processed_rep158__cam30_s361_rank2.jpg,processed_rep158__cam30_s361_rank2.jpg,TRUE,rep158,cam30,361,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA
frame3__s721,C:/R_projects/spat_1f_noise/processed_feed\rep158\processed_rep158__cam30_s721_rank3.jpg,processed_rep158__cam30_s721_rank3.jpg,TRUE,rep158,cam30,721,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA
frame4__s1082,C:/R_projects/spat_1f_noise/processed_feed\rep158\processed_rep158__cam30_s1082_rank4.jpg,processed_rep158__cam30_s1082_rank4.jpg,TRUE,rep158,cam30,1082,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA
frame5__s1442,C:/R_projects/spat_1f_noise/processed_feed\rep158\processed_rep158__cam30_s1442_rank5.jpg,processed_rep158__cam30_s1442_rank5.jpg,TRUE,rep158,cam30,1442,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA
frame6__s1803,C:/R_projects/spat_1f_noise/processed_feed\rep158\processed_rep158__cam30_s1803_rank6.jpg,processed_rep158__cam30_s1803_rank6.jpg,TRUE,rep158,cam30,1803,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA
frame7__s2163,C:/R_projects/spat_1f_noise/processed_feed\rep158\processed_rep158__cam30_s2163_rank7.jpg,processed_rep158__cam30_s2163_rank7.jpg,TRUE,rep158,cam30,2163,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA
frame8__s2524,C:/R_projects/spat_1f_noise/processed_feed\rep158\processed_rep158__cam30_s2524_rank8.jpg,processed_rep158__cam30_s2524_rank8.jpg,TRUE,rep158,cam30,2524,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA
frame9__s2884,C:/R_projects/spat_1f_noise/processed_feed\rep158\processed_rep158__cam30_s2884_rank9.jpg,processed_rep158__cam30_s2884_rank9.jpg,TRUE,rep158,cam30,2884,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA
frame10__s3244,C:/R_projects/spat_1f_noise/processed_feed\rep158\processed_rep158__cam30_s3244_rank10.jpg,processed_rep158__cam30_s3244_rank10.jpg,TRUE,rep158,cam30,3244,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA
