n_keypoints,frames,prop_kp,rep_id,toxic,sl,logsl,moved:cos_theta_pi,moved:cos_2theta,shape,scale,kappa1,kappa2,on_toxic,ava_mean_toxin,ava_switch_toxin,var_toxic_12,var_toxic_24,sl_mean_obs,sl_kurt_obs,prob_move_obs,n_valid_frames
893,1203,0.742310889443059,51,-0.16115859130808238,0.006465121432879082,1.1474477206438456,-0.35312129593689684,-0.6638956219428975,1.5545684866209606,134.87283718994,-0.222686413909908,0.3825090426016964,0.12430011198208286,0.3595382690605046,0.1333220672734571,0.05645005882849435,0.047909700422013285,29.333360615365773,49.70371270939434,0.040313549832026875,893
544,919,0.5919477693144722,52,-0.31622201180528725,0.004725702302922489,2.0350152772731955,-0.3041396947672225,-1.352415691079116,2.6191288018491603,58.78699465791508,0.6568912514701883,0.6797569457671242,0.07720588235294118,0.3469055229734171,0.04877995531757368,0.2025080990101437,0.1649761157245349,26.878382646873995,43.7365944568914,0.04411764705882353,544
645,939,0.6869009584664537,53,-0.38863268559728953,0.006885401480594643,2.2868400151204598,-0.3378532655855311,-0.18373631740650734,2.9029817246539187,40.0560741093259,0.20227218483456844,-0.18373631740650734,0.15193798449612403,0.38336171008491365,0.10378044602991096,0.3828019716198078,0.37750617762674965,19.34959613768694,49.461928588414466,0.03875968992248062,645
643,868,0.7407834101382489,54,-0.6570486495974889,0.007344611753861685,0.9859982966854857,-0.6967359680572985,-0.07628766034770987,1.3983526257262013,223.04984686283254,-0.16404919171434373,0.03448562368827103,0.05598755832037325,0.26314727368420093,0.04923398498695698,0.02165636237461359,0.015478513618996754,34.867560280458136,37.73689092027056,0.049766718506998445,643
781,1159,0.6738567730802416,55,-0.02713718451709934,0.00614148961895563,0.9866105507185144,-0.22491202061364868,-0.2850462263686015,1.599094931816912,79.15708383912329,0.08020614586480301,0.15159717734514067,0.47759282970550576,0.4729004135075604,0.16948429397724787,0.22729116752191375,0.24140986364094616,32.63372338824659,49.20566717244942,0.04353393085787452,781
1031,1224,0.8423202614379085,62,-0.27908478024804195,0.011882816565716563,1.1343810125120923,-0.1823260367461324,0.04404676806600444,1.7221627426110957,62.54809589912809,-0.15676556806503084,0.19298868076989478,0.26867119301648884,0.3870271303022641,0.09674360421658829,0.5171001509201621,0.5186279505852112,21.09335453741459,91.18559824532402,0.026188166828322017,1031
1089,1224,0.8897058823529411,63,-0.06085318344366393,0.007203736543694671,1.0599939619532264,-0.24334776897275595,-0.10682720977948854,1.4987179501022017,113.83166838606601,-0.07682332823520899,0.029044990533246162,0.44352617079889806,0.5238476699580885,0.16136087011637185,0.6333251211364669,0.7612882549363432,27.431474038477695,48.2669902021153,0.04040404040404041,1089
969,1220,0.7942622950819672,64,-0.07858250414387098,0.005404978353880375,1.1481220180082923,-0.43457574443947883,0.10499288402031752,1.5620735392706868,115.01572996160957,-0.3331370823872659,0.21369129531280434,0.29721362229102166,0.4050495048150822,0.14226927668680034,0.10870849895621837,0.12076331996900948,29.365185933039072,47.6071621724662,0.04437564499484004,969
956,1220,0.7836065573770492,65,0.36125199512341355,0.0041089062772504655,1.2279344072445104,-1.1174021725285337,-0.8806784244351082,1.561850657811171,786.79241542867,0.040722787687111905,0.46974663916843595,0.4382845188284519,0.5744062519250446,0.1401240406696124,0.1394279221014314,0.1887928035395392,62.052631149401456,13.281678660870504,0.10774058577405858,956
901,1219,0.7391304347826086,66,-1.5774618833542944,0.006029911668556843,1.7178015103021262,-0.6020286285894543,-1.568521807658165,2.1510750260845777,83.33540794942546,0.48886142158028933,0.16394214056536116,0.08879023307436182,0.17165903218031212,0.10021496393230497,0.25157785715795483,0.3412090701858617,24.029837603377747,40.632652401554395,0.03107658157602664,901
513,1221,0.4201474201474201,67,-0.6540207714954985,0.0038160762435598384,0.7142017707429432,-1.232519441247333,-0.014023573132369526,1.0519515523706742,-887.0317831314495,-0.6235370661222235,0.27732946443825535,0.14814814814814814,0.3224878601641557,0.14261565020970604,0.10715134734516368,0.0979917967537031,125.64733164113544,5.970298330379363,0.2046783625730994,513
813,1219,0.6669401148482362,68,-0.3537765730418824,0.002348320837399058,3.4062381417604173,-0.42417240261243894,-0.6724834402869334,4.187462745096665,21.402693402892186,0.15002686125073228,0.2345255645983697,0.35547355473554737,0.5426916865413098,0.0737400515726409,0.7092873751305843,0.7761456067187578,15.922418465298367,29.30376220727413,0.01968019680196802,813
723,891,0.8114478114478114,69,0.21197745985474564,-0.004807968081345169,2.3946364525345736,-0.681005067702298,0.0029414315764778533,2.930096980842178,31.5827618472657,0.3029028587440751,0.0029414315764778533,0.6016597510373444,0.4067324817166103,0.05864876615894754,0.41634912407303243,0.6168382845881785,19.936044491387463,121.49220607438176,0.029045643153526972,723
292,578,0.5051903114186851,70,-0.23055163607034554,0.0029262826559349987,0.5467194690208178,-0.5031324137376442,-0.004523136517574426,0.9003886534339717,7812.485627773483,-0.14366634070154533,0.32728660647827373,0.24315068493150685,0.4562143595942573,0.18830684253121482,0.5569499514323476,0.7492323362095407,115.83524538529896,8.47282963569522,0.1815068493150685,292
1142,1224,0.9330065359477124,71,-0.15984959917236136,0.002403742468144955,0.7498327536448772,-0.4051934444846767,-0.06195555992401871,1.107209614414142,521.3701607386255,-0.08789761901352233,0.21017284746261436,0.38353765323992994,0.48264118249246196,0.22815037059119175,0.7914596477693377,0.8362724243647564,82.66707873564178,12.251564317011823,0.1646234676007005,1142
1092,1224,0.8921568627450981,72,-1.3294454540828453,0.0024888764333427103,3.242083703025568,-0.5030333057283308,-0.06402832890600327,3.9353543328497413,21.09439649222202,0.1848172936453053,-0.06402832890600327,0.011904761904761904,0.02540218598087161,0.011587752991180887,0.01753912100543886,0.01823293100922705,13.895612558334486,95.95181732773669,0.015567765567765568,1092
1101,1220,0.9024590163934426,73,-0.8244039936357246,0.0034431172825368523,1.5266545938862799,-0.2864274262152274,-0.30470997634500874,1.9674793912649902,77.20872844840521,0.06540103142364384,0.1726618067671602,0.20072661217075385,0.22366247825409016,0.050611973813326765,0.11867413180282801,0.13430150305992547,26.881294947139256,65.284246984315,0.05086285195277021,1101
632,1220,0.5180327868852459,74,0.19948757825579835,0.0027105683891901038,0.6633487303904618,-0.8494833340218011,-0.0463518814480828,0.9977836791636596,-3450.927328870308,-0.6061575417365865,0.2175590538229075,0.5316455696202531,0.5719422945615281,0.21015140074295943,0.24241933833124377,0.24832606937134502,138.12954111978104,6.512602085838002,0.22626582278481014,632
219,554,0.3953068592057762,75,-0.5977817457852191,0.004156583712936894,0.6837013131914342,-0.43247239300735796,-0.856324579633753,1.0350863533227437,713.6638066263321,0.12819295764650862,0.6889451770319986,0.1917808219178082,0.3317461224789139,0.1390852428139089,0.381896497441952,NA,63.20806269499596,17.90888246954421,0.0867579908675799,219
1031,1219,0.8457752255947498,77,0.03765521864799586,0.0048484955230828995,0.5559476663479244,-0.5401115684445402,-0.5214641578869746,0.9204654093167587,577.1584291016313,0.10243975087273272,0.2583297210819401,0.518913676042677,0.5006774249828421,0.1889481523630225,0.16055534182645076,0.18715243654126057,55.39980315394313,26.010674893427606,0.06304558680892337,1031
923,1224,0.7540849673202614,78,-1.1385471862379601,0.006774150856619979,0.5946118784745688,-0.5201382520354744,-0.08223910981848677,0.9974305698344808,503.85138076663156,0.141388643117193,0.1345988506505575,0.05742145178764897,0.20828018114874475,0.04214440563946814,0.17821018872579253,0.21224207938010078,45.97818729546684,24.18049462389113,0.05742145178764897,923
985,1225,0.8040816326530612,79,-0.49344547404747524,0.005579494741668881,0.766443193926879,-0.5608036244137536,-0.9499710983083098,1.1497980740601046,345.68595256811756,-0.07485489891688973,0.4834830534757626,0.1817258883248731,0.40300412100867294,0.14261675584949587,0.10927151995682705,0.1118760576556219,45.26268286309829,30.35037219822857,0.05482233502538071,985
1003,1225,0.8187755102040817,80,-0.2213072237671546,0.006855461768171205,0.3428741080593522,-0.9866561306008693,-0.29787778741291804,0.6542872877045623,-380.58626233790176,-0.37506109902246065,0.7047426413561441,0.19042871385842472,0.49467237581467677,0.1822663230871769,0.08295719432083068,0.09785239838369794,73.64542959394426,13.560359400555155,0.08374875373878365,1003
982,1225,0.8016326530612244,81,-0.016724432172745204,0.005949197351666736,1.880871533884722,-0.551474104803864,-0.2373567168338577,2.414394688526439,50.95068596080603,0.1426219727525232,0.1672202504184748,0.3085539714867617,0.5359217288113826,0.08376801436953224,0.11151225417433955,0.14968390224594758,20.86373704599866,80.80599185634381,0.03360488798370672,982
1107,1224,0.9044117647058824,82,0.08475307520249856,0.01117744140413687,1.0567982480956737,-0.28444662759113,-0.12357199714376454,1.488234502549147,179.53374396625927,-0.28444662759113,-0.12357199714376454,0.44986449864498645,0.48274109711398655,0.14780456290939004,0.1729375254635598,0.20990394695179065,25.754022914660094,37.6782744379909,0.04968383017163505,1107
1076,1225,0.8783673469387755,84,-0.3918818245065753,0.003876434661541547,0.9057514916215872,-0.7709648263702197,-0.5983771190563157,1.2297503083701058,4226.795082490491,-0.12842366703256514,0.9944526234320613,0.3355018587360595,0.36270405027928176,0.14679459616721235,0.1288959629898057,0.14731461971499088,78.74231280123699,11.305659920671294,0.13197026022304834,1076
667,1213,0.549876339653751,85,-1.297780858704221,0.005137353908178846,0.6038837671381432,-0.9510755102025671,-1.7780563736131079,0.8665541174881151,-408.40942271835286,0.3935222056143476,0.4675027628769377,0.11394302848575712,0.24857636111295522,0.14424588888764517,0.16316315812685694,0.1356530262753891,97.70040715805558,10.891926175490338,0.08845577211394302,667
910,1213,0.7502061005770816,92,-0.26076467002932774,0.010664896455757078,1.3061298586959156,0.030134752935255634,-0.1982834876681463,1.8679671804979359,63.138734898740786,0.09424399581873297,-0.1982834876681463,0.23626373626373626,0.29030341589155334,0.02127325445661019,0.2383919646992857,0.4959940882191069,21.19810576371933,76.16901459240765,0.03076923076923077,910
911,1213,0.7510305028854081,93,-0.21919536742296614,0.004928791656964077,0.91588164128352,-0.39468185196932004,-0.04261526905391329,1.2837728650707834,213.54821020511,-0.09280564564767746,0.08633164416637588,0.4281009879253567,0.48117141697985216,0.14246883811414277,0.7093962286475656,0.8157528634446365,38.2621947933031,32.925200168250846,0.06805708013172337,911
903,1213,0.7444352844187964,94,-0.3842820608667183,0.005188387737044488,0.5855419779252771,-0.46863864745556894,-0.6006565372348573,0.9110985018623983,4669.444763078587,-0.20607650603785166,0.8462998629982259,0.28792912513842744,0.3820479808403338,0.16473280368118365,0.47604007364457,0.7242314982076259,60.25996414855576,20.337439797074385,0.07751937984496124,903
702,893,0.786114221724524,95,-0.7061188972074326,0.007654715417846471,0.54918499122895,-0.45974244018055227,-0.1725338356877339,0.9347835745048675,1155.5751698995805,-0.007000001343712592,0.14234216296913887,0.10683760683760683,0.3576737025758406,0.12342380839007021,0.16568853985039858,0.14807258572841145,45.26266612069116,24.14307062177086,0.07834757834757834,702
740,1212,0.6105610561056105,96,0.17559085312693978,0.005510432548663322,0.46643954558299927,-2.416698443969247,0.20016160485136908,0.7385622190961931,-247.3315407442072,-1.051028263256683,0.7410615144341013,0.24864864864864866,0.5869301343321083,0.19305998065651112,0.12092863083136662,0.16998058100596553,185.49256756535064,4.4681730262587145,0.21891891891891893,740
617,893,0.6909294512877939,97,0.08125667591022404,0.015963643596172278,2.7363401307430695,-0.7846999922788135,8.305679065740436e-4,3.4391524147638552,30.4110557000793,0.08193990717740063,8.305679065740436e-4,0.11021069692058347,0.4336371273660199,0.13084092278204923,0.33960302166603307,0.29176127794448714,14.386049600383302,79.9260184396675,0.019448946515397084,617
452,1192,0.37919463087248323,98,-0.037252030374458095,0.003219719121991843,0.9858119943067124,-0.745942375810183,-0.6067359963011878,1.3140520947137557,364.9617027446757,-0.1617448948079212,0.44716719590256426,0.20353982300884957,0.45010725627932674,0.1292232653245089,0.11921497857326734,0.1263677491955675,55.06042072886299,31.234049360048868,0.09734513274336283,452
1082,1213,0.8920032976092334,99,0.06492920889224374,0.01320811767897639,1.9365979927313872,-0.29773916780081966,-0.14125964310831027,2.529044200048582,40.52566822869782,-0.29773916780081966,0.05108090374332938,0.3197781885397412,0.5356262207458021,0.04429988318335251,0.501451501706387,0.7275926961272057,15.632892270476935,88.45509114907571,0.02033271719038817,1082
978,1168,0.8373287671232876,100,-0.3271610905280929,0.0024895252278391974,2.669297872452275,-0.37223804185960147,-0.4518298140551332,3.3887794290385576,26.814644999230783,-0.027987210609661528,0.137503079279664,0.2331288343558282,0.431578848214548,0.12796443605756405,0.5331028625575823,0.5335997652348607,18.085460998469205,60.19685615795343,0.022494887525562373,978
694,1213,0.5721352019785655,101,0.09956506925070695,0.004499645070541194,0.8025133907788511,-0.53075436120301,-0.39364589824223317,1.1780156300328606,229.33617923455517,0.2930864707898927,0.347091664616741,0.3414985590778098,0.509251614240012,0.10536332989961192,0.47059429449106266,0.4941648464211356,42.37781595503455,33.04955619848364,0.056195965417867436,694
1090,1213,0.8985985160758451,102,-0.03872446268514391,-0.009839505014195494,5.238333342575614,-0.46932407487746425,-0.25712353209033423,6.0873095294147,12.010496123388897,-0.17454867526132578,0.12906528834937647,0.10550458715596331,0.2783724204575545,0.04245540290957355,0.2826366842282955,0.32833636450811265,11.565556704239935,133.54112864559679,0.009174311926605505,1090
855,1213,0.7048639736191261,103,-0.04609737111245185,0.004133725471997772,0.715861349880221,-0.5610784538327641,-0.1266868558966744,1.064127370696014,483.58933899383436,0.11657019877058061,0.21934991383915675,0.49005847953216375,0.5122238444054726,0.11415460206892805,0.1835049481973889,0.20743729561352264,56.18402296596605,22.479296959780118,0.08187134502923976,855
827,1168,0.7080479452054794,104,-0.803055622673291,0.0011609731470768785,3.904834665201947,-0.17838353858961836,-1.0699495712033378,4.534734036897133,31.390851293111854,0.23417345343977147,-0.07887457008482146,0.1777509068923821,0.305156065633009,0.08810767137653024,0.09558733366344624,0.08560884675085101,19.076810349584157,82.5273446729331,0.03506650544135429,827
