rep_id,beta,syn_id,cam_id,arena_id,mean_trt,var_trt,low_diet,high_diet,assemble_date,date_start,time_start,cat_pre_wt,date_end_camera,time_end_camera,cat_post_wt,cat_dead_cam_end,pupation_date,pupal_weight,pupated_cam_end,eclosure_date,sex,death_date,deformed_adult,notes,temperature,session_id,error,premature_camera_end,camera_cutoff,surv_time,RGR,pupated,eclosed,time_to_pupation,time_to_eclosure,adult_time,pupation_time,repID,area_herb,var_toxic_12,shape_1,scale_1,shape_2,scale_2,shape_3,scale_3,shape_4,scale_4,kappa1_1,kappa2_1,kappa1_2,kappa2_2,kappa1_3,kappa2_3,kappa1_4,kappa2_4,on_toxic,sl_mean_obs,ta_mean_obs,sl_kurt_obs,ta_kurt_obs,prop_explore,s1.less_toxic.est,s2.less_toxic.est,s1.less_toxic.se,s2.less_toxic.se,mean_toxic_conc,observed_dead
39,0,beta0_id14,8,8,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.1168,2023-12-02T05:00:00Z,15:26:00,0.2215,0,2023-12-02T05:00:00Z,0.2111,1,2023-12-19T05:00:00Z,female,2024-01-07T05:00:00Z,0,NA,24,2,0,0,338793,41,0.0054356697544541074,1,1,5,22,19,17,rep39,19809,0.1671792677184724,1.859925070644309,107.4939184309354,1.8948572228452272,116.29944830931862,1.1468960353174462,8.548134853677595,1.2630155280243496,7.365095020641647,0.19319659407805925,-0.15036000990256668,-0.5479426295074221,-0.10314642046255204,0.20163733211249893,0.20941362418625747,0.34590613062136866,0.19503496593175787,0.3912515188335358,36.8220275444424,-0.02780652588458426,41.5299727250388,1.6318563837998137,0.12432716701095324,0.3578208829307233,0.16431188835999153,0.24717543809534864,0.1776998215090407,0.9972487253268716,1
40,0,beta0_id9,9,9,1 mg/g,high_var,0 mg/g,2 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.2104,2023-11-30T05:00:00Z,10:40:00,0.2481,0,2023-11-30T05:00:00Z,0.2254,1,2023-12-20T05:00:00Z,male,2024-01-01T05:00:00Z,0,NA,24,2,0,0,173362,35,0.0025370150307983653,1,1,3,23,12,20,rep40,9909,0.4030851693530992,0.4742833341987158,87.96329970547492,0.5689644871034184,357.9400233248827,0.9833708140510335,6.891699656512347,1.6321721328017025,4.8585760634738024,-0.9398392567971676,-0.17902160175078213,0.15247980456571375,-0.10268869089825076,0.6462294963478925,-0.03354806320016594,0.23866452526833884,0.19392255955757187,0.17456896551724138,21.133165979723124,-0.01992689442197408,88.024292907279,1.6707051379128637,0.27797259263935586,0.6456579128930656,0.5863055092519766,0.2814856559209879,0.31730489721610755,0.15137753557372086,1
41,0,beta0_id16,10,10,1 mg/g,high_var,0 mg/g,2 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,16:37:00,0.0617,2023-12-02T05:00:00Z,15:26:00,0.268,0,2023-12-02T05:00:00Z,0.2041,1,2023-12-24T05:00:00Z,male,2024-01-01T05:00:00Z,1,NA,24,2,0,0,373043,35,0.012361086123715932,1,1,5,27,8,22,rep41,17415,0.3949020203287788,0.8754645210219827,159.83814570825396,1.2082634151991098,360687.1622700609,0.9017986910801452,7.982383580175752,1.23755144950345,6.054462897567881,0.0797373633916329,0.9884090386239464,0.5703796345140693,0.49051713550826154,0.5124760616196024,0.47999486236330857,0.34886933538867715,0.3110763191585573,0.19979818365287588,13.276393141063192,0.02683023922689165,141.07190914666896,1.5637324521604952,0.04158860124136095,1.6504498152167435,-0.11195708854037648,1.1025780691065925,0.171245006049907,0.27171978179730116,1
42,5,beta5_id9,11,11,1 mg/g,high_var,0 mg/g,2 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,16:37:00,0.0641,2023-12-02T05:00:00Z,15:26:00,0.2726,0,2023-12-02T05:00:00Z,0.205,1,2023-12-22T05:00:00Z,male,2024-01-07T05:00:00Z,0,NA,24,2,0,0,384928,41,0.012183149013907768,1,1,5,25,16,20,rep42,15334,0.00101414074657226,1.8251996264228223,11.322711199566186,1.4953705250080702,23.980647064652533,-0.8281616309888467,17.011797964860442,1.2958505028997351,6.799311726841746,0.23694846637333372,-2.00394454511939,0.02172592034494536,0.19024992333301177,0.36773024274522137,0.27275357284082075,0.34228841991906866,0.281124927896654,0.00199800199800199,11.646255217851271,0.01129109784497027,63.68892399924822,1.5946665311421986,0.08724855856209117,NA,NA,NA,NA,0.5067170992565541,1
43,5,beta5_id10,12,12,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.0899,2023-12-01T05:00:00Z,13:49:00,0.2283,0,2023-12-01T05:00:00Z,0.2108,1,2023-12-21T05:00:00Z,male,2024-01-01T05:00:00Z,1,time lapse files corrupted,24,2,0,0,NA,35,0.010117198611089291,1,1,4,24,11,20,rep43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
44,5,beta5_id10,13,13,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.0613,2023-12-02T05:00:00Z,16:10:00,0.2326,0,2023-12-06T05:00:00Z,0.2173,0,2023-12-23T05:00:00Z,female,2024-01-07T05:00:00Z,0,NA,24,2,0,0,427101,41,0.011256671894842979,1,1,9,26,15,17,rep44,6488,0.0485178431066048,1.0308072231759038,16.81530256894374,1.2054097685056766,11.280604039336806,1.2405115141761078,2.870522510335753,1.7679413523641512,2.2382386400771703,0.06641242578007472,0.29092888883734624,0.4311623984893349,0.4527327943729489,0.7276661136070404,-0.1600224182450728,0.3998466645807948,0.36426485182864504,0.12244897959183672,9.118565475370684,0.003732678563289,95.83792924838258,1.541360287174858,0.5477916355709033,NA,NA,NA,NA,1.0063193588162762,1
45,-5,beta-5_id11,14,14,1 mg/g,high_var,0 mg/g,2 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.1095,2023-12-01T05:00:00Z,13:49:00,0.2499,0,2023-12-01T05:00:00Z,0.232,1,2023-12-19T05:00:00Z,male,2024-01-01T05:00:00Z,0,NA,24,2,0,0,281849,35,0.008957513536287511,1,1,4,22,13,18,rep45,18169,0.3541195448507114,0.9459399870916988,453.7940174865143,1.0037568683286096,189.39872725714855,1.0053588883454672,9.018303922922833,1.4689403487876576,6.726780352448572,-0.13368280444607503,0.2677462524555877,-0.09477473862341255,-0.16460673574317453,0.4843155886309186,0.24220831581371427,0.24342349869186852,0.3052427471058206,0.2066115702479339,37.76745870744504,0.22852866813631328,39.41439796457053,1.690242105300918,0.1519720213671446,-0.117388725574947,0.4378253800888536,0.2470956693174926,0.2959722425575238,0.38736309097914035,1
46,0,beta0_id11,15,15,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.0952,2023-12-02T05:00:00Z,15:26:00,NA,1,NA,NA,0,NA,NA,2023-12-02T05:00:00Z,0,NA,24,2,0,0,360422,5,NA,0,0,NA,NA,NA,NA,rep46,5291,0.1836493321215557,1.0582461693670089,391.8547816129403,1.0724617031568489,275.6557212901705,1.1027061162840357,4.548115198328553,1.1007651158867748,5.625141307955381,-0.08755668682184492,-0.07458005843788501,-0.08815485202999612,0.38072460394055274,0.4544686698235815,0.29979484721455335,0.3725413984269528,0.4524270935610401,0.5191873589164786,42.809497009501136,0.08703950123020837,28.8213291261188,1.553653283994742,0.15788566044508257,-0.31870864244637054,0.2451195244342148,0.22973403567073705,0.2226592256494034,1.146002646002646,1
47,-5,beta-5_id9,16,16,1 mg/g,high_var,0 mg/g,2 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.2016,2023-11-30T05:00:00Z,10:40:00,0.1938,0,2023-11-30T05:00:00Z,0.1764,1,2023-12-17T05:00:00Z,female,2023-12-27T05:00:00Z,0,NA,24,2,0,0,139845,30,-6.073704988283377e-4,1,1,3,20,10,17,rep47,12113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17056055477586066,1
48,5,beta5_id14,17,17,1 mg/g,high_var,0 mg/g,2 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.1625,2023-11-30T05:00:00Z,10:40:00,0.2416,0,2023-11-30T05:00:00Z,0.208,1,NA,NA,2023-12-16T05:00:00Z,0,NA,24,2,0,0,87943,3,0.006104753170203197,1,0,3,NA,NA,NA,rep48,3990,0.8772014696206476,0.7819282410667912,49.04494409748379,0.6982856847824087,72.54647872081132,2.187524317154834,2.892203721677596,2.2768455299618147,2.6711461316909846,0.01226802309221686,-0.2276189225672449,0.335089114032186,0.26274744415674006,0.33930174390706,0.25138402331159304,0.1378528336859682,0.14317659903694718,0.3105022831050228,20.53357955442589,0.0397815800115068,18.902715935495443,1.630776683667539,0.498949746584016,0.2232648083370217,-1.935423305724653,0.26229756709267915,1.0412345893868695,0.0300751879699248,0
49,5,beta5_id15,18,18,1 mg/g,high_var,0 mg/g,2 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,16:37:00,0.0552,2023-12-01T05:00:00Z,13:49:00,0.2455,0,2023-12-01T05:00:00Z,0.1711,1,NA,NA,2024-01-07T05:00:00Z,0,failed pupation,24,2,0,0,318257,4,0.016012167317076456,1,0,4,NA,NA,NA,rep49,26191,0.19338387777654817,0.5139598484676576,101.10637684781172,0.5828249940418903,83.42744572597782,0.5271917050448612,14.416543521056028,1.3645117143004186,7.695598649839091,-0.32312076440337517,-0.1812683647760068,-0.0949037496025888,0.0944696804235176,0.03923018626593611,-0.3568933308603378,0.3657864738956327,0.19031527752078536,0.06257521058965103,19.967595433235747,-0.13142980009393934,96.14538443093204,1.642520775992131,0.17879064818010296,-0.00759805926159164,0.9781756332672572,0.4398725040212062,0.6128703050666033,0.06506051697147876,0
50,-5,beta-5_id15,19,19,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,16:37:00,0.0549,2023-12-02T05:00:00Z,16:49:00,0.2454,0,2023-12-04T05:00:00Z,0.2195,0,NA,NA,2023-12-09T05:00:00Z,0,NA,24,2,0,0,433231,7,0.012457372577049302,1,0,7,NA,NA,NA,rep50,18836,0.17014332216887634,0.7008160253318831,100.22267756549402,0.6056238678286197,99.62794863867414,1.741115767918835,4.743955908025092,1.7186205153011307,4.6498611200659985,-0.03038488615927775,0.10531670690468908,0.04106081627138064,0.494624302518374,0.542872575208809,0.19529643240263173,0.3041308632076619,0.1399807804582252,0.5564127290260367,23.029957575654016,0.02986957030802911,64.24356686451793,1.5728141162708087,0.2872224853221231,-0.3078911532762576,0.07002288246717685,0.1767143688484709,0.17459675126847,0.9560416224251433,0
51,-5,beta-5_id12,20,20,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,16:37:00,0.0365,2023-12-02T05:00:00Z,16:49:00,0.1977,0,2023-12-06T05:00:00Z,0.2365,0,2023-12-23T05:00:00Z,female,2024-01-03T05:00:00Z,0,NA,24,2,0,0,433232,37,0.014055228532347133,1,1,9,26,11,17,rep51,4404,0.05637465214738985,0.673721060661069,42.306010081743885,0.702930823117734,47.241704714577,1.116467037123328,4.738067441303012,1.4253469669736938,3.7011574684061688,0.03049967730070746,0.24618512145633073,0.17447857765909863,0.3841263086478639,0.5867305228678017,-0.09149213725027522,0.5015119306086622,0.35468584854840796,0.10072689511941849,12.113484702352435,0.03557358815776135,119.6126006094962,1.519468367443063,0.27791147807087263,0.28237456904683517,0.4312380103356053,0.2574793529453153,0.4382272661317875,0.9262034514078111,1
52,5,beta5_id12,21,21,1 mg/g,high_var,0 mg/g,2 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.0814,2023-12-01T05:00:00Z,13:49:00,0.1861,0,2023-12-01T05:00:00Z,0.1771,1,NA,NA,2024-01-07T05:00:00Z,0,failed pupation,24,2,0,0,246169,4,0.008976756547563348,1,0,4,NA,NA,NA,rep52,7747,0.2658553712514881,2.2690458172342662,29.74622904922784,2.4553419908092575,27.71297664846255,1.1728956873507976,9.818940168618802,1.540684921134511,5.95423851093253,0.8753073467933825,0.39425260016766256,0.6428622361348357,0.892985360957276,-0.1996516988501535,-0.28136065830882523,0.28227477831656855,0.3971647768551097,0.09612141652613829,16.660839283369057,-0.09678726562361184,146.3714037260525,1.5823445907925715,0.13398368902083604,NA,NA,NA,NA,0.12959855427907577,0
53,0,beta0_id10,22,22,1 mg/g,high_var,0 mg/g,2 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.0704,2023-12-01T05:00:00Z,13:49:00,0.1987,0,2023-12-01T05:00:00Z,NA,1,NA,NA,2023-12-04T05:00:00Z,0,NA,24,2,0,0,266717,4,0.011264008175072636,1,0,4,NA,NA,NA,rep53,18117,0.4085575667408563,0.7381720344150631,123.2005459992092,0.823120422040722,78.06206331874834,0.9367028019789362,10.199340841943124,1.4281453312131638,5.680313903044688,0.00796236349128284,0.5431064235249823,-0.01884277010452184,0.24684194292931225,0.27809404689040296,0.3926480761422209,0.21265848324306935,0.27465934713120493,0.15396341463414634,19.284504846296898,0.14739973982706875,49.17876368643259,1.705042633159349,0.24724911246502093,0.10307561604682716,0.7428823761579667,0.2487516477057889,0.5233744707433561,0.4499641220952696,0
54,5,beta5_id13,23,23,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.0926,2023-12-01T05:00:00Z,13:49:00,0.246,0,2023-12-01T05:00:00Z,0.2267,1,NA,NA,2024-01-07T05:00:00Z,0,failed pupation,24,2,0,0,284380,4,0.01060657565710399,1,0,4,NA,NA,NA,rep54,9206,0.02277263187715956,0.423204210689857,-1525.2954185703538,0.507698127781727,628.7232173085343,2.092693831831966,1.5210423898103036,1.256076565202637,7.331254319338806,-0.01991340613766129,0.291479282660499,-0.02194532575817781,0.03569888088516032,0.24129731578901303,1.3971011477203068,0.427710557980565,0.34065487427179264,0.05454545454545454,29.659747771380832,-0.04168309024980954,48.12053528292455,1.5291291023239326,0.12895815200457972,-0.01575071886750473,3.6123441184321,0.431424539145229,2.8455725384881343,0.7501629372148598,0
55,0,beta0_id12,24,24,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.0936,2023-12-02T05:00:00Z,15:26:00,0.2365,0,2023-12-02T05:00:00Z,0.2264,1,2023-12-19T05:00:00Z,female,2024-01-01T05:00:00Z,0,NA,24,2,0,0,332314,35,0.007873027953978833,1,1,5,22,13,17,rep55,28695,0.22412511266188015,0.6078851996887402,88.8813041054344,0.5232758597796503,138.76503524154472,1.2087319545490431,11.599608673360745,1.412796549916786,9.799036960390382,0.32739351686491186,-0.20335084655629293,0.1448800423922864,0.49430191688594904,0.25250537864675454,0.24387638792686597,0.27710658758435475,0.20343782001276656,0.4740024183796856,28.77334463688369,0.07039399844118738,61.26864983601841,1.6231065100028337,0.3023363305171038,0.13603468484028555,0.19461039008270756,0.19003048560985064,0.15614436144787505,0.9119184526921066,1
56,const,NA,25,25,0.5 mg/g,constant,0.5 mg/g,0.5 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,16:37:00,0.0287,2023-11-29T05:00:00Z,09:14:00,NA,1,NA,NA,0,NA,NA,2023-11-29T05:00:00Z,0,NA,24,2,0,0,73888,2,NA,0,0,NA,NA,NA,NA,rep56,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1
57,const,NA,26,26,0 mg/g,constant,0 mg/g,0 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,16:37:00,0.0377,2023-12-02T05:00:00Z,16:49:00,0.0709,0,NA,NA,0,NA,NA,2023-12-08T05:00:00Z,0,NA,24,2,0,0,433220,11,0.00525466172282959,0,0,NA,NA,NA,NA,rep57,16569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
58,const,NA,27,27,2 mg/g,constant,2 mg/g,2 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.0107,2023-12-02T05:00:00Z,16:40:00,0.0324,0,2023-12-14T05:00:00Z,0.2418,0,2023-12-31T05:00:00Z,female,2024-01-08T05:00:00Z,0,escaped and returned by itself between s2523 - s59830,24,2,0,0,429620,42,0.009312816038081451,1,1,17,34,8,17,rep58,2221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
59,const,NA,28,28,1.5 mg/g,constant,1.5 mg/g,1.5 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.1493,2023-12-01T05:00:00Z,13:49:00,0.1955,0,2023-12-01T05:00:00Z,0.179,1,2023-12-20T05:00:00Z,female,2024-01-07T05:00:00Z,0,NA,24,2,0,0,269237,41,0.002926752396022536,1,1,4,23,18,19,rep59,4276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1
60,const,NA,29,29,1 mg/g,constant,1 mg/g,1 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.0664,2023-12-01T05:00:00Z,13:49:00,NA,1,NA,NA,0,NA,NA,2023-12-01T05:00:00Z,0,NA,24,2,0,0,291224,4,NA,0,0,NA,NA,NA,NA,rep60,6675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
61,const,NA,30,30,1 mg/g,constant,1 mg/g,1 mg/g,2023-11-27T05:00:00Z,2023-11-27T05:00:00Z,17:42:00,0.0579,2023-12-02T05:00:00Z,16:33:00,0.2429,0,2023-12-06T05:00:00Z,0.2258,0,2023-12-23T05:00:00Z,female,2024-01-07T05:00:00Z,0,NA,24,2,0,0,429982,41,0.012065060592588788,1,1,9,26,15,17,rep61,6673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
62,0,beta0_id21,1,1,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-04T05:00:00Z,16:30:00,0.0643,2023-12-09T05:00:00Z,18:47:00,0.2622,0,2023-12-10T05:00:00Z,0.2239,0,NA,NA,2024-01-07T05:00:00Z,0,failed pupation,22,3,0,0,440791,6,0.011494190596314782,1,0,6,NA,NA,NA,rep62,13584,0.4609256344388643,0.937198207074843,1095.3804749150636,0.955787938005894,663.820000265399,1.092536841891432,7.834237955627233,1.3219711890420904,7.494648421678821,-0.46736310967828815,-0.14458669004320657,0.02417689745513429,0.3306379394182075,0.3897457207525881,0.3677121453636688,0.35295476775220996,0.22186606593175456,0.3345070422535211,19.280574740361917,-0.04221492799677102,100.7027088420526,1.569763735421126,0.03624875883034707,0.29217241011886497,-0.02835710046516416,0.5284741995506235,0.186811318299095,0.45641931684334514,0
63,-5,beta-5_id21,2,2,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-04T05:00:00Z,16:30:00,0.0428,2023-12-09T05:00:00Z,18:47:00,0.0339,0,NA,NA,0,NA,NA,2023-12-16T05:00:00Z,0,NA,22,3,0,0,440793,12,-0.0019064175128909347,0,0,NA,NA,NA,NA,rep63,1188,0.6150698317705664,2.2444430893388994,53.88478976192921,2.094843384355245,76.01111512515173,1.2771773388724688,5.515958271176979,1.207697667477056,6.138277791811764,-0.00724124472379561,0.13600613974300352,0.09349969618777332,0.44857247621349183,0.4599087255060898,0.2189136491027719,0.3960965569138531,0.3431851076702195,0.4475770925110133,19.43701319700874,0.12887533712332458,81.63399840470798,1.5606539574920169,0.05854347730162864,-0.06229996265351706,-0.07485013054636051,0.3633137611071948,0.17694077750576206,0.6380471380471381,1
64,-5,beta-5_id18,3,3,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T05:00:00Z,2023-12-04T05:00:00Z,16:30:00,0.054,2023-12-09T05:00:00Z,18:47:00,0.2063,0,2023-12-13T05:00:00Z,0.2338,0,2023-12-31T05:00:00Z,male,2024-01-07T05:00:00Z,0,NA,22,3,0,0,439353,34,0.010960998011554575,1,1,9,27,7,18,rep64,6423,0.11018863958080602,0.8216906918858006,134.3673519467378,0.7571341047617838,184.04853606337412,1.1932898638316851,5.154534152599816,1.4048312334608686,4.502896753575248,-0.22890106227631463,-0.00835055214333152,-0.04168367974034326,0.05538619748045514,0.44020362867472584,0.6288950974091344,0.41745013646004786,0.34432267499609664,0.31614135625596945,27.54894445944687,0.04166242224770834,50.26704474715583,1.5549314489033266,0.164571313739934,-0.1127297017735844,0.13485507386437862,0.21787077217895764,0.1851613539609374,0.7441226841040013,1
65,0,beta0_id24,4,4,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T05:00:00Z,2023-12-04T05:00:00Z,16:30:00,0.0133,2023-12-09T05:00:00Z,18:47:00,0.1387,0,2023-12-14T05:00:00Z,0.2597,0,2023-12-31T05:00:00Z,male,2024-01-08T05:00:00Z,0,NA,22,3,0,0,439354,35,0.019173089481475353,1,1,10,27,8,17,rep65,8543,0.10496969328367038,0.8911143576708186,90.57251769819808,0.7202700513595642,119.77205615289,1.249675865953461,4.721684971179448,1.7198265340305916,3.9066131464656713,0.09113775502522532,-0.06008835226470405,0.2129505021767653,0.6200266811663223,0.36084269006060726,0.19487847607116565,0.4334545244006186,0.17001764613303624,0.36116910229645094,12.407790290438555,-0.14092714222253422,114.970088634268,1.5493560777545403,0.15572080947228992,0.04385075156326255,0.3558131998203862,0.4515871977037764,0.25021358304417746,0.6749970736275314,1
66,-5,beta-5_id17,5,5,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-04T05:00:00Z,16:30:00,0.0108,2023-12-09T05:00:00Z,18:47:00,0.1323,0,2023-12-15T05:00:00Z,0.2516,0,2024-01-03T05:00:00Z,male,2024-01-09T05:00:00Z,0,NA,22,3,0,0,438989,36,0.020489512909832926,1,1,11,30,6,19,rep66,5919,0.24135305385648165,0.6967192889010181,18.422220498834772,1.0327974795681003,12.536486777637604,-5.682493483979854,-15.089115891311904,1.609594628703184,1.467897164889626,0.4277166135809506,0.11979351802478631,0.3708359410511594,0.35306019705722885,0.5108836639940608,0.4320305682898724,0.5376219810129815,0.2685435635577564,0.09436008676789588,9.175868812421854,0.02725306623097239,69.14998901905123,1.50147172595201,0.790554381523601,NA,NA,NA,NA,0.8231120121642169,1
67,5,beta5_id20,6,6,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T05:00:00Z,2023-12-04T05:00:00Z,16:30:00,0.0062,2023-12-09T05:00:00Z,18:47:00,0.0212,0,2023-12-23T05:00:00Z,0.2561,0,NA,NA,2024-01-09T05:00:00Z,0,failed pupation,22,3,0,0,438257,19,0.010054124761839343,1,0,19,NA,NA,NA,rep67,4374,0.13204503861071468,8.449608885932498,12.41197833416519,6.683179179651862,293.37235993440567,0.4056826655921326,18.62308844905814,1.2996295866390637,6.019574804303947,-1.2766217967099194,-0.3291945188733245,2.0179654609785596,1.2057469720858869,0.3003298277972203,0.13707290297662866,0.3437799428439894,0.4797540703329975,0.1423785594639866,62.93608375210781,-0.04919501723189574,14.598053709867536,1.5018382735381024,0.14699534345762788,0.08011466065820858,1.0907498816159915,0.7933973639246152,0.7332543903608446,0.9506172839506173,0
68,5,beta5_id19,7,7,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-04T05:00:00Z,16:30:00,0.0716,2023-12-09T05:00:00Z,18:47:00,0.2628,0,2023-12-09T05:00:00Z,0.235,1,2023-12-27T05:00:00Z,female,2024-01-07T05:00:00Z,0,NA,22,3,0,0,354662,34,0.010633486814587886,1,1,5,23,11,18,rep68,12033,0.6303270295861645,0.7427105721070892,33.49894021803446,0.9558359975976034,25.36627577975149,1.165663041136629,4.853398236003911,2.0103861820244155,3.1198845802938053,0.28510380003179986,0.12831074853344795,0.4460644053144234,0.23072686588062377,0.20030200706945916,0.22016886534743177,0.3854774755591075,0.07354664863354883,0.3707602339181287,14.62900846157518,0.02363373935846218,31.952451142125895,1.5584798858095696,0.4513582774324965,0.3328312918635648,0.9365593895631502,0.18922614363984117,0.5128251808984039,0.4314800964015624,1
69,5,beta5_id21,8,8,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-04T05:00:00Z,16:30:00,0.0595,2023-12-08T05:00:00Z,10:00:00,NA,1,NA,NA,0,NA,NA,2023-12-08T05:00:00Z,0,NA,22,3,0,0,320770,4,NA,0,0,NA,NA,NA,NA,rep69,2829,0.4577209015271207,0.906802606812764,91.95733847548163,1.0999312026098491,46.048684104987245,1.414721232449751,3.0272803204908523,1.3886574925207031,2.1812476459359544,0.5950417549450406,0.07059443901632403,0.2170918210620298,0.09260458616732814,0.3907379998519277,0.4663981936492929,0.25848358094082535,0.08895221803524753,0.5459317585301837,18.224467949335015,-0.05670806561892178,25.44204770856561,1.57355809865948,0.355835433015032,-0.25524566413527305,0.9006455361633918,0.24632242973747623,0.675337891247856,0.1265464828561329,1
70,0,beta0_id19,9,9,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-04T05:00:00Z,16:30:00,0.0697,2023-12-08T05:00:00Z,10:00:00,NA,1,NA,NA,0,NA,NA,2023-12-08T05:00:00Z,0,NA,22,3,0,0,192464,4,NA,0,0,NA,NA,NA,NA,rep70,435,0.3943173395150903,1.0667334800985768,-1879.3309057722229,1.0797126772389736,-3012.0866053664004,0.4369877692368344,112.37991000074751,0.8326115451490543,29.5217429932148,-0.27273204093763104,0.15752011744306949,-2.117968568751127e-4,0.2263373525426986,0.15265422912255677,0.3609470303258112,0.5818180611816746,0.10781348981910016,0.2845849802371542,147.0907763712049,-0.04274398837196758,5.545250038132505,1.5003985226007148,0.16804663567241004,0.22730843180905416,0.6432552202732873,0.294440095735891,0.3778178396829544,0.42758620689655175,1
71,-5,beta-5_id23,10,10,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-04T05:00:00Z,16:30:00,0.0092,2023-12-09T05:00:00Z,18:47:00,0.0696,0,NA,NA,0,NA,NA,2023-12-11T05:00:00Z,0,NA,22,3,0,0,440796,7,0.01654813479584609,0,0,NA,NA,NA,NA,rep71,4823,0.7771903826999441,1.1172802826026305,646.5471050637124,1.200899366382109,471.26293645946504,0.9907672203878588,8.494484761703765,1.0779257731065754,8.369959229666435,0.03436051068144136,0.254547832413137,0.03231824979995512,0.10678092108609276,0.183965192900152,0.1666850844052115,0.4581030404481138,0.3873359965680183,0.3793402777777778,77.21178080190235,-0.03899071505981993,12.300565677561236,1.593645990798629,0.254707930683325,0.2651694197081723,0.2908954141645347,0.13150151104991442,0.12646007882069926,1.2929711797636325,1
