rep_id,var_toxic_12,less_toxic_f0.s1.cos_theta_pi.est,less_toxic_f1.s1.cos_theta_pi.est,less_toxic_f0.s2.cos_theta_pi.est,less_toxic_f1.s2.cos_theta_pi.est,less_toxic_f0.s1.cos_2theta.est,less_toxic_f1.s1.cos_2theta.est,less_toxic_f0.s2.cos_2theta.est,less_toxic_f1.s2.cos_2theta.est,less_toxic_f0.s1.sl.est,less_toxic_f1.s1.sl.est,less_toxic_f0.s2.sl.est,less_toxic_f1.s2.sl.est,less_toxic_f0.s1.logsl.est,less_toxic_f1.s1.logsl.est,less_toxic_f0.s2.logsl.est,less_toxic_f1.s2.logsl.est,less_toxic_f0.s1.cos_theta_pi.se,less_toxic_f1.s1.cos_theta_pi.se,less_toxic_f0.s2.cos_theta_pi.se,less_toxic_f1.s2.cos_theta_pi.se,less_toxic_f0.s1.cos_2theta.se,less_toxic_f1.s1.cos_2theta.se,less_toxic_f0.s2.cos_2theta.se,less_toxic_f1.s2.cos_2theta.se,less_toxic_f0.s1.sl.se,less_toxic_f1.s1.sl.se,less_toxic_f0.s2.sl.se,less_toxic_f1.s2.sl.se,less_toxic_f0.s1.logsl.se,less_toxic_f1.s1.logsl.se,less_toxic_f0.s2.logsl.se,less_toxic_f1.s2.logsl.se,shape_1,scale_1,shape_2,scale_2,shape_3,scale_3,shape_4,scale_4,kappa1_1,kappa2_1,kappa1_2,kappa2_2,kappa1_3,kappa2_3,kappa1_4,kappa2_4,on_toxic,sl_mean_obs,ta_mean_obs,sl_kurt_obs,ta_kurt_obs,prop_explore,ava_qual,s1.less_toxic.est,s2.less_toxic.est,s1.less_toxic.se,s2.less_toxic.se
1,0.05477811058878575,-0.49001972102792135,-0.46276894382982614,0.45806757965314265,-0.16789295224972164,-0.25690313443409485,-0.3567844704266693,0.5609513320357284,0.6878236698470982,-2.016684164190493e-4,0.04169059767113003,-3.701853098444134,-3.8488231463054343,-0.04159916015801412,-0.199135996926293,24.79723444645346,30.743087503890123,0.1584128676113379,0.4786697229242368,0.30391032032125964,1.1106185009322087,0.15343169055340697,0.4364040304230601,0.29542372733667727,1.0427738979963126,0.0145607039648542,0.01131621050650765,0.8092007521986487,3.749189087413664,0.08038312138922565,0.19580627529213543,5.389965294413523,29.723523422268773,0.6122370311803309,16.404126767106856,0.454700194412052,52.44387375204663,25.451070637791805,0.2657728406950389,31.39692369522847,0.2557818366352445,0.20289128631022124,-0.0488717303321696,0.23014206350831645,-0.14875306632474403,1.1509785869912852,0.7689827361376537,0.5250180550884209,0.8958550739490234,0.8789237668161435,10.821284128180382,0.3093866453166073,26.456731698675338,1.4638191126254902,0.6458167832959222,0.08992943491864837,-0.4426151590095789,NA,0.7441650006834711,0
3,0.03191177362036162,-0.1764806367923233,-0.9928681148432332,0.19287937372988517,0.36362940285718537,0.1454282517070963,0.01771741515436736,-0.16623823430111745,-0.577321416849103,0.00717590016167729,0.00659058188015134,-0.3100349781974046,0.04364063170926137,0.4062483656392909,0.5986425530994153,1.0252452053839356,-5.362107639179247,0.39010286750549983,0.273043095779333,0.1340302725222044,344.08469927400824,0.41969897097629977,0.29445339306981594,0.13563804730406329,402.16209505155314,0.00270605774793667,0.00187176810868689,0.0258906359960763,1.8448324657596695,0.09579020556556324,0.08799432235292236,0.09600420812325255,92.25607318745098,0.8287647480070989,158.58422853280095,1.0211589354672232,145.11438507528095,1.4477615877517436,3.091030772879941,-4.93959125681144,-33.15767035296385,0.10014227265843896,0.5189656673404707,-0.716245205392471,0.39125483078774176,0.46950228318064735,0.20729918133225697,0.6402523123079475,-0.2037840012157286,0.8366336633663366,31.628935771042443,-0.09815467282679063,19.558478831313465,1.6597308224727054,0.17024396049826057,0.5582011832481344,NA,NA,NA,NA
8,0.6232788089912831,-0.08118330225334026,-0.05894983864151017,0.00421763909087363,-0.3218341991755117,0.0518555609418353,0.15089354137619063,-0.06022405447156118,-0.0976392349857232,0.01895187810195133,0.01650385691272502,-0.3159242103328836,-0.30044469918353095,0.2375067318119581,0.00956198910583003,1.6708784322643229,1.7368625558335755,0.18196337020243208,0.2741910881059126,0.08859370132855286,0.15236340260659564,0.1891735134203839,0.29334035738855757,0.09002079531116214,0.15689811273081616,0.00393113257274295,0.00459260269997039,0.03170680981137823,0.04986780847548078,0.11126504954314798,0.11775257231618488,0.17949992617596275,0.2969241395809473,0.8265872973028806,104.39146860390058,0.5986425545967525,83.1438481061567,2.2599589977552452,2.903133339101309,2.325943121324498,3.0397363070490573,0.33575205676735537,0.30139995755442495,0.35798552037918546,0.40043793798878025,0.42115299811156925,0.18932034214102847,0.09510115984518391,0.15190516162686646,0.6879084967320261,20.716332046708903,-0.1692404411791889,55.77247638763094,1.568608062310641,0.3053346425997556,0.4145040454870424,-1.0379338180208024,-0.6874751994299837,0.28453732302548795,0.41827587196805827
16,0.12694422955454077,-0.0803315235860568,-0.7882831491474279,-0.07099162299720446,-0.1220387142910115,0.17562068070812414,0.03097045378241105,-0.3479543439771082,-0.03797688307861673,0.00847608108010922,0.01080031615701854,-0.4739162787973205,-0.25309968095909124,0.6414687494794286,0.6372330929425735,1.9414824105145176,1.1113326542154838,0.2886329356108644,0.2801300914919359,0.19236949558995417,0.10701304850979376,0.3058832030546284,0.2983251576145336,0.18333402251823944,0.10711346603964653,0.00355515244183404,0.00538332024218319,0.08996355376144889,0.03136248994169468,0.1960483340889448,0.2154136574052611,0.39301779273054493,0.15183245432859116,1.1546657229504151,65.89563557227095,1.15043006641356,77.81328002452946,2.4546793839855043,2.00977606629264,1.6245296276864702,3.6133528343489143,0.4748148381130241,0.3843534288171126,-0.2331367874483471,0.23970320189139951,0.4841547387018763,-0.13922159586811975,0.43310764740806934,0.1707558650303717,0.3184713375796178,21.527514163973414,-0.04121822376184404,57.737579774516014,1.4690583795701706,0.2289432684259307,0.574579735765341,-0.1588029233197269,0.932018752029119,0.30312360742619243,0.6200246917285986
20,0.12829608917332125,-1.4963601876514103,-2.081341104946146,0.8116362991601256,0.8753648137333073,-0.44208419514246067,-0.4514057512212807,-0.4007541008958744,-0.7683255264998294,0.010194032582507,-0.01317138985538072,-0.43856193317725334,-0.3926583886189245,-0.03533945642792658,0.26774742515198297,1.3265456488237637,1.5847340813895061,0.1492770113235275,0.35914283689843773,0.1193615348147807,0.2202287050590156,0.13991432257454706,0.28828371442843054,0.10336834973455047,0.17401400628091082,0.00188416720470482,0.01016138837720219,0.04229971282805366,0.06314475228073338,0.03116055940293446,0.1179113278110551,0.12994578883047772,0.25969044930510093,0.3630114004900325,61.196223527254105,0.6660982820699419,25.18492023487296,1.7248965057417225,2.1500898451909833,1.9830849383074651,2.3855343174393804,-1.0435058258462966,0.32046065548810787,-1.6284867431410324,0.31113909940928786,1.264490660965239,0.36179074973469416,1.3282191755384212,-0.00578067586926089,0.7522123893805309,15.132077420360996,-0.07843067231217946,102.76774999324506,1.5221657303628593,0.34926346921124857,0.24332947124757,-0.32055016662163893,-0.17254130962609648,0.358209442216273,0.6520648332612274
23,0.4612302584441827,-0.8738821779942967,-0.3239420207722081,0.02048902473164894,-0.04931620728348462,0.17379215862663897,0.7717652426150714,-0.21817946054900952,-0.14375379020693396,-0.01202498796003444,-8.735824654965208e-4,-0.16310023130609058,-0.17149798786234358,2.1611981146453627,1.9032137201457116,0.8393979023522825,0.9125882156408824,0.2869972115983015,0.264484151245892,0.135256952513015,0.1724165635105527,0.3162202252597291,0.3570485068205271,0.1295593740021566,0.16894203358584664,0.00954587931097601,0.00373504423477571,0.02843811778508682,0.03512555104293179,0.4538486067316634,0.3646566236088138,0.1637433568506853,0.21472702532337912,2.790111727461511,24.8076626122769,2.53212733296186,34.295057893438255,1.468311515168431,5.225059807917203,1.5415018284570308,5.005427743844018,-0.49060228740100376,0.43155987882813907,0.05933786982108485,1.0295329628165717,0.40376891532494186,0.03958825965249055,0.3339636833098083,0.11401392999456612,0.5852417302798982,22.24633641904403,-0.2240609826153616,107.13777769821242,1.6354619975190068,0.19461097599927035,0.5022270534384807,-0.07393232853973601,-0.389453183066587,0.33896601648769037,0.2774918394282414
24,0.4580913996851408,-0.5832770513316295,-0.9443117417988676,0.107056721786159,-0.06529917707811708,-0.08570565722567365,-0.03761038711479106,-0.07610765565838261,-0.04819705121487191,0.00954993466091875,0.01186784344070099,-0.29705536489378764,-0.12261045065144573,0.14507437830884884,0.0795034251350301,1.523056190867187,0.7875958843013704,0.2025225604014457,0.21698385571177653,0.09210052137123532,0.08072471806183394,0.2059847500993804,0.2220430993175469,0.08972445507347714,0.08228719068566037,0.00186547687551041,0.00227233085853777,0.02829662314432196,0.01222103428581467,0.08255683318546662,0.08609014388084434,0.1498055707134248,0.08603968320227605,0.5854792202156547,188.3905747927708,0.5199082670418359,334.4244041756843,1.9634610327739923,3.206017867546094,1.2280007262081762,7.274393426701726,-0.06781558758310857,0.19403375151315455,-0.4288502780503465,0.24212902162403713,0.62251818553468,0.20363175308044557,0.4501622866704039,0.23154235752395627,0.4602076124567474,29.447909480199723,-0.01155788490675957,48.543162220460566,1.4910690405947509,0.16547074634188608,0.466251511818051,-0.0968120533671966,0.05123501155891928,0.2507033153293298,0.30119134963729066
31,0.2087861018267453,-0.9838963995925694,0.1153289185585278,-0.5421519048398638,0.01197304860164539,0.0124333433141339,7.255759868140057e-4,-0.06351489178470512,4.800508258718568e-4,0.02099077536884851,0.015258562819286,-0.16954905819167432,-0.2620065180646045,0.12347473131454234,0.35902241942191215,0.7674631705607633,1.2268972269861536,0.2764026150364305,0.1967668686179835,0.2605668026202024,0.05132899076990865,0.2775608522790525,0.19191738961067548,0.27351431619200023,0.05307860584464209,0.00438599800119599,0.00349859797721822,0.05027440414361111,0.01577324671907374,0.1390905071299122,0.11932914427506094,0.28333841723030984,0.08152759110311374,0.6381763543931236,178.2792344672001,0.8737240425004934,88.17260773826284,1.2821647936393443,5.098164864025992,1.7415988500647348,3.46492576639906,-0.5669611478521838,0.28506842318255043,0.5322641702989134,0.2733606558552305,-0.12521665309947816,0.20912018808371136,0.428908300342031,0.2731151306942884,0.06930693069306931,19.502488726236255,-0.08225119974212469,88.23878032272843,1.5430643589710376,0.1388435168110789,0.794752120768601,0.5079122632158093,0.5833223776815367,0.2684409626256592,0.41538128316007983
32,0.24012873829447437,-0.21007700065422913,-0.30731944025069924,0.07988287540778695,-0.24219517875123703,-0.18253035924316335,-0.0365306214209587,-0.1002631859211497,0.03536122547496667,0.01451549790625665,0.00588126852428378,-0.2642408122166986,-0.2243105504612565,0.12408149112780008,0.31062307912520226,1.227371020190016,0.9834730984217775,0.19366025548995391,0.17222016195282996,0.09205639550920248,0.11807753163026734,0.2011648424194533,0.1828582352332894,0.09371479024721412,0.12845395897179668,0.00523138295052817,0.00277632210351203,0.02918847445163655,0.03456124889965621,0.10568403010716818,0.0958256173126079,0.1422220906501731,0.17566996086942346,0.6929719649038542,51.26154422489465,0.8795135529012563,35.53403890857139,1.7962614939660702,3.3527332419462073,1.5523635721978315,3.870960010572073,0.23168838204252923,0.159341026126264,0.13444594244605912,0.30534076394846865,0.5216482581045453,0.2416081994482777,0.1995702039455213,0.377232610844394,0.6505460218408736,16.7399328391577,-0.06748969240654092,100.69288832972649,1.5406943895345302,0.27122636485749424,0.3640769294864597,0.32910099774936646,-0.2717019737537788,0.36391030249196926,0.4794063025244565
33,0.22868577309922625,-0.11325866077431072,-0.13830407466749586,0.02173986736621242,0.04518601117573587,-0.04969618850003808,-0.09050171671630589,0.29185546132660495,0.00568519061988508,0.00622140618482257,0.00722268447577539,-0.9683700244216902,-0.9583450939180976,0.02972390655955638,0.0736572145973766,2.4916509667687063,2.4860903289247966,0.2107844838497007,0.17925192072674845,0.21371922067553817,0.13095056111553824,0.22098693323411028,0.18681880277805868,0.2402673086981721,0.13640345878669635,0.00165209784364834,0.0016931710030334,0.21618659787126884,0.12859158228708287,0.06089902778555443,0.05797842921860994,0.5893095793852522,0.34488174744230393,0.3928549390738423,172.1494175524081,0.4367882471116626,208.00274067736876,2.8547819992829924,1.0199914885633166,2.8492213614390827,1.0305290018902244,0.36207288806488297,0.29130408522507106,0.33702747417169787,0.2504985570088033,0.4970714162054061,0.6328557350517141,0.5205175600149295,0.34668546434499425,0.3367003367003367,30.147251762798568,-0.05470932961308443,40.478883741723365,1.5126958518417966,0.45432739352755275,0.6041015244641607,0.14467284879542525,0.6671582687976492,0.24018432727591552,1.5938608282532252
