rep_id,var_toxic_12,estimate__state1:less_toxic,estimate__state2:less_toxic,estimate__state1:cos_theta_pi,estimate__state2:cos_theta_pi,estimate__state1:cos_2theta,estimate__state2:cos_2theta,estimate__state1:sl,estimate__state2:sl,estimate__state1:logsl,estimate__state2:logsl,se__state1:less_toxic,se__state2:less_toxic,se__state1:cos_theta_pi,se__state2:cos_theta_pi,se__state1:cos_2theta,se__state2:cos_2theta,se__state1:sl,se__state2:sl,se__state1:logsl,se__state2:logsl,shape_1,scale_1,shape_2,scale_2,kappa1_1,kappa2_1,kappa1_2,kappa2_2,on_toxic,sl_mean_obs,ta_mean_obs,sl_kurt_obs,ta_kurt_obs,prop_explore,ava_qual
1,0.05477811058878575,-0.4426151590095789,NA,-0.48697928952162434,0.5119749965109193,-0.301498131681729,0.5187193336677373,0.03280927066101595,-3.4222129554371716,-0.1575026277725629,22.969209770321335,0.7441650006834711,0,0.14963718305640672,0.29277689554759334,0.14583567074649564,0.280416114084697,0.007061013612678575,0.7501391270702742,0.060567375744889074,5.028578544586429,0.4963335635657821,35.77903155792406,23.62304596165968,0.2871111588404748,0.20593171781651826,-0.09346672757980376,1.2048860038490619,0.7267507377696625,0.8789237668161435,10.821284128180382,0.3093866453166073,26.456731698675338,1.4638191126254902,0.6458167832959222,0.08882033776469159
3,0.03191177362036162,0.9000353389631401,-13.424923415606122,-0.7279364289923463,0.18042126505707826,0.06366480598080232,-0.1991866552159142,0.004325669234376923,-0.3059404370950299,0.6246709789838555,1.0245421422430085,0.500396709863978,818.5048277091632,0.22004393701235536,0.13461532880672986,0.23717454829265636,0.13665954259208068,0.0016276022789622323,0.02577874967967962,0.11732299616005527,0.09615533767114345,1.0471873613516633,109.2176624238049,1.4470585246108165,3.1306534263502543,-0.4513135195415841,0.4372022216141767,0.4570441745078405,0.1743507604174602,0.8366336633663366,31.628935771042443,-0.09815467282679065,19.558478831313465,1.6597308224727054,0.17024396049826057,0.16871251494463485
8,0.6232788089912831,-1.0379338180208024,-0.6874751994299837,-0.04263715856120791,-0.05031672129840472,0.05265987172987526,-0.06330890193270629,0.01858475314152183,-0.30947516318628576,0.1498517030981056,1.6780150402545113,0.28453732302548795,0.41827587196805827,0.15007385333374354,0.07571436788567476,0.15940986509462968,0.07819516397862991,0.003195213782560894,0.027059454340002842,0.09603713754921096,0.16106310809959662,0.738932268589028,100.53836455825738,2.2670956057454337,2.958524140993135,0.3742982004594877,0.3022042683424649,0.3666186377222909,0.18623549467988337,0.6879084967320261,20.716332046708903,-0.1692404411791889,55.77247638763094,1.5686080623106413,0.3053346425997556,0.278926309459442
16,0.12694422955454077,-0.1588029233197269,0.932018752029119,-0.4231443491395021,-0.10179899347563268,0.14605512603448242,-0.09368613922602002,0.008133434219709442,-0.28276817184883235,0.7145159506551313,1.2134494616162987,0.30312360742619243,0.6200246917285986,0.19280964272281173,0.0936526783450341,0.20897785035958397,0.09274152306640504,0.0032329186548220937,0.029662293643703003,0.19514273062185217,0.14252271251855528,1.2277129241261178,64.44063481922284,1.7266464350872852,3.2634970549195947,0.13200201255957872,0.3547878741434709,0.4533473682234481,0.11504660888296843,0.3184713375796178,21.527514163973418,-0.041218223761844044,57.737579774516014,1.4690583795701706,0.22894326842593074,0.7020456562113274
20,0.12829608917332125,-0.32055016662163893,-0.17254130962609648,-1.5887072739324335,0.8111230756469142,-0.4556588509000549,-0.4751300202894685,0.008584987401640109,-0.417241181980996,-7.215066528006577e-4,1.3497969013960605,0.358209442216273,0.6520648332612274,0.13894278204252594,0.10485228733337186,0.12355149093704076,0.0874521766185878,0.001788911985185872,0.034710093895908595,0.030057602370553986,0.11431238690053165,0.39762935026515833,55.710545978765126,1.7481477583140195,2.253388629071972,-1.1358529121273198,0.3068859997305136,1.263977437452028,0.28741483034110005,0.7522123893805309,15.132077420360996,-0.07843067231217946,102.76774999324506,1.5221657303628593,0.34926346921124857,0.24862300436052043
23,0.46123025844418275,-0.07393232853973601,-0.389453183066587,-0.6005719019768674,0.006312157742969249,0.4303628760634556,-0.19650310255466616,-0.002083126799902394,-0.1672742211058475,1.8173845487259623,0.8817700530986616,0.33896601648769037,0.2774918394282414,0.18989050367624852,0.10499654367400948,0.2317893233351495,0.10314365677915786,0.0035437260138554095,0.022009451903519165,0.3159311399719,0.13775035408515732,2.446298161542111,32.929112440055924,1.51068366591481,5.113536910408739,-0.21729201138357446,0.6881305962649557,0.38959204833626215,0.06126461764683391,0.5852417302798982,22.24633641904403,-0.2240609826153616,107.13777769821242,1.6354619975190068,0.19461097599927035,0.39883238608536026
24,0.45809139968514084,-0.09681205336719659,0.05123501155891928,-0.8045331946864832,-0.00800487499695223,-0.09852105227050861,-0.030112246958037707,0.010160134058765488,-0.17212912237185973,0.1374701511875088,1.0011718138144596,0.2507033153293298,0.30119134963729066,0.14796461460684301,0.06029216630020325,0.15117085500058042,0.060642555234598654,0.0014137463469349036,0.011980588879900155,0.07056164949461766,0.07584384764871185,0.5778749930943147,212.86007868219585,1.4415766557212655,5.34796026959074,-0.28907173093796223,0.18121835646831957,0.5074565887515687,0.24962716178079047,0.4602076124567474,29.447909480199723,-0.011557884906759578,48.543162220460566,1.4910690405947509,0.16547074634188608,0.516552863932013
31,0.2087861018267453,0.5079122632158093,0.5833223776815367,-0.24745995367779472,-0.006261259770335726,0.013378552370322806,-0.013601860186020893,0.016719151094668573,-0.2541984580940981,0.30622787500200843,1.2025702038917785,0.2684409626256592,0.41538128316007983,0.14695440040952754,0.050021233195537404,0.15611551601123463,0.0519062617071609,0.0027666619399105683,0.015176167396683853,0.11016433757196298,0.07945080355600216,0.8209294980805897,101.20635444850635,1.7172718269703597,3.561273705173841,0.16947529806259087,0.2860136322387393,0.4106739919700499,0.2590332196823956,0.06930693069306931,19.502488726236255,-0.08225119974212469,88.23878032272843,1.5430643589710376,0.1388435168110789,0.9210390527287555
32,0.24012873829447437,0.32910099774936646,-0.2717019737537788,-0.27900393043144056,-0.05341439530460438,-0.08072802307530462,-0.03643816704516442,0.009574624599919453,-0.24700995056592157,0.22224265510600774,1.1424932127552392,0.36391030249196926,0.4794063025244565,0.12763342336225145,0.07149533338833512,0.13550682907142042,0.07485808031847926,0.0026724626356566935,0.022423908237662216,0.07633323219809329,0.11324132034695691,0.7911331288820618,40.90201335319963,1.7113836865312932,3.558297824668155,0.1627614522653178,0.2611433622941227,0.38835098739215396,0.30543321832426296,0.6505460218408736,16.7399328391577,-0.06748969240654092,100.69288832972647,1.5406943895345302,0.27122636485749424,0.37541335930006536
33,0.22868577309922625,0.14467284879542525,0.6671582687976492,-0.09776797467113169,0.04498277621667066,-0.08162847661673386,0.05415310031471206,0.006199413507575791,-0.9464629515917774,0.0644273260110249,2.4358760890448985,0.24018432727591554,1.5938608282532252,0.13611971098514836,0.11144746245259446,0.14142972903939824,0.11653130474479474,0.0011149771139775267,0.11044581941749723,0.04567360848355798,0.2919654618673147,0.4275583585253108,171.50011356424625,2.7990071215591845,1.0433041487990538,0.377563574168062,0.2593717971083753,0.5203143250558644,0.3951533740398212,0.3367003367003367,30.147251762798568,-0.05470932961308443,40.478883741723365,1.5126958518417966,0.45432739352755275,0.6664491996257128
34,0.013823661601272871,-0.13406636557814847,-1.0154039699777042,-0.4371617122728703,-0.022429878412410176,0.15725224424999418,-0.03967615418939723,0.01606815512073102,-0.1514882639540791,1.3539043255987118,0.7134566849144092,1.1228825556465132,1.0265577816052174,0.23269120139232682,0.045030363968429535,0.2711581728756537,0.0497997191393296,0.008748067809818908,0.009904191167287586,0.4541050263723354,0.05306688397771114,1.8906720836714326,54.23360830617487,1.2502244429871299,5.376483698674658,-0.06653691103309461,0.6262165425924431,0.3481949228273655,0.4292881441530517,0.01722488038277512,15.571555420481912,-0.0031814704550312558,112.6595546969188,1.5780006002694422,0.061145343765749524,0.9813622730956177
35,0.15774270776602164,0.1900523637456022,1.092189946375884,-0.043527364618772664,0.028989141385958983,0.005627653052639392,-0.01140149486949272,0.005068734617616621,-0.3177878161468326,0.09895961886100059,1.0098272172126757,0.12606887913964018,0.42448114815063775,0.06263300776075384,0.09258893769199072,0.06390920305233784,0.09140301032081687,0.0015967841646538626,0.03512483079592756,0.035785285018601724,0.14456959174503575,0.8316178026017845,22.982178678091337,1.7424854009534596,2.729492103677527,0.2620308923125942,0.1263541293718964,0.33454739831732583,0.1093249814497643,0.3648989898989899,15.250411923478673,-0.006048555861540786,195.33512899272,1.6175176911848348,0.6410709997979167,0.6068007531364731
36,0.19337650319299332,0.02705932084132033,-0.21160890890534562,-0.41068070307962073,0.04775293702460425,0.06448592703952297,-0.02916635881657772,0.02077313334095545,-0.12783281572438934,-0.021739735623387213,0.8252017334526827,0.22672927350706068,0.1907962099800792,0.13375747037499192,0.05963921207214824,0.14205326166252727,0.06062811396902953,0.0023757138794872484,0.010084688600163419,0.07653435550605461,0.07646294391525453,0.5830821542821403,132.08810658242865,1.4300236233582102,6.403005687989619,-0.1136201234307525,0.23953741065968484,0.3448135166734725,0.14588512480358415,0.3496042216358839,21.41223670224052,0.07003785217447206,95.63692197380439,1.6165963135009285,0.2641411433057748,0.6726885165485709
38,0.6063331382678963,0.2569604035005927,-0.5284861118227436,0.13522095140256435,-0.06280970474279077,0.0010837985334592047,-0.05155466149975038,0.019349084055095153,-0.09830413767242631,0.9049580668894173,0.5236782599221845,0.285486564277731,0.1810091866925575,0.16918377131561324,0.04567427087434949,0.19272285678335352,0.05030644947876757,0.005990704777275726,0.008015681411291596,0.24592917346539653,0.05492461450481101,1.6407105480701036,31.940160438576882,1.259430741102871,6.713131909908133,0.4739366005691442,0.4503151679024025,0.27590594442378913,0.39767670786919296,0.5105162523900574,14.462411034487392,0.1391898719957229,225.18705969012132,1.6149177339308947,0.12390430101146704,0.49468339012118756
39,0.1671792677184724,0.3578208829307233,0.16431188835999153,-0.5087681927198454,0.020265575106900725,-0.19993700779356033,-0.015474617282344864,0.0034824666010172542,-0.11475170548427345,1.4279395866545213,0.7736329023893364,0.24717543809534862,0.17769982150904073,0.17821631593309623,0.05511338212684866,0.17113839549037932,0.0570644661717122,0.001773542595517278,0.007862183204743843,0.2719171163269201,0.060964614244859876,1.872161384388308,115.4387282413749,1.217854700123123,7.88042084361727,-0.2354767980602911,-0.0024713682015077565,0.29355696976645507,0.1819910223097077,0.39125151883353587,36.8220275444424,-0.027806525884584266,41.5299727250388,1.6318563837998135,0.12432716701095325,0.6046769556179707
40,0.40308516935309924,0.6456579128930656,0.5863055092519766,-0.3900884721504245,0.06140299265170035,-0.19636916588915687,0.015173723409505244,0.024759202099485803,-0.1625587332780997,-0.08050071859841561,0.9198808239968382,0.2814856559209879,0.31730489721610755,0.1673262436707234,0.07446373369109933,0.1615498290501407,0.0759738297428686,0.0029500687076876027,0.015386036031510503,0.07623961055551469,0.10042603306060127,0.4908514813443255,405.0558498097495,1.4912330239395795,5.269072269419443,-0.17328198622828866,-0.0852096197326775,0.2782094785738362,0.12633326956598462,0.17456896551724138,21.133165979723124,-0.019926894421974088,88.024292907279,1.6707051379128635,0.27797259263935586,0.7954426620322604
41,0.3949020203287788,1.6504498152167435,-0.11195708854037648,-0.07886999663052599,-0.02061368584687006,0.27294952625989133,-0.018546233808140022,0.03854135190301677,-0.10753034492564723,0.7692032222330538,0.5241251864609783,1.1025780691065925,0.171245006049907,0.3049678793229837,0.045711288414446015,0.35899333670096273,0.048974988873787935,0.013763482103995311,0.008118635171378877,0.4725023416896659,0.04827992117191124,1.395211025227038,120.43114501523556,1.1501329894549626,6.477724538802842,0.3070353989628444,0.6186551298107343,0.3652917097465003,0.32715936974270304,0.19979818365287588,13.276393141063192,0.02683023922689165,141.07190914666896,1.5637324521604952,0.041588601241360955,0.8020428397616293
42,0.0010141407465722625,-0.9017435314809035,9.381508819236354,-0.35101637933028024,0.0021859106996635373,-0.11505140065966196,-0.0071461177986035795,0.04971591406543639,-0.06563187543503242,0.4370685527553855,0.3365573834911292,1.2250909873107059,663.2070992928709,0.1892690467901643,0.04665011923092239,0.19530177553898023,0.049536332027197844,0.011994957159267064,0.007738114837605259,0.27768220119071513,0.056024662824270585,1.4019263768239199,30.182758087360753,1.3014152075596637,6.734946095348514,-0.004447071327800867,0.19590299673541206,0.34875521870214293,0.30380827959647044,0.001998001998001998,11.646255217851273,0.011291097844970274,63.68892399924822,1.5946665311421986,0.08724855856209117,0.9971780430230939
