b,rss,scale,sl,ava_toxic,on_toxic
-5,0,100,52.17932378627076,0.5099850216961452,0.516
5,0.5,100,49.084223578015404,0.35155752139365687,0.2973
0,0.5,100,48.97048966313448,0.3942231690684534,0.3071
-5,0.5,100,48.19222708339043,0.4026164662607448,0.3154
5,1,100,46.54852692818036,0.22010649317732886,0.1525
0,1,100,46.060406793204166,0.288449800918417,0.1713
-5,1,100,45.352696585090825,0.32477931722842357,0.1787
5,0,10,5.664223248637491,0.27728605797787653,0.2772
0,0,10,5.667442798216403,0.299655547155449,0.2965
-5,0,10,5.734676943423959,0.4256203521858251,0.4221
5,0.5,10,5.642138925569157,0.42643932044223876,0.4169
0,0.5,10,5.566968725471212,0.23438958700510926,0.22640000000000002
-5,0.5,10,5.621054147040309,0.25072056492127814,0.23450000000000001
5,1,10,5.504117461737699,0.21475586299703073,0.1954
0,1,10,5.613671962011091,0.102511,0.077
-5,1,10,5.438628938611038,0.140206,0.1129
5,0,30,16.358772907973343,0.5347633800542253,0.5362
0,0,30,16.71929090779539,0.4699462814633342,0.4733
-5,0,30,16.18214256639392,0.4927652563938871,0.4905
5,0.5,30,16.272549184107525,0.24765080398376021,0.2236
0,0.5,30,16.35226320462527,0.35082841343228927,0.3046
-5,0.5,30,15.846006226527486,0.29972769225790447,0.2506
5,1,30,15.603326776964728,0.16162129793314356,0.1314
0,1,30,15.993823949174628,0.1679306784062471,0.1077
-5,1,30,15.387292243973551,0.21443172552485534,0.1426
5,0,100,49.74768699622026,0.5203603069975861,0.5192
0,0,100,50.900634973191885,0.47805990174384233,0.474
-5,0,100,50.32321614470869,0.493148211912072,0.4934
5,0.5,100,48.5812849860107,0.3521286435320228,0.3006
0,0.5,100,49.883582204754475,0.3909703887039779,0.3153
-5,0.5,100,48.399407781559866,0.38713025573540905,0.2951
5,1,100,46.52541353742515,0.21597150575382132,0.1395
0,1,100,46.69819479457453,0.30157170484095225,0.1739
-5,1,100,46.302114327049274,0.35187772805083084,0.2024
5,0,10,5.750096416960972,0.3743878418190652,0.3753
0,0,10,5.599914157756954,0.34771303532607506,0.3445
-5,0,10,5.52489962973889,0.5596353923156145,0.5617
5,0.5,10,5.720196481020947,0.17359348431325855,0.1655
0,0.5,10,5.621192249215623,0.2849334377994171,0.2688
-5,0.5,10,5.625490665760639,0.20169594077112804,0.1815
5,1,10,5.696628240729735,0.1254925609579266,0.1113
0,1,10,5.534541673070605,0.13828208315493856,0.1203
-5,1,10,5.503116521925212,0.1702259732725639,0.1434
5,0,30,16.63624460265663,0.6160084300930089,0.6141
0,0,30,16.596747367768547,0.4682843966786778,0.4676
-5,0,30,16.35878761274634,0.5029956599693798,0.5034
5,0.5,30,15.777744176917421,0.23643032675054257,0.21
0,0.5,30,16.202488056904652,0.29160257366663667,0.2535
-5,0.5,30,15.78762413137255,0.3396280584841716,0.2907
5,1,30,16.099744001734447,0.09000116754917982,0.0701
0,1,30,15.23600174921589,0.21161588258939562,0.1473
-5,1,30,15.563759435076784,0.21580508848911098,0.1431
5,0,100,51.42146503097427,0.5010784430422769,0.4994
0,0,100,48.83635901973248,0.4982642030915348,0.4965
-5,0,100,50.83657004565316,0.5118405518270794,0.5111
5,0.5,100,48.76381919018982,0.3494198412491339,0.2946
0,0.5,100,49.127473445501195,0.3725918380483882,0.3043
-5,0.5,100,50.27930612298389,0.42473556079687286,0.3398
5,1,100,44.94344427216268,0.2651713542124983,0.1823
0,1,100,47.76412952906195,0.3039811404538292,0.1695
-5,1,100,47.027305264869504,0.3258552737710019,0.18
5,0,10,5.691801879385311,0.42914399999999997,0.431
0,0,10,5.589855948965471,0.506243764621613,0.5093
-5,0,10,5.7928826216108815,0.5566580948493736,0.558
5,0.5,10,5.736816453507649,0.2821041717171717,0.27749999999999997
0,0.5,10,5.7574472828865275,0.3231942416454936,0.3068
-5,0.5,10,5.576981604178483,0.20365849994763413,0.1885
5,1,10,5.725960214862548,0.125084794901394,0.115
0,1,10,5.525938163377082,0.16992708334647535,0.14429999999999998
-5,1,10,5.345338166276201,0.20020505994736643,0.1695
5,0,30,16.28902674464913,0.5344519006282049,0.5356
0,0,30,16.578832532241776,0.5083959978227811,0.5075
5,0.5,30,16.4348957416004,0.2542935207242853,0.2394
-5,0,30,16.497623120876394,0.48738926207853156,0.4909
0,0.5,30,16.14877495931272,0.32477585251953095,0.2859
-5,0.5,30,15.642417929236613,0.3089092920982438,0.2652
5,1,30,15.605895714159745,0.16887319292421235,0.1437
0,1,30,15.848268292934103,0.1764770635507652,0.1215
-5,1,30,15.455372255435647,0.23928853340233408,0.1605
5,0,100,50.3758481271083,0.4789838057284167,0.4768
0,0,100,50.354842316212995,0.49685320025384994,0.4943
-5,0,100,49.7847757356311,0.50485158400538,0.5051
5,0.5,100,49.15665866386361,0.3448833182076033,0.2978
0,0.5,100,50.189227848535296,0.3905231787807184,0.3135
-5,0.5,100,49.243797697107624,0.4002875948178264,0.3241
5,1,100,45.82910862130228,0.21842171860813125,0.1305
0,1,100,44.552675205932815,0.2961647515515022,0.1689
-5,1,100,46.03671336134305,0.3274402647211012,0.1787
5,0,10,5.767077257378663,0.44964287630685695,0.4505
0,0,10,5.814815600993908,0.45733555808063264,0.458
-5,0,10,5.597265932549337,0.5534291514695667,0.5532
5,0.5,10,5.605878747883089,0.10437282579108376,0.0989
0,0.5,10,5.580417797379179,0.24546642633344823,0.2286
-5,0.5,10,5.575972927768741,0.22980208463801374,0.2145
5,1,10,5.617227400346582,0.092115,0.0825
0,1,10,5.533587221497367,0.16819921243515001,0.15360000000000001
-5,1,10,5.545362706466258,0.15444873204540283,0.1263
5,0,30,16.15855702537698,0.4831140289900318,0.48360000000000003
0,0,30,16.792825542371265,0.4557711581323264,0.4525
-5,0,30,16.76916836944891,0.5285982336268684,0.5288
5,0.5,30,16.043851654443504,0.1719681873992997,0.1612
0,0.5,30,16.097548696106987,0.3207362786997671,0.2847
-5,0.5,30,15.892199323306237,0.374736405579133,0.3221
5,1,30,15.723091764365368,0.17572116587375713,0.1384
0,1,30,15.94293815233689,0.20316691219876662,0.1404
-5,1,30,15.405061927390662,0.21237212450878173,0.1301
5,0,100,50.14670027611374,0.5085008839153473,0.5063
0,0,100,50.9496235340363,0.5009263348181476,0.4991
-5,0,100,49.43816130464125,0.4923771135059199,0.4849
5,0.5,100,49.48859661672881,0.3152799718588116,0.2731
0,0.5,100,48.43343598128069,0.38072703208786246,0.3022
-5,0.5,100,48.61877961073697,0.4000170436976475,0.3206
0,1,100,46.088840684169455,0.3070801093840674,0.1789
5,1,100,45.07405799412986,0.23121175742596745,0.1453
-5,1,100,45.4071069161523,0.3364592227886967,0.1806
5,0,10,5.835541099971244,0.24151581250518536,0.2405
0,0,10,5.808189144710879,0.6157495522031701,0.6184
-5,0,10,5.440281567475699,0.4434,0.4437
5,0.5,10,5.459952403458187,0.34323245141166003,0.3336
0,0.5,10,5.673411929731533,0.1364308272053488,0.1286
-5,0.5,10,5.503864557689764,0.28876948956374643,0.2684
5,1,10,5.537827366500209,0.1395580101010101,0.1265
0,1,10,5.521525663903802,0.15567884388965447,0.1351
-5,1,10,5.461266301293636,0.1897164897848456,0.156
5,0,30,16.587307622994313,0.4865118816146526,0.4851
0,0,30,16.666217173688732,0.500649495494466,0.4996
5,0.5,30,16.269929386803913,0.24937685385027333,0.2313
-5,0,30,16.262205468014646,0.4726607655458968,0.4701
0,0.5,30,16.014775840406806,0.27611544510684577,0.2402
-5,0.5,30,16.063528133016273,0.35319854422264224,0.3017
5,1,30,15.781685447272297,0.1243278335483569,0.1013
0,1,30,15.517461112035091,0.1891581907702754,0.1337
-5,1,30,15.525386930449372,0.22639014853180864,0.1465
5,0,100,49.939200720242326,0.5069982804193895,0.5114
0,0,100,51.73600925628022,0.505233560300936,0.5055
-5,0,100,48.670365855945136,0.49843795342430347,0.4955
0,0.5,100,49.893031654438296,0.38718508381622113,0.3124
5,0.5,100,49.117118857195656,0.3426035946937711,0.282
-5,0.5,100,49.51562390397885,0.40006263455948265,0.3141
5,1,100,44.78649852062226,0.2337620394139946,0.1424
0,1,100,46.515147655071225,0.330470511923494,0.1815
-5,1,100,47.03441725684498,0.32451867378634885,0.1812
5,0,10,5.575613468202765,0.6824599951105657,0.6822
0,0,10,5.6269965644162765,0.6086020041937669,0.6098
5,0.5,10,5.625488613372973,0.28163581622157413,0.2715
-5,0,10,5.76023442279837,0.4631466623773932,0.463
0,0.5,10,5.597043505730382,0.2504938739303286,0.23529999999999998
-5,0.5,10,5.592766324217164,0.22451152583005254,0.2054
5,1,10,5.4966366458654425,0.1265028181499963,0.1053
0,1,10,5.716742097053849,0.18060436656496298,0.15660000000000002
-5,1,10,5.53268901758327,0.17660599999999999,0.1479
5,0,30,16.286335132695985,0.5180141749316705,0.5193
0,0,30,16.52645007603255,0.5199258279600899,0.5155
-5,0,30,16.226313582912297,0.5316225170436019,0.5392
5,0.5,30,16.244938528433877,0.2590455291574181,0.239
0,0.5,30,16.002483563584143,0.3176587898807673,0.2815
-5,0.5,30,16.285463108971012,0.2950490703311726,0.2446
0,1,30,15.951482938675817,0.1913525942966677,0.1327
5,1,30,15.41501484163839,0.16484472910508688,0.1271
-5,1,30,15.667725475983357,0.22411922513326563,0.1457
5,0,100,50.014418214982065,0.46127761109878296,0.4563
0,0,100,50.10438824590447,0.4884674243447351,0.4838
-5,0,100,50.33245004016154,0.49900858932415987,0.4938
5,0.5,100,48.970170664358164,0.35279292954615854,0.2926
0,0.5,100,48.92514465763932,0.39421401912355575,0.3262
-5,0.5,100,49.43545331500319,0.41286312524468816,0.33
5,1,100,47.5783816998492,0.18151796949664886,0.1223
0,1,100,44.16346614047136,0.2984790958909641,0.171
5,0,10,5.777207373820603,0.4704314494634998,0.4722
-5,1,100,45.76191182014846,0.3238845946003592,0.1709
0,0,10,5.806908633185345,0.4588332442569616,0.4568
-5,0,10,5.626311443379198,0.3966596240407514,0.3947
5,0.5,10,5.691884490860425,0.1121724768111811,0.1077
5,1,10,5.491325476305624,0.1473594198658831,0.1386
0,0.5,10,5.575484421248754,0.36457694946446145,0.3549
-5,0.5,10,5.764443868220464,0.311323,0.2898
-5,1,10,5.521118616289567,0.15725999513105166,0.1316
0,1,10,5.419016260403749,0.16793050615528998,0.137
5,0,30,16.429783039520526,0.4610628827491692,0.4638
0,0,30,16.561346120647,0.4084443688130749,0.4049
-5,0,30,16.74699154720442,0.5090444386506703,0.51
5,0.5,30,16.318866306331557,0.2341626661509864,0.2163
-5,0.5,30,16.213453893943463,0.3200524680877745,0.2724
0,0.5,30,16.197043490113387,0.3165126242806079,0.2735
0,1,30,15.478650993893945,0.20346152650146562,0.1368
5,1,30,15.845185552032753,0.20482232881807322,0.1672
-5,1,30,15.269742451303085,0.21347611149638515,0.1368
5,0,100,50.28356489058351,0.5195466898230326,0.5194
0,0,100,49.24218115347904,0.5105640829697922,0.5077
-5,0,100,51.45909767583073,0.5145892673584532,0.5184
5,0.5,100,48.69851390320884,0.2764961249265094,0.2408
5,1,100,44.994349183353194,0.24573828427982972,0.1566
-5,0.5,100,48.80918419878693,0.4116942277269327,0.3262
0,0.5,100,49.15081688326376,0.40297862168354454,0.3273
-5,1,100,45.57633679679265,0.33658612806121624,0.1852
0,1,100,45.97838276115891,0.2969981675446703,0.1646
5,0,10,5.6849725410067595,0.5134635056776456,0.5134
0,0,10,5.671807563916277,0.45363603213696096,0.4558
-5,0,10,5.64722976511303,0.4137614991529975,0.4131
5,0.5,10,5.438797706404031,0.23748035727358335,0.2338
0,0.5,10,5.586962872590567,0.27400465460120993,0.2579
-5,0.5,10,5.6542076676555535,0.36439210784949116,0.3494
5,1,10,5.605256885646562,0.0017519999999999999,0.0011
0,1,10,5.4235186639477515,0.11991824637020324,0.0956
-5,1,10,5.72027480327175,0.070948,0.0529
5,0,30,16.341783285520215,0.4326065157546219,0.4306
-5,0,30,16.498741406326722,0.4580247623598461,0.4559
0,0,30,16.93407883559153,0.5226763490459448,0.5233
5,0.5,30,16.678862029074438,0.20482611967549982,0.1824
0,0.5,30,16.47601780705453,0.33460636548233574,0.2965
-5,0.5,30,16.334455565317853,0.3257447085432006,0.2776
5,1,30,16.355709650102433,0.13132810844636938,0.1061
0,1,30,15.648129793115524,0.18760461837952833,0.1269
-5,1,30,15.226096825425362,0.2172630279025504,0.136
5,0,100,49.671249186462305,0.5018304634004135,0.5033
0,0,100,50.591023530301435,0.4918531441128957,0.492
-5,0,100,48.64182803457978,0.5012995012021717,0.5022
5,0.5,100,49.83233312326,0.2792239846527324,0.2353
0,0.5,100,48.5884093485713,0.3923517221476095,0.3223
-5,0.5,100,48.6983966597806,0.4068091787107629,0.3233
5,1,100,46.38841662127632,0.23687113340148833,0.1461
0,1,100,45.19625713346099,0.31971857175671226,0.1871
-5,1,100,46.962419122438085,0.32715706541479284,0.1787
0,0,10,5.635644264657841,0.439866,0.4406
5,0,10,5.747464077906925,0.542125369043103,0.5404
-5,0,10,5.607913960803916,0.46324555382510235,0.4622
5,0.5,10,5.636323678827891,0.22462270120602942,0.2184
0,0.5,10,5.614154905604345,0.27989782255954543,0.2675
-5,0.5,10,5.596117107838082,0.28209676011895274,0.2621
5,1,10,5.695289222245665,0.12192711855113872,0.1108
0,1,10,5.393752147790206,0.10460187874839162,0.0811
-5,1,10,5.561752101482226,0.1646877394558173,0.1284
0,0,30,16.861724092744883,0.46381299590404246,0.4638
5,0,30,16.309279866979555,0.45398809775649007,0.45489999999999997
-5,0,30,16.654648278431267,0.5120501238976812,0.519
5,0.5,30,16.27866398669603,0.2826728938815621,0.2589
0,0.5,30,16.590154177961473,0.25774774835469805,0.2175
5,1,30,16.061606234621447,0.17141284699325765,0.1288
-5,0.5,30,16.10667054265415,0.3403944961343443,0.2919
0,1,30,15.586589956704223,0.18865532979242217,0.1244
-5,1,30,15.391664543838043,0.23097369658456474,0.1417
5,0,100,49.022245876287556,0.48599863864707843,0.4889
0,0,100,50.607395821888836,0.4967490051056713,0.4964
-5,0,100,50.435549825413034,0.49953906008971005,0.4972
5,0.5,100,48.414952898961,0.3021541520977734,0.2604
0,0.5,100,49.61438103523807,0.39206152700046565,0.3189
-5,0.5,100,48.67597164724313,0.4091850204282312,0.3226
5,1,100,47.929418718231176,0.16596437396837416,0.1126
0,1,100,45.634610045386516,0.31280694327717723,0.1834
-5,1,100,47.607522892460295,0.33177053132311696,0.1797
5,0,10,5.6322556429643065,0.43198508774001987,0.4318
0,0,10,5.778028794914144,0.4649845143205673,0.466
-5,0,10,5.602217901799621,0.5586173274322775,0.5586
0,0.5,10,5.716703759719035,0.30397342349973916,0.2918
5,0.5,10,5.635214012124538,0.1643419146301727,0.1602
-5,0.5,10,5.71289333943183,0.26881617155054843,0.2537
5,1,10,5.5365961336231955,0.25716501221875565,0.2445
0,1,10,5.709367861858397,0.15969278034123438,0.1429
-5,1,10,5.465846140911141,0.17103529695459108,0.1437
5,0,30,16.639336602405074,0.47115722203030513,0.4741
0,0,30,17.008725019364878,0.5074609791721052,0.5114
-5,0,30,16.311096621290623,0.49867551835256385,0.5002
5,0.5,30,16.042549972724377,0.27516766938543846,0.2472
0,0.5,30,16.795836048732163,0.33125836782783336,0.291
-5,0.5,30,15.961520615796818,0.3004007544328258,0.2558
5,1,30,15.948537721587131,0.1652000525511856,0.1291
0,1,30,15.224969922058722,0.21263791265474563,0.147
-5,1,30,15.440538206098235,0.21716182897994396,0.1478
5,0,100,50.58331068354913,0.489270121915665,0.4881
-5,0,100,50.87858490785181,0.5141275200911094,0.5177
0,0,100,48.8240596400417,0.5131235956176713,0.5168
0,0.5,100,48.06696221696609,0.3722173281290341,0.2962
5,0.5,100,48.96484407465189,0.3718873370740322,0.3234
-5,0.5,100,49.5286888364629,0.412664276119035,0.3262
5,1,100,45.206453773878856,0.26139966420842525,0.17
0,1,100,45.6242241676119,0.2760995680018262,0.158
-5,1,100,45.626695194336904,0.3276605855757382,0.1745
5,0,10,5.8575791834512225,0.5670800101010101,0.5669
0,0,10,5.634250221178282,0.538098573304102,0.5383
5,0.5,10,5.634985946758947,0.3316482036951144,0.3234
-5,0,10,5.651734934206017,0.4771084760931891,0.474
0,0.5,10,5.562566747938981,0.2424605010804932,0.2255
5,1,10,5.509214533637299,0.2198256693592776,0.2052
-5,0.5,10,5.529649477205771,0.20880419511006254,0.1917
0,1,10,5.508015408279608,0.15384450902698282,0.122
5,0,30,16.775507561173498,0.5345141758585558,0.5362
-5,1,10,5.55383467170338,0.15076125886588412,0.1239
0,0,30,16.686776115607255,0.477350900150048,0.4702
-5,0,30,16.7008254822596,0.5083874347977285,0.511
5,0.5,30,16.300344496376997,0.23876173596576428,0.2124
0,0.5,30,16.059439373246178,0.3519621248221407,0.3133
-5,0.5,30,16.283947947437063,0.31753145110705916,0.2709
5,1,30,16.484887950243575,0.12367737994176665,0.1027
0,1,30,15.756596972398821,0.20071156205720275,0.14
-5,1,30,15.63383685826168,0.24478300059891106,0.1608
5,0,100,50.20181390249405,0.5006315807267263,0.5009
0,0,100,49.67355519398513,0.5225489539531732,0.5185
-5,0,100,50.42157744000419,0.4880717287789629,0.4887
5,0.5,100,49.27547843754124,0.3496274883149479,0.2855
0,0.5,100,49.38141542430531,0.38890609957301553,0.3164
-5,0.5,100,48.87983598179093,0.41178552930542534,0.3264
5,1,100,45.967486703000226,0.23451489245666443,0.1694
0,1,100,48.197315820734616,0.3023572211215519,0.177
-5,1,100,46.061371214358125,0.32980221511817953,0.1854
5,0,10,5.520070506173579,0.4687159147289767,0.4667
0,0,10,5.474889772548638,0.4539579529498382,0.452
-5,0,10,5.5923157330042335,0.5101802553055345,0.5074
0,0.5,10,5.571106205207089,0.24807146385089632,0.2368
5,0.5,10,5.744579322976311,0.579751,0.5749
-5,0.5,10,5.658914053850706,0.3138482432701733,0.293
5,1,10,5.639286537712163,0.3920654745798507,0.3845
0,1,10,5.434957340607073,0.1920058402397645,0.1614
-5,1,10,5.586353558855562,0.1367280028430843,0.1036
5,0,30,16.839550659291017,0.531960279729549,0.5327
-5,0,30,16.770625428579585,0.48303398475864606,0.4808
0,0,30,16.829664340108017,0.4718311870708988,0.4739
5,0.5,30,16.058319462257753,0.2637843750760331,0.244
-5,0.5,30,16.332869342566827,0.3384601808167665,0.2901
0,0.5,30,16.44262802717564,0.32348548270680916,0.2884
5,1,30,16.215696013184225,0.2594224637243666,0.22690000000000002
0,1,30,15.759845149565638,0.18605673012068055,0.1197
-5,1,30,15.420963231461002,0.24161373632175662,0.1673
0,0,100,49.39722904731655,0.5064206696601167,0.5052
5,0,100,51.490181981723595,0.4798345441177807,0.4755
-5,0,100,49.604823091936936,0.5027299650628078,0.5076
0,0.5,100,49.538020821167684,0.3935959717262227,0.3257
-5,0.5,100,49.16553168990741,0.4093024034698962,0.3158
5,0.5,100,48.74845879462809,0.34837683270005365,0.2896
5,1,100,48.27779689938725,0.216604551710998,0.1412
0,1,100,45.81453702572261,0.2903438798054934,0.1602
-5,1,100,46.05092882175969,0.32588157773109294,0.1806
0,1,10,5.63995472516112,0.2404625394862668,0.21159999999999998
0,0,10,5.72169279629584,0.4883908620978815,0.4861
-5,0,10,5.634588543428591,0.5220421671208578,0.5218
-5,0.5,10,5.73113488502189,0.32860259298208166,0.3104
5,0.5,10,5.577758272064605,0.3229205427092985,0.317
5,0,10,5.593513346095274,0.4623998557262504,0.4614
5,1,10,5.5977622531567075,0.12824816069751596,0.1137
0,0.5,10,5.724752397904685,0.2414590851466647,0.2274
5,0,30,16.4223418283652,0.5120574494757415,0.5113
0,0.5,30,16.43164018189712,0.3387815272847054,0.2985
-5,1,10,5.640267357393131,0.11164099634987604,0.0808
0,0,30,16.59642810704119,0.5319495075252738,0.536
-5,0,30,16.53132788390423,0.5320413118737644,0.5308
-5,0.5,30,15.88679533127594,0.3635691792924682,0.3217
5,0.5,30,16.537934525792053,0.2589356368174873,0.2369
5,1,30,16.100656950707652,0.15244681463306012,0.124
0,1,30,15.761533941317266,0.195582683844376,0.1283
-5,1,30,15.17935197959663,0.23810794100936156,0.1519
0,0,100,49.8030437934243,0.4869038537622368,0.4845
5,0,100,48.75058158302032,0.48620123224299905,0.484
-5,0,100,49.794809595675936,0.49785132938636417,0.5006
5,0.5,100,48.30768511220614,0.3281684883532229,0.2876
0,0.5,100,50.950429357839006,0.382399656696114,0.3029
-5,0.5,100,49.11062640243248,0.40557896343666733,0.3244
5,1,100,45.97831082272714,0.23131437825577655,0.1397
0,1,100,46.1110262793114,0.29830666160845365,0.1663
-5,1,100,46.09274888350376,0.32339271125241825,0.1719
-5,0,10,5.631700453910983,0.4965031109288154,0.4913
0,0,10,5.701625056473645,0.4339888517751576,0.4332
0,0.5,10,5.57434987971388,0.244057,0.2262
5,0.5,10,5.855236826737896,0.436316898989899,0.4329
5,0,10,5.654571130159297,0.19261031115642513,0.1933
-5,0.5,10,5.66883942998238,0.23319602072868312,0.2169
5,1,10,5.556033179773591,0.14291862407692643,0.1327
0,1,10,5.60116763576049,0.1754335908405023,0.14479999999999998
-5,1,10,5.470380969018149,0.07881326521829651,0.0581
5,0,30,16.52111574019408,0.4318354794028481,0.4306
0,0,30,16.113657127483354,0.46033662289289023,0.4599
5,0.5,30,16.75187212194918,0.29639840036245363,0.2741
-5,0,30,16.412392906198715,0.49308036074660555,0.4911
0,0.5,30,16.145584483389182,0.31009101435023556,0.275
5,1,30,16.228658087429583,0.09442160273088691,0.0725
-5,0.5,30,16.23274593956192,0.3720739540033438,0.3267
0,1,30,15.061988297994173,0.21522757622249147,0.1542
5,0,100,49.15400432668314,0.5200692992318843,0.5199
-5,1,30,15.53941678309202,0.23644670333988566,0.1584
0,0,100,48.42604209695142,0.5002244896133647,0.5013
-5,0,100,50.16622760726702,0.4895266364947592,0.4909
0,0.5,100,49.21814516676443,0.3867084516125342,0.3072
-5,0.5,100,50.02849163425054,0.4074054866469277,0.3274
5,0.5,100,49.33105532039982,0.3333435343802702,0.2781
5,1,100,46.109267485037144,0.2309312115831914,0.1524
0,1,100,45.69574187117251,0.2825436229665781,0.1701
-5,1,100,46.867410737501935,0.3367807989827838,0.1958
5,0,10,5.740679719253753,0.5413712477180618,0.5431
0,0,10,5.6353767029319375,0.4082848251500116,0.4103
0,0.5,10,5.670693216743153,0.29352406382978724,0.2725
-5,0,10,5.5947827990737,0.5051779299895379,0.5063
5,0.5,10,5.672981726331012,0.2707907296468808,0.263
-5,0.5,10,5.6056725973441885,0.2168421212121212,0.1961
5,1,10,5.56893020461992,0.04342,0.041
0,1,10,5.49393821112685,0.11730302030114433,0.0941
5,0,30,16.71247669458969,0.3661585333811494,0.3657
-5,1,10,5.439421004107425,0.18976787972426246,0.15460000000000002
-5,0,30,16.806365556594226,0.4664212103373719,0.4631
0,0,30,16.495269685087237,0.5490151685577597,0.5548
5,0.5,30,17.02194676194345,0.19297233284053175,0.1768
0,0.5,30,16.601086995601733,0.3362535822535388,0.2955
-5,0.5,30,16.255902617276295,0.33289155262984466,0.2901
5,1,30,16.57556602302291,0.09047839027170382,0.0704
0,1,30,15.285061140682838,0.23154302501526705,0.153
-5,1,30,15.391030876274721,0.22362340621792265,0.151
5,0,100,49.17520935009409,0.5194589884018304,0.5245
0,0,100,50.2869330157789,0.5069349008057762,0.509
-5,0,100,50.536053354490384,0.49362811419813624,0.4887
5,0.5,100,48.52185253641709,0.3739899832286385,0.3301
0,0.5,100,49.46073866866783,0.38783491313190327,0.3145
-5,0.5,100,49.20176631627928,0.3993008303000662,0.3152
5,1,100,47.91369737103629,0.2210698194838186,0.1474
0,1,100,45.82085045453091,0.307704795196909,0.1738
-5,1,100,45.9519600345636,0.3221883740663271,0.1719
5,0,10,5.568493398860364,0.618736593677955,0.6167
0,0,10,5.691379870314034,0.6133932441500065,0.6149
-5,0,10,5.603796814023778,0.5159299451461895,0.5204
5,0.5,10,5.4799409719801835,0.2875407284239314,0.2819
0,0.5,10,5.588548890799008,0.36855331219815096,0.352
-5,0.5,10,5.592737596097555,0.2846902808527061,0.2665
5,1,10,5.631133387721924,0.06175054422388306,0.0559
0,1,10,5.56145612605646,0.15763604254736358,0.1411
5,0,30,16.76694683089024,0.3383774641686095,0.3386
-5,1,10,5.42673176912951,0.15217149712035852,0.1246
0,0,30,16.027550207836416,0.5104451971914662,0.5104
-5,0,30,16.448504825750778,0.4918280123624868,0.4947
5,0.5,30,16.61254170701121,0.3474150596265171,0.3311
0,0.5,30,17.010121253277603,0.3228491525356225,0.2743
-5,0.5,30,15.864178146310069,0.36616420580968495,0.3209
5,1,30,15.860804399531718,0.13456158332934934,0.1017
0,1,30,15.41351943388415,0.18523344913172107,0.124
-5,1,30,15.707088452742308,0.23680685350560804,0.1627
5,0,100,51.95718904319361,0.5175853466729271,0.5163
0,0,100,50.04345455215256,0.5087424713555437,0.517
-5,0,100,51.30025899518219,0.505100750975989,0.5066
5,0.5,100,48.61825948319459,0.34984253000808774,0.2965
0,0.5,100,49.49018481695498,0.4075249157547202,0.3308
-5,0.5,100,48.89826948812842,0.39805315801656327,0.305
5,1,100,49.18185509697076,0.22912806280231426,0.1331
-5,1,100,46.16084435839088,0.3264500563844387,0.1799
5,0,10,5.665384419442043,0.7547514691332302,0.7545000000000001
0,1,100,48.124177570535124,0.2927417275725474,0.1714
0,0,10,5.611395668852216,0.33542725624780606,0.3364
-5,0,10,5.760112388114138,0.44832988389049633,0.4472
5,0.5,10,5.776972216935181,0.24396538969419507,0.228
0,0.5,10,5.550017852578327,0.35425809917987544,0.3299
-5,0.5,10,5.745434003707814,0.30901825115819853,0.2911
0,1,10,5.44481841253412,0.12577714271141782,0.1008
-5,1,10,5.504239515901803,0.21701165538712755,0.1862
5,1,10,5.628439812890031,0.066133,0.058
5,0,30,16.543700872677842,0.5032597463939018,0.504
0,0,30,16.365784288839915,0.47702839951221276,0.4741
-5,0,30,16.04290782534391,0.5158890667742032,0.5182
5,0.5,30,16.131637596014798,0.3539842895408786,0.3336
0,0.5,30,16.736792247461683,0.29273480423956,0.2552
-5,0.5,30,16.09952889891051,0.31036375193754506,0.2632
5,1,30,15.454310263864526,0.15204652195650648,0.1106
0,1,30,15.464949399093062,0.1691714185641511,0.11889999999999999
-5,1,30,15.40515187190319,0.2263632290476394,0.1477
5,0,100,51.48538422344829,0.4925472229529169,0.4931
0,0,100,50.28914350044271,0.5103320968237358,0.5127
-5,0,100,50.66675238016519,0.5115207828650798,0.5148
5,0.5,100,49.920832448566514,0.3444120099244347,0.2976
0,0.5,100,47.68825155218917,0.386200636003083,0.3102
5,1,100,48.59291016409684,0.18629877925174368,0.129
-5,0.5,100,49.19744411904438,0.3903990565014378,0.3041
0,1,100,46.57212678830515,0.32922402940476525,0.1971
5,0,10,5.613964188643075,0.13546870246705792,0.1333
-5,1,100,47.71847126895017,0.313656674183256,0.1788
0,0,10,5.763574020001178,0.3571832599731719,0.3541
-5,0,10,5.711054518733233,0.5483677840787913,0.5481
5,0.5,10,5.691803257463601,0.15780461542834015,0.1529
-5,0.5,10,5.592468331797924,0.2757276651289354,0.2638
0,0.5,10,5.659467010088247,0.2899478652383226,0.2752
0,1,10,5.6067123546407025,0.12374882751192738,0.1011
-5,1,10,5.553735595212483,0.11240541488356363,0.0878
5,1,10,5.573428647045663,0.013852,0.010199999999999999
5,0,30,16.543954189990387,0.5115116525700029,0.5114
0,0,30,16.50565576667944,0.5074520015463332,0.5117
-5,0,30,16.51864268901498,0.4824689064987167,0.4786
5,0.5,30,16.768768094781358,0.22153159191445287,0.1996
0,0.5,30,16.432136829435365,0.3034031139532462,0.2638
-5,0.5,30,16.685908513302106,0.3561434545117036,0.308
5,1,30,16.25349168664482,0.1265976593905878,0.0988
0,1,30,15.767218094476055,0.18189433421312498,0.1196
