b,rss,scale,sl,ava_toxic,on_toxic
-5,0,30,16.70583665364174,0.4609607193296542,0.452
5,0.5,30,16.076768905426054,0.34675423269618577,0.325
0,0.5,30,15.962938172002945,0.31674934635998464,0.2844
5,1,30,16.016498041948218,0.19633661672980343,0.15990000000000001
-5,0.5,30,16.670399714482258,0.3825121601798412,0.3335
0,1,30,15.94493520373079,0.2175466552721651,0.1522
-5,1,30,15.742954665403278,0.237630684310762,0.1566
5,0,100,50.04150156512435,0.5102006810350418,0.5093
0,0,100,50.09856903659821,0.49645469268336123,0.4993
-5,0,100,51.59241041616503,0.4905155693740846,0.4852
5,0.5,100,48.412224120648965,0.34123173067355966,0.2969
-5,0.5,100,48.602722182649075,0.3901221596328465,0.3078
0,0.5,100,46.81806580854383,0.36934597558669996,0.292
5,1,100,47.4325655422126,0.23290007891927095,0.1517
0,1,100,47.57944353244661,0.3268434366402876,0.2004
-5,1,100,47.181566311988796,0.334715247700094,0.1896
5,0,10,5.609963880142026,0.4188198048955373,0.4187
0,0,10,5.865527336421634,0.5782707439920807,0.5777
-5,0,10,5.597743490564691,0.51057966901955,0.5102
0,0.5,10,5.7696687186108395,0.22491862707255575,0.2089
5,0.5,10,5.7391370191518405,0.41892691982875097,0.4087
-5,0.5,10,5.57206624242199,0.23066166227391924,0.2103
5,1,10,5.600602705073161,0.15811378586519384,0.149
0,1,10,5.507606598537077,0.1242507338771904,0.1018
-5,1,10,5.582902304483899,0.12434558363926249,0.1031
5,0,30,16.422664158025714,0.49446764553330774,0.4948
0,0,30,16.576521040664133,0.5334613337963181,0.5397
-5,0,30,16.882563372987743,0.5240217630677629,0.5208
5,0.5,30,16.38837610295597,0.2836781108580956,0.2602
0,0.5,30,16.34684754292828,0.3489638745634916,0.3115
-5,0.5,30,16.17608016942611,0.3617977179045826,0.3128
5,1,30,16.487617846644376,0.17938374075570823,0.1578
0,1,30,15.62794062000578,0.16160200307711486,0.1098
-5,1,30,15.607229527175521,0.21322224282052354,0.1291
5,0,100,49.574439895517976,0.5265507996459228,0.527
0,0,100,50.45599897877553,0.5129494142972083,0.5138
-5,0,100,50.320878130372094,0.5131917144649409,0.5129
5,0.5,100,50.26341529878107,0.2904316781518679,0.2481
0,0.5,100,49.66842846347915,0.38970993900504475,0.3152
5,1,100,45.523084595958984,0.23525724993657454,0.1492
-5,0.5,100,49.70848557049361,0.3922029869256709,0.3054
0,1,100,45.512181939022355,0.30801425748194694,0.1766
-5,1,100,46.70585779613222,0.33123200366521227,0.185
5,0,10,5.834778938819385,0.2976575672614736,0.2968
0,0,10,5.568281614582794,0.5182232401977471,0.5195
-5,0,10,5.68291411129648,0.5670427300654356,0.5674
5,0.5,10,5.706534349888153,0.084828,0.0796
0,0.5,10,5.663215787732598,0.23751234425891568,0.2197
-5,0.5,10,5.677108051142872,0.27803516767345005,0.2593
0,1,10,5.51348552522039,0.24031766431634005,0.2173
5,1,10,5.581531862517227,0.13253252849493127,0.1152
-5,1,10,5.456888007077181,0.1887489670076207,0.1508
5,0,30,16.28091818494007,0.48688487770024513,0.486
0,0,30,16.38456916506003,0.48065744521164194,0.475
-5,0,30,16.377269344781297,0.5066800949489414,0.5108
5,0.5,30,16.316853077526357,0.31900365091445715,0.3054
0,0.5,30,16.416974685106023,0.32337181772170615,0.2846
-5,0.5,30,15.92662025534617,0.34115190569925186,0.2955
5,1,30,16.183845114091127,0.21155478834422964,0.1964
0,1,30,15.492546295039585,0.21099152726176731,0.1515
-5,1,30,15.452588707882175,0.24585523578272897,0.1592
5,0,100,49.596514848957035,0.5078952544493384,0.508
0,0,100,49.2291579429256,0.5063483043554456,0.5062
-5,0,100,50.854762803319325,0.49076104946916826,0.4874
5,0.5,100,50.31520509445716,0.368402356471289,0.3372
0,0.5,100,49.03914685357882,0.37665402282668914,0.302
-5,0.5,100,48.53065883485527,0.407992980000568,0.328
5,1,100,46.703382223575744,0.21880563269332656,0.15
0,1,100,46.550779125558506,0.2977373781099696,0.1735
-5,1,100,46.20384536088767,0.3299853549408596,0.1766
5,0,10,5.826507068907298,0.5333439409226285,0.5351
0,0,10,5.691520108085222,0.5643358176585319,0.5654
-5,0,10,5.673214766640467,0.5513386734564185,0.5511
5,0.5,10,5.557895341505672,0.031279999999999995,0.0274
0,0.5,10,5.798459639875378,0.4270904929518283,0.4152
-5,0.5,10,5.6715902821757735,0.26299594325508086,0.245
5,1,10,5.674588354141232,0.0889370842293035,0.07730000000000001
0,1,10,5.667626854638145,0.078696,0.057
-5,1,10,5.573252731849721,0.14562696694750438,0.1202
5,0,30,16.699019180896506,0.47549664165423106,0.476
0,0,30,16.899222768588622,0.5097713366348245,0.5108
5,0.5,30,16.04592755138511,0.296254345399475,0.2746
-5,0,30,16.93194885431771,0.4973331396864827,0.4965
0,0.5,30,16.272003829160525,0.3528916157213777,0.3194
-5,0.5,30,16.04501875991695,0.3314905814093856,0.2868
5,1,30,16.063799903269878,0.16882564673710093,0.1215
0,1,30,15.199556537879133,0.23089372507567865,0.1603
-5,1,30,15.19275936675404,0.20694995068192162,0.1258
5,0,100,50.36881855651231,0.5023228157035821,0.503
-5,0,100,50.44838425647062,0.4993591382776839,0.4974
0,0,100,50.290466408390934,0.4725088979948843,0.4652
5,0.5,100,51.115080020107285,0.30891110000700905,0.2664
0,0.5,100,49.59695433590265,0.3801159900843909,0.3013
-5,0.5,100,49.522887636497,0.40399202941901585,0.3126
5,1,100,50.369888650688004,0.17705787941011086,0.1213
0,1,100,46.60934295983713,0.3151602059795864,0.1765
0,0,10,5.688034070202425,0.3496189184145172,0.345
-5,1,100,46.416662421229,0.3463977473149802,0.1963
5,0,10,5.571698372098983,0.2890847170882667,0.2896
-5,0,10,5.654568577459711,0.4748252016169265,0.476
5,0.5,10,5.526504918577302,0.3492338078827896,0.3417
0,0.5,10,5.559531364019887,0.24202994302896272,0.2217
-5,0.5,10,5.628023757792448,0.30187771304121264,0.2882
5,1,10,5.557603566406444,0.1410981515151515,0.1253
0,1,10,5.553187511872809,0.14104080949499548,0.1238
-5,1,10,5.498342917295784,0.1063737315578236,0.0811
5,0,30,16.5396959733205,0.535595660337501,0.5367
0,0,30,16.531617933538215,0.4543621382842517,0.4523
-5,0,30,16.88664575043406,0.48080067665587395,0.477
5,0.5,30,16.335746343286836,0.30174646645561787,0.2816
0,0.5,30,17.106520319893313,0.29814959441806604,0.2532
-5,0.5,30,16.23498728420224,0.3520618235743239,0.3096
0,1,30,15.562982451475492,0.2038497654810883,0.1361
5,1,30,16.26667115203769,0.12250400075180827,0.1052
-5,1,30,15.68571719882258,0.2447102543651787,0.1568
5,0,100,50.1992494273267,0.43507788150584165,0.4327
0,0,100,50.901824273684,0.4754842031405586,0.4765
-5,0,100,50.40697184234596,0.5105676326437102,0.5195
5,0.5,100,48.43341150520958,0.34314697218931794,0.29
0,0.5,100,48.15668328914625,0.3890410376281558,0.3183
-5,0.5,100,49.14267969795141,0.4056074759800029,0.3248
0,1,100,46.62812718006481,0.30521714061937694,0.1736
5,1,100,49.154063388467286,0.19193905392853738,0.1235
-5,1,100,47.00839301905534,0.3325575477714109,0.1846
5,0,10,5.675876913556228,0.41732200068657527,0.41859999999999997
0,0,10,5.651139095098031,0.49680343553134,0.4953
-5,0,10,5.715146864312874,0.484785074450313,0.4827
5,0.5,10,5.738167688896138,0.19292099999999998,0.1893
0,0.5,10,5.624990874479325,0.3050928678989525,0.2925
-5,0.5,10,5.604246278279253,0.21290303471221342,0.2004
5,1,10,5.732477192146059,0.08464720202020203,0.0673
0,1,10,5.556750292372436,0.06520111527967289,0.0487
5,0,30,16.240068911578852,0.4650053001773611,0.4644
-5,1,10,5.500740429677606,0.1407069281000483,0.1098
0,0,30,16.427845437097094,0.4830299451150447,0.4791
-5,0,30,16.785302202110334,0.4977207489998006,0.496
5,0.5,30,16.510461229370453,0.379551254140976,0.361
0,0.5,30,16.552097130070344,0.3316184747792758,0.2929
-5,0.5,30,15.953110999366135,0.325234776225146,0.2786
5,1,30,15.846305489693078,0.25008247173418335,0.2076
0,1,30,15.28449770325163,0.19312646415861692,0.1322
-5,1,30,15.236243108511442,0.21991051556625174,0.1479
5,0,100,51.66682568574493,0.507554014008995,0.5094
0,0,100,50.04456879357664,0.5202199239873555,0.5275
-5,0,100,50.52917236133976,0.49970001199675496,0.4995
5,0.5,100,47.218978491158225,0.2549054690573144,0.2161
0,0.5,100,49.30781737957809,0.41523423344259963,0.3436
-5,0.5,100,49.683390929320524,0.4051023845667181,0.3246
5,1,100,46.33624946228751,0.23246125143495255,0.1424
0,1,100,46.84093282520526,0.30134297702423013,0.1685
-5,1,100,44.6994647866927,0.32596195905574854,0.1812
5,0,10,5.554613595101003,0.34446754544626146,0.3461
0,0,10,5.831455811330587,0.678291390823611,0.6793
-5,0,10,5.713298387748644,0.4925867248875308,0.4902
5,0.5,10,5.7481605641223386,0.11284194582837807,0.1037
0,0.5,10,5.629441808977802,0.2945219398218074,0.2862
-5,0.5,10,5.5197946521692325,0.2976421448665033,0.2829
5,1,10,5.548781492918566,0.24017363925792243,0.2221
0,1,10,5.534677121238863,0.16351366328680894,0.1367
-5,1,10,5.4852016952546645,0.1007334664612934,0.0721
5,0,30,16.67246417387453,0.5581659690903724,0.5564
0,0,30,16.22783664382666,0.4650898697414482,0.4661
-5,0,30,16.638382859105864,0.5158847909443856,0.5162
5,0.5,30,16.58736703110002,0.3432482874709189,0.3298
0,0.5,30,16.376074393737575,0.32503785219014486,0.2874
-5,0.5,30,16.12499103996518,0.3319731287081902,0.2847
5,1,30,15.868070178970356,0.17334841991778546,0.1504
0,1,30,15.229288426504331,0.19887773637512243,0.1285
-5,1,30,15.34347395095542,0.21532115867281001,0.1394
5,0,100,50.976838105393554,0.5136954849927432,0.5131
0,0,100,49.59542032853047,0.5104867502513595,0.515
-5,0,100,50.152751497035936,0.503856804680736,0.5061
5,0.5,100,47.605067620912315,0.3296941646317446,0.2824
0,0.5,100,48.51938978411138,0.39121077406029753,0.3146
-5,0.5,100,48.24049294084923,0.4122458150356896,0.324
5,1,100,48.047243686717835,0.25955798317463713,0.176
0,1,100,45.72094266850706,0.323265153426403,0.1887
5,0,10,5.624907948484389,0.5572834935064935,0.5578
-5,1,100,46.40818500783732,0.33207388709680474,0.1883
0,0,10,5.633625055060385,0.530336985337678,0.5313
-5,0,10,5.740008939559765,0.6176247047726454,0.6198
5,0.5,10,5.7026056474727085,0.1929493032364461,0.18610000000000002
0,0.5,10,5.763031963018326,0.30869053824218484,0.2954
-5,0.5,10,5.6965579972401255,0.3619292376407576,0.3415
5,1,10,5.513219924239373,0.07669993939393939,0.0692
0,1,10,5.495108659573642,0.08233126254286305,0.0594
-5,1,10,5.5036214854873995,0.17037741998479317,0.1293
5,0,30,16.554355114963055,0.46452095932463716,0.4642
0,0,30,16.33837344808306,0.4340786271437246,0.4316
-5,0,30,16.860755689800644,0.5156511574791753,0.5169
5,0.5,30,16.67625322493531,0.16722353325360875,0.1592
0,0.5,30,16.395076952784223,0.3130203299916821,0.2747
-5,0.5,30,16.484344979594287,0.329195124401145,0.2803
5,1,30,15.64106194897007,0.13136251703081103,0.1033
0,1,30,15.496247962792996,0.18518164009140242,0.1288
-5,1,30,15.756191997584972,0.242823536091968,0.1699
5,0,100,51.59451925329798,0.5206953660434464,0.5178
0,0,100,51.28847406413956,0.4872823527233973,0.4831
-5,0,100,50.35487753458234,0.5038444019045927,0.5052
5,0.5,100,49.24732924520047,0.3461997049992693,0.2889
0,0.5,100,49.238287850711934,0.38864489666261653,0.3153
-5,0.5,100,48.59848809230493,0.40627860134311683,0.326
5,1,100,45.551698430364254,0.25352586012603656,0.155
0,1,100,45.84945418696319,0.29980211071506413,0.1834
-5,1,100,46.82167348984567,0.33856747347640054,0.187
5,0,10,5.674852034036407,0.9091039898989899,0.9091
0,0,10,5.612023188999184,0.37604209133957306,0.3753
-5,0,10,5.67299036800705,0.42638104363909324,0.4263
5,0.5,10,5.597465878768266,0.39268126711261553,0.3891
0,0.5,10,5.5522817924024945,0.2505259708188972,0.2318
-5,0.5,10,5.680212483121165,0.3037079595959596,0.2869
5,1,10,5.557144894931055,0.04563604040404041,0.041100000000000005
0,1,10,5.423140616364717,0.15441289087539772,0.1298
-5,1,10,5.396610050710522,0.14730656008096224,0.1213
5,0,30,16.676260108685202,0.5339477520202156,0.5321
0,0,30,16.8435074651835,0.5263040107626243,0.5255
-5,0,30,16.92553243060551,0.5256081888885028,0.5249
5,0.5,30,15.929828322797857,0.3294029890644352,0.3057
0,0.5,30,16.21859166260034,0.30188573921129386,0.2618
-5,0.5,30,16.09410167143754,0.34430151662601405,0.2939
5,1,30,15.97471317701789,0.17093720744581203,0.1381
0,1,30,16.010174790164868,0.21511076032214194,0.1455
5,0,100,50.238263517742695,0.5146281081370857,0.5127
-5,1,30,15.476792539062526,0.2352227611897047,0.1473
0,0,100,50.25316982988412,0.5015580495908544,0.5025
-5,0,100,50.26128932164749,0.5304087534926121,0.5425
5,0.5,100,49.709148504962585,0.31460022097849594,0.2692
0,0.5,100,48.01879268219901,0.38236705285833317,0.3034
-5,0.5,100,49.62544498198603,0.40373050891863327,0.3232
5,1,100,45.65956802126632,0.241940067380557,0.1589
0,1,100,46.61636063058611,0.30602867495438735,0.1707
-5,1,100,45.85901471594498,0.31852912319783105,0.1785
5,0,10,5.5697496256744525,0.6654114130042076,0.6652
0,0,10,5.51837457188804,0.5298070357861365,0.5279
-5,0,10,5.565120289639568,0.4821870528059922,0.4804
5,0.5,10,5.628446255050036,0.3258765386362376,0.3169
0,0.5,10,5.7354070150943,0.39280974532903057,0.3778
-5,0.5,10,5.657833740485573,0.33667228989901504,0.3202
5,1,10,5.581493115311147,0.059753,0.0531
0,1,10,5.554101274468636,0.2644499824339118,0.2374
-5,1,10,5.478934327105133,0.17469332532449752,0.1444
5,0,30,16.6814010023517,0.49706008963834303,0.4983
0,0,30,16.938514791528842,0.5158422415327235,0.5173
-5,0,30,16.025802750090342,0.49932603660841235,0.4967
5,0.5,30,16.023938904477156,0.31492722866283357,0.2964
0,0.5,30,16.362983672674826,0.30986189858487373,0.2747
-5,0.5,30,16.2327252064896,0.32544753896673756,0.2775
5,1,30,15.837920127043777,0.17183658507393582,0.123
0,1,30,15.41692563769977,0.2112054012652386,0.1439
-5,1,30,15.387649361950869,0.2550447057986463,0.1692
5,0,100,50.84889567092261,0.5093530392400961,0.5093
0,0,100,50.70450856706679,0.525815639777462,0.5389
-5,0,100,51.7312452808424,0.500973359963121,0.5016
5,0.5,100,50.142801017752305,0.3165052092127928,0.2678
0,0.5,100,49.05113052262387,0.38586154577153087,0.3148
-5,0.5,100,48.444001490166904,0.39871326984559174,0.3139
5,1,100,46.87052187186248,0.2390235305634981,0.1478
0,1,100,46.03449113284545,0.30287599837556534,0.1741
-5,1,100,46.44889730067988,0.31996370561076054,0.1759
5,0,10,5.762879718588134,0.37811884927006967,0.3773
-5,0,10,5.601132017852423,0.44673486090562053,0.4507
0,0,10,5.6208455321905415,0.5233083602612197,0.5272
5,0.5,10,5.737435349840235,0.08759399999999999,0.0844
0,0.5,10,5.60869681551587,0.395007,0.38380000000000003
-5,0.5,10,5.763789228653367,0.28133701763387525,0.2653
5,1,10,5.620699123144399,0.03300783001193735,0.0261
0,1,10,5.594374278609531,0.10797992616220069,0.0829
-5,1,10,5.432248201182017,0.12273668092228898,0.095
0,0,30,16.42453962685506,0.4931655059956807,0.495
5,0,30,16.75599691188322,0.4435071430972911,0.44380000000000003
-5,0,30,16.433472336685856,0.48950775627820337,0.4904
5,0.5,30,16.09798400343623,0.24405608144334556,0.221
0,0.5,30,16.378000014312093,0.3050351193841269,0.2651
-5,0.5,30,16.25598506965236,0.35900967159538666,0.3096
5,1,30,15.915824591538286,0.21879395458767345,0.1786
0,1,30,15.72039530796897,0.1965282713564865,0.1303
-5,1,30,15.618906153489748,0.23052998436525382,0.1543
5,0,100,50.98082765604482,0.5272876622149505,0.5268
0,0,100,49.603695797300624,0.49602184363236085,0.4949
-5,0,100,49.6636362167697,0.5021259062892283,0.508
5,0.5,100,47.8500693713067,0.31436365098743424,0.2673
0,0.5,100,49.2005998265442,0.3969115327789126,0.3212
-5,0.5,100,49.924500894397596,0.40199377951061827,0.3165
5,1,100,47.21085128707743,0.20677139274112233,0.1313
0,1,100,45.82460756202905,0.3134526143640517,0.1781
-5,1,100,46.04293474245262,0.32750512874264825,0.1778
5,0,10,5.571032359104862,0.37094878680254845,0.3716
0,0,10,5.512696199284069,0.4382958801788975,0.43620000000000003
-5,0,10,5.645209916931166,0.44739703900882466,0.4495
5,0.5,10,5.591579419965745,0.25657764520943516,0.2513
0,0.5,10,5.666577031577181,0.32609600608189004,0.3122
-5,0.5,10,5.555218157816382,0.2801693129425277,0.2592
5,1,10,5.697372724175926,0.17626353960238322,0.1582
0,1,10,5.525464697936164,0.11122043096333255,0.0906
-5,1,10,5.536680356690303,0.10637797694159967,0.0802
5,0,30,17.060246220918696,0.5936403262112404,0.5916
0,0,30,16.438469439316783,0.5318875074073441,0.5309
-5,0,30,16.517378252341583,0.5334421638628363,0.5366
5,0.5,30,16.49204626982256,0.21237695059479467,0.2027
0,0.5,30,16.04962873612216,0.30964480655049137,0.2741
-5,0.5,30,16.22528424363811,0.33356765277344,0.2846
5,1,30,16.25220291004097,0.2897635731488692,0.2725
0,1,30,15.66042511134575,0.18960072841539055,0.131
-5,1,30,15.493040712641793,0.2171651011981511,0.1452
5,0,100,50.32886142365276,0.5156203324183797,0.5189
0,0,100,50.38021572446652,0.5306234643476314,0.5312
