rep_id,var_toxic_12,s1.less_toxic_end.est,s2.less_toxic_end.est,s1.less_toxic_start_f0.cos_theta_pi.est,s2.less_toxic_start_f0.cos_theta_pi.est,s1.less_toxic_start_f1.cos_theta_pi.est,s2.less_toxic_start_f1.cos_theta_pi.est,s1.less_toxic_start_f0.cos_2theta.est,s2.less_toxic_start_f0.cos_2theta.est,s1.less_toxic_start_f1.cos_2theta.est,s2.less_toxic_start_f1.cos_2theta.est,s1.less_toxic_start_f0.sl.est,s2.less_toxic_start_f0.sl.est,s1.less_toxic_start_f1.sl.est,s2.less_toxic_start_f1.sl.est,s1.less_toxic_start_f0.logsl.est,s2.less_toxic_start_f0.logsl.est,s1.less_toxic_start_f1.logsl.est,s2.less_toxic_start_f1.logsl.est,s1.less_toxic_end.se,s2.less_toxic_end.se,s1.less_toxic_start_f0.cos_theta_pi.se,s2.less_toxic_start_f0.cos_theta_pi.se,s1.less_toxic_start_f1.cos_theta_pi.se,s2.less_toxic_start_f1.cos_theta_pi.se,s1.less_toxic_start_f0.cos_2theta.se,s2.less_toxic_start_f0.cos_2theta.se,s1.less_toxic_start_f1.cos_2theta.se,s2.less_toxic_start_f1.cos_2theta.se,s1.less_toxic_start_f0.sl.se,s2.less_toxic_start_f0.sl.se,s1.less_toxic_start_f1.sl.se,s2.less_toxic_start_f1.sl.se,s1.less_toxic_start_f0.logsl.se,s2.less_toxic_start_f0.logsl.se,s1.less_toxic_start_f1.logsl.se,s2.less_toxic_start_f1.logsl.se,shape_1,scale_1,shape_2,scale_2,shape_3,scale_3,shape_4,scale_4,kappa1_1,kappa2_1,kappa1_2,kappa2_2,kappa1_3,kappa2_3,kappa1_4,kappa2_4,on_toxic,sl_mean_obs,ta_mean_obs,sl_kurt_obs,ta_kurt_obs,prop_explore
34,0.01382366160127287,-0.9434134620286502,-0.8756970022020327,-252.18841130314715,0.20539988791991745,-0.250190222129083,-0.01936968396598389,-100.54025702180122,0.08217275329416186,0.06312226031190017,-0.04855099343352837,0.23463548745896037,-0.08380664468969273,0.00537601294912798,-0.15318386677002768,-0.05537954484110875,0.47487293532252894,1.4952648425021946,0.7163738116608543,0.9542144714990004,0.968036909959294,10.834196845660856,0.3991950946694548,0.23155045378265257,0.04476738063355443,4.7525773329153616,0.44986678934573887,0.25615846185099983,0.04962185226456067,0.01922754495686059,0.03965126538198065,0.00276784867324334,0.00577962888744687,1.5443163858803697,0.2396464777356425,0.19888774348484323,0.0307732861822981,0.48138821323161207,-4.996787532142776,1.0116406933952498,8.452117217808064,2.032032600574915,34.327818022007065,1.2531415697335753,5.327912419658542,-251.81778650190736,-100.07129272345878,0.5760246891596932,0.5511370516366109,0.12043457911069272,0.5320865586543492,0.35125511727379183,0.4204133049089206,0.01722488038277512,15.571555420481912,-0.00318147045503125,112.6595546969188,1.5780006002694422,0.06114534376574952
35,0.15774270776602164,0.24675524988453237,1.0937272399719835,-0.06635828194662478,0.15922057946140128,-0.02845712559399471,-0.10007062225754672,-0.10761072396906916,0.10908913267957562,0.07721714757016777,-0.1242453713913394,0.00772922694521705,-0.260856376568803,0.00263211624652,-0.3653416203389656,0.00331201261925292,0.7581835722914723,0.16122892358001448,1.2143024359532242,0.1355096400481862,0.4318379672050787,0.107052803621297,0.14904859848500498,0.0773418520895763,0.11834414306295736,0.10549924191063892,0.14857341175869948,0.0801602936462298,0.116294249131946,0.00334558349129461,0.04728467611609888,0.00320306621836909,0.0516134233141688,0.05842934018975139,0.1969300374783268,0.05420882458170669,0.20843279185732944,0.7359701963600369,24.478915271437607,1.4908417560322562,3.231674684138769,0.8938871073207985,21.763451534939776,1.946960619694008,2.4159121795435965,0.23919997498474205,0.01311575235018787,0.4647788363927681,0.22981560899883263,0.27710113133737213,0.1979436238894248,0.2054876346738201,-0.00351889507208238,0.3648989898989899,15.250411923478673,-0.00604855586154078,195.33512899272,1.6175176911848348,0.6410709997979167
36,0.19337650319299332,0.07091212426502379,-0.13646604190682116,-0.5212467020291556,-0.1135664565867681,-0.3488045864003428,0.11676741747361158,-0.0129038807873649,-0.00465810591968039,0.1246397723492256,-0.04131328699837509,0.02166456988243492,-0.1333543127363832,0.02121017690885962,-0.12438393116746316,-0.0513315965406097,0.7424946325052499,0.03010104098846957,0.8505066702398921,0.2476729996314982,0.19874029952086933,0.18665702505420023,0.10477437003099088,0.196084552327202,0.0727525315942853,0.19086646986410605,0.10806641704023752,0.21193680864904857,0.07252462432322655,0.00383847043251613,0.01905332677528797,0.00336286522747198,0.01191946076790615,0.09957395687890912,0.1282869843056234,0.12015315676791376,0.0950800205254196,0.5534902933649178,149.7170097331881,1.3473165224107777,6.184362638049411,0.6349229308939971,140.180481497773,1.4553285601454196,6.547597778895292,-0.22418612238028737,0.16214760283279697,0.1834941230621001,0.1703933777004815,-0.05174400675147456,0.2996912559693875,0.4138279971224798,0.1337381966217868,0.3496042216358839,21.41223670224052,0.07003785217447206,95.6369219738044,1.6165963135009285,0.2641411433057748
38,0.6063331382678963,0.27158622877271155,-0.4661822377824942,-0.04674754203384086,0.0609464080033553,0.5099740923348821,-0.1597485443367936,0.5486207185604589,0.03232233798710741,-0.3872348547751396,-0.14942715842673382,0.02044364096621417,-0.1020734852494813,0.02873013181449867,-0.09889139701028404,0.8641426185448666,0.4617312538606439,0.7397257714243148,0.6265848103376653,0.3358007094539696,0.1890366360539488,0.2215755680246929,0.0639278283980375,0.29254122377469605,0.06576390763077003,0.3059501152545909,0.07129505520782962,0.27820686218480933,0.07103718358235576,0.00999779337396227,0.01175641847022536,0.01010580334082677,0.01132625915978237,0.3610419047161332,0.07179545218444461,0.35089601456806774,0.08556884101887101,1.599895099725553,33.09725103683034,1.1974837350413303,6.547454291716258,1.4754782526050012,45.604836621591105,1.3623372915183518,6.686770324927281,0.291968107132739,0.9978520879294022,0.3996620571699352,0.48155370735605074,0.848689741501462,0.06199651459380373,0.17896710482978626,0.2998042109422095,0.5105162523900574,14.462411034487392,0.1391898719957229,225.18705969012132,1.6149177339308949,0.12390430101146704
39,0.1671792677184724,0.17826048655940122,0.05880780949159685,-0.3398684531499479,-0.01370303246919531,-0.6782783172615771,0.05284857561855152,0.05089971844574851,0.00584717694834101,-0.4801754534674125,-0.01176143988181812,0.00255354875980495,-0.10862851636116076,0.00627296089053845,-0.12082023480558617,1.5949272317268024,0.7944432347331124,1.0936317102249504,0.7706079371730499,0.2609760004484002,0.18295245432295623,0.2630085183412436,0.08935911804040964,0.24277566079398455,0.07016584275718525,0.2752449535460708,0.0936370552304198,0.2316308030330225,0.07267589871944939,0.0027491959806776,0.01233169378651167,0.00285928154791282,0.01046945717366507,0.47013652473600615,0.10128184019951436,0.34294281977635266,0.07681743714617256,2.039149029460589,104.25874085855958,1.238665032466899,8.279956109323109,1.5378535079587372,170.2965429981116,1.2148297349068369,7.520758864326342,-0.06657705849039358,0.24836535803780108,0.259588362190359,0.20331281654039357,-0.40498692260202274,-0.28270981387536,0.3261399702781058,0.18570419971023444,0.3912515188335358,36.8220275444424,-0.02780652588458426,41.5299727250388,1.6318563837998137,0.12432716701095324
40,0.4030851693530992,0.7989472327091777,0.7909170567946475,-0.32158690873677465,0.34337041737863677,-0.3961181052088756,0.02855623270716453,-0.05785034429166571,-0.09466871378805444,-0.24817807293985303,0.0346783114899155,0.02575388618851095,-0.1261965791815645,0.02754653185641177,-0.1759541084151586,-0.1742665199971885,0.4379905504032397,-0.04907239478287142,1.0550824564729049,0.30855301288039905,0.33213307984116713,0.2883430554013852,0.21517382108448616,0.20812800687530075,0.0796567270890403,0.2875798345515316,0.2084069041363995,0.1969151944305972,0.08171342749876129,0.00552689144096092,0.03257251005518644,0.00368956554423791,0.01768659222471445,0.11433595334657484,0.1763135705666884,0.09434633239980604,0.1193875872067508,0.39708567994555255,678.3748445334799,1.0093427503459809,6.517860579668638,0.5222798051598697,-3139.3783210785987,1.6264346564156458,4.921693255054459,-0.1047804228146388,0.05330920186481366,0.5601769033007726,0.01649083236842492,-0.17931161928673972,-0.13701852678337367,0.2453627186293004,0.14583785764639487,0.17456896551724138,21.133165979723124,-0.01992689442197408,88.024292907279,1.6707051379128637,0.27797259263935586
41,0.3949020203287788,2.0753700406548226,-0.04559321097390464,-0.5870770456622788,0.15796217893602618,0.10167668651852316,-0.04907202115750231,0.5405920598365457,0.07218480230518914,0.266249141112818,-0.0504818291865698,0.03963387873939099,-0.09122586791882913,0.04066047497225892,-0.11569782533756244,0.01956307670566093,0.25813241392608705,1.1728678958239496,0.6248919220872712,1.206162198086512,0.17971605577373975,0.5816346075525138,0.10689681087345793,0.3834066320203128,0.05065988898031844,0.8250172374095867,0.11432211693876246,0.46112244033337935,0.0542175949193091,0.01582151251334292,0.01731415095064849,0.02177443491736643,0.00942705240406988,0.45235870941860534,0.08444958525464005,0.8200484009149749,0.05867654137532837,0.6455708796996452,138.67753933580858,0.8841402169200714,7.242665222938745,1.798875698817934,161.69777944640967,1.2508997250812557,6.152230402636412,-0.2011716500689084,0.8862976633873887,0.5438675745293966,0.4178904058560322,0.4875820821118936,0.6119547446636611,0.3368333744358681,0.2952237743642733,0.19979818365287588,13.276393141063192,0.02683023922689165,141.07190914666896,1.5637324521604952,0.04158860124136095
42,0.00101414074657226,-0.22128478855809836,9.464125651863217,2.397219590898003,NA,-0.3128213814850763,9.057437571220204e-4,NA,NA,-0.17692312374798252,-0.02247385248128615,0.4941039039635406,NA,0.04434677439620987,-0.06590438592033206,NA,NA,0.5002850373286034,0.3373676693714527,1.3413705269309957,705.6628806518573,344252.4424222711,0,0.19020498489010937,0.04669498909014026,0,0,0.1970397469286881,0.04943151606149494,7042.697976965485,0,0.01206676494808392,0.00778382953075068,0,0,0.28692024835402896,0.05622920927452503,NA,-2.4315725601174445,NA,NA,1.4651428613971378,25.97359553632739,1.302225493439987,6.722607801295265,2.7437888989004824,NA,NA,NA,0.03374792651740305,0.1340312736470915,0.3474750517596014,0.2884805449137879,0.00199800199800199,11.646255217851271,0.01129109784497027,63.68892399924822,1.5946665311421986,0.08724855856209117
44,0.0485178431066048,-0.6826355867798866,-0.1538082218564809,-0.34781094734268525,0.2711871409353622,0.00604356878987646,-0.01739112049312929,-0.1631961947845865,-0.6017375218776523,0.05226633210690305,-0.03184378206450835,0.04253335790793346,-0.24649653770531377,0.00948569124692939,-0.3444072391084573,0.02607313799550344,0.2831338730191989,0.3000668968942922,0.8273641952896482,0.5003127819744784,813.242688362685,0.16120468072648952,0.24961304599818893,0.06475958528812914,0.06697439256651778,0.17100660802509382,0.21818490353366668,0.07226729009515091,0.07187173809783631,0.00970718462676935,0.08044404664205308,0.00697668204709594,0.03309889727064224,0.13182183183827548,0.2376053474173011,0.07245669556071274,0.11299471096461852,0.9647335101976716,16.589245648554563,1.2217942452213668,2.86278735749245,1.23872726909646,10.714934380084843,1.7660245674918162,2.236032888395475,0.08772323827964956,0.2469854402423942,0.706721326557697,-0.1915558868506716,0.44157775441221125,0.46244796713388375,0.4181430651292055,0.3783378529624723,0.12244897959183672,9.118565475370684,0.003732678563289,95.83792924838258,1.541360287174858,0.5477916355709033
45,0.3541195448507114,-0.1913844223029916,0.5030392067959193,-0.36817359861896054,0.37316549856917175,-0.26816649093446177,-0.02293807952443091,0.1396690749237744,0.04194002425249694,-0.7055384389381049,0.00386145521552465,0.0089181463660816,-0.0933567730941496,0.00817125104622416,-0.1385426480814918,0.5348554133055682,0.5424186523992376,0.5797443429495701,1.020776237604187,0.26055161592953907,0.30906248981103285,0.20472709791354624,0.1618652983137058,0.28714401024213215,0.06034612351903659,0.2218927202719826,0.16390149174504184,0.25882184182203705,0.06520852708374383,0.0022740300806583,0.01816105113333679,0.00237188109646748,0.01070158091258076,0.21269512608360977,0.1320785793193908,0.24841170459845177,0.08489087346782898,0.9874189954371184,322.32075831376744,0.994982234530788,9.489699117866769,1.0323079250811205,259.7810928609291,1.473339819735737,6.64172504204922,-0.10460542710814912,0.4280956037672489,0.6367336700799832,0.33036655309597146,-0.00459831942365035,-0.41711191009463033,0.2406300919863805,0.2922879840589992,0.2066115702479339,37.76745870744504,0.22852866813631328,39.41439796457053,1.690242105300918,0.1519720213671446
