var,target,only,cat_size,exclude,val
var_high,select_scale,NA,2,NA,1.3550579779890601
sl_mean_obs_log_scale,RGR_scale,NA,-2,NA,-0.2766204
area_herb_log_scale,RGR_scale,NA,-2,NA,0.8124083
mean_toxic_conc_scale,RGR_scale,NA,-2,NA,-0.09414489
var_toxic_12_scale,RGR_scale,NA,-2,NA,0
select_scale,RGR_scale,NA,-2,NA,-0.07440113923440526
sl_mean_obs_log_scale,RGR_scale,NA,2,NA,-0.2766204
area_herb_log_scale,RGR_scale,NA,2,NA,0.1390919
mean_toxic_conc_scale,RGR_scale,NA,2,NA,-0.09414489
var_toxic_12_scale,RGR_scale,NA,2,NA,0
select_scale,RGR_scale,NA,2,NA,-0.07440113923440526
beta_numeric_scale,RGR_scale,sl_mean_obs_log_scale,-2,NA,-0.06441029753461068
var_high,RGR_scale,sl_mean_obs_log_scale,-2,NA,0.04721914230447382
beta_numeric_scale,RGR_scale,area_herb_log_scale,-2,NA,0
var_high,RGR_scale,area_herb_log_scale,-2,NA,1.3578148996335
beta_numeric_scale,RGR_scale,mean_toxic_conc_scale,-2,NA,-0.008925959474233336
var_high,RGR_scale,mean_toxic_conc_scale,-2,NA,0.37548469618168206
beta_numeric_scale,RGR_scale,var_toxic_12_scale,-2,NA,0
var_high,RGR_scale,var_toxic_12_scale,-2,NA,0
beta_numeric_scale,RGR_scale,select_scale,-2,NA,8.640858357964521e-4
var_high,RGR_scale,select_scale,-2,NA,0.013857523683541748
beta_numeric_scale,RGR_scale,sl_mean_obs_log_scale,2,NA,-0.04851528622977252
var_high,RGR_scale,sl_mean_obs_log_scale,2,NA,-0.01266148544086432
beta_numeric_scale,RGR_scale,area_herb_log_scale,2,NA,0
var_high,RGR_scale,area_herb_log_scale,2,NA,-0.18537380369280002
beta_numeric_scale,RGR_scale,mean_toxic_conc_scale,2,NA,0.044531515990115865
var_high,RGR_scale,mean_toxic_conc_scale,2,NA,0.3273753087728057
beta_numeric_scale,RGR_scale,var_toxic_12_scale,2,NA,0
var_high,RGR_scale,var_toxic_12_scale,2,NA,0
beta_numeric_scale,RGR_scale,select_scale,2,NA,-0.0043109149581823936
var_high,RGR_scale,select_scale,2,NA,-0.02374195921599275
beta_numeric_scale,sl_mean_obs_log_scale,NA,-2,NA,0.3485296323741499
var_high,sl_mean_obs_log_scale,NA,-2,NA,-0.2555068201564768
beta_numeric_scale,area_herb_log_scale,NA,-2,NA,0
var_high,area_herb_log_scale,NA,-2,NA,1.2971783
beta_numeric_scale,mean_toxic_conc_scale,NA,-2,NA,0.0339411258885852
var_high,mean_toxic_conc_scale,NA,-2,NA,-1.4277874977058724
beta_numeric_scale,var_toxic_12_scale,NA,-2,NA,0.10218463834890158
var_high,var_toxic_12_scale,NA,-2,NA,1.77058230130114
beta_numeric_scale,select_scale,NA,-2,NA,-0.047154051556080004
var_high,select_scale,NA,-2,NA,-0.7562193003789199
beta_numeric_scale,sl_mean_obs_log_scale,NA,2,NA,0.2625203658639097
var_high,sl_mean_obs_log_scale,NA,2,NA,0.06851238132604237
beta_numeric_scale,area_herb_log_scale,NA,2,NA,0
var_high,area_herb_log_scale,NA,2,NA,-0.6584373
beta_numeric_scale,mean_toxic_conc_scale,NA,2,NA,-0.1693319126748431
var_high,mean_toxic_conc_scale,NA,2,NA,-1.2448506628276657
beta_numeric_scale,var_toxic_12_scale,NA,2,NA,-0.07600077224664765
var_high,var_toxic_12_scale,NA,2,NA,1.5045170988100025
beta_numeric_scale,select_scale,NA,2,NA,0.23525105697936
var_high,select_scale,NA,2,NA,1.29562309962108
sl_mean_obs_log_scale,RGR_scale,NA,-2,NA,-0.1848058
area_herb_log_scale,RGR_scale,NA,-2,NA,1.046745
mean_toxic_conc_scale,RGR_scale,NA,-2,NA,-0.2629836
var_toxic_12_scale,RGR_scale,NA,-2,NA,0
select_scale,RGR_scale,NA,-2,NA,-0.01832474214371167
sl_mean_obs_log_scale,RGR_scale,NA,2,NA,-0.1848058
area_herb_log_scale,RGR_scale,NA,2,NA,0.281536
mean_toxic_conc_scale,RGR_scale,NA,2,NA,-0.2629836
var_toxic_12_scale,RGR_scale,NA,2,NA,0
select_scale,RGR_scale,NA,2,NA,-0.01832474214371167
beta_numeric_scale,RGR_scale,sl_mean_obs_log_scale,-2,NA,-0.021252630630594512
var_high,RGR_scale,sl_mean_obs_log_scale,-2,NA,0.06527052002449578
beta_numeric_scale,RGR_scale,area_herb_log_scale,-2,NA,0
var_high,RGR_scale,area_herb_log_scale,-2,NA,1.5199262739804
beta_numeric_scale,RGR_scale,mean_toxic_conc_scale,-2,NA,-0.00692001575429437
var_high,RGR_scale,mean_toxic_conc_scale,-2,NA,0.19320838002758647
beta_numeric_scale,RGR_scale,var_toxic_12_scale,-2,NA,0
var_high,RGR_scale,var_toxic_12_scale,-2,NA,0
