rep_id,var_toxic_12,estimate__less_toxic_f0:state1:cos_theta_pi,estimate__less_toxic_f1:state1:cos_theta_pi,estimate__less_toxic_f0:state2:cos_theta_pi,estimate__less_toxic_f1:state2:cos_theta_pi,estimate__less_toxic_f0:state1:cos_2theta,estimate__less_toxic_f1:state1:cos_2theta,estimate__less_toxic_f0:state2:cos_2theta,estimate__less_toxic_f1:state2:cos_2theta,estimate__less_toxic_f0:state1:sl,estimate__less_toxic_f1:state1:sl,estimate__less_toxic_f0:state2:sl,estimate__less_toxic_f1:state2:sl,estimate__less_toxic_f0:state1:logsl,estimate__less_toxic_f1:state1:logsl,estimate__less_toxic_f0:state2:logsl,estimate__less_toxic_f1:state2:logsl,se__less_toxic_f0:state1:cos_theta_pi,se__less_toxic_f1:state1:cos_theta_pi,se__less_toxic_f0:state2:cos_theta_pi,se__less_toxic_f1:state2:cos_theta_pi,se__less_toxic_f0:state1:cos_2theta,se__less_toxic_f1:state1:cos_2theta,se__less_toxic_f0:state2:cos_2theta,se__less_toxic_f1:state2:cos_2theta,se__less_toxic_f0:state1:sl,se__less_toxic_f1:state1:sl,se__less_toxic_f0:state2:sl,se__less_toxic_f1:state2:sl,se__less_toxic_f0:state1:logsl,se__less_toxic_f1:state1:logsl,se__less_toxic_f0:state2:logsl,se__less_toxic_f1:state2:logsl,shape_1,scale_1,shape_2,scale_2,shape_3,scale_3,shape_4,scale_4,kappa1_1,kappa2_1,kappa1_2,kappa2_2,kappa1_3,kappa2_3,kappa1_4,kappa2_4,on_toxic,sl_mean_obs,ta_mean_obs,sl_kurt_obs,ta_kurt_obs,prop_explore
1,0.05477811058878575,-0.527918390685049,-0.3920545622337723,0.5505493942832884,0.02006967893037895,-0.27417471812079314,-0.00480892579534868,0.581237497435861,0.5903939006657253,6.348900398338858e-4,0.05290157873501749,-3.744828879047255,-2.8894565455369077,-0.05926409126274015,-0.06208068538956513,24.944252030260053,22.373316252676812,0.15680189705776126,0.5400254212315622,0.3039158010470574,1.0979227253245594,0.15163633885931033,0.5411746349395596,0.2951199312316038,1.3850380478905056,0.01481313778021883,0.01461973768964205,0.8465911614003812,3.1455584667830636,0.07720469511323705,0.27344808501235435,5.641183560992557,24.32722009302936,0.5945721000756049,16.63237300420874,0.5917555059487799,127.27466811968692,25.5980882215984,0.26277151820553296,23.02715244401516,0.33895833017828503,0.16499261665309362,-0.06614331401886789,0.3008564451043703,0.20322247830657655,1.243460401621431,0.7892689015377862,0.7129806862685215,0.7984253047676505,0.8789237668161435,10.821284128180382,0.3093866453166073,26.456731698675338,1.4638191126254902,0.6458167832959222
3,0.03191177362036162,0.5566980999058354,-1.037332598961397,0.20892865316422213,NA,-0.4732479506422335,0.2339408649797664,-0.1467036762336778,NA,0.00954874395192187,0.00801999356812233,-0.3153683965863542,NA,0.4416934500151968,0.45711598776473616,1.056359216542209,NA,0.6170904562910178,0.2728604249152961,0.1381891878045693,0,0.5371683001540958,0.3056391674907002,0.14305716538697982,0,0.00592204201111201,0.00349589030062841,0.04709245448672444,0,0.35217039018302937,0.21517699547234548,0.1783004371346089,0,0.8642098323830048,254.26184105341423,0.8796323701325441,183.0930456154801,1.478875598910017,3.040899236768803,NA,NA,0.8333210093565977,-0.09971053500885912,-0.7607096895106349,0.6074782806131408,0.48555156261498433,0.2268337393996966,NA,NA,0.8366336633663366,31.628935771042443,-0.09815467282679063,19.558478831313465,1.6597308224727054,0.17024396049826057
8,0.6232788089912831,-0.01336123309122679,-0.26978897738153323,0.03163902257159547,-0.3340588728048623,0.0961132991612284,-0.01191524414441038,-0.03938240267453354,-0.09803396539879326,0.01294834128343591,0.02421342559789525,-0.3498748823993906,-0.24177594184275383,0.16738209997065256,0.08615232131186164,1.7639105823685384,1.7486638291340155,0.17006531908211367,0.29383167188986326,0.08820826817377543,0.15246939326348236,0.1803850889536519,0.3068392939881398,0.08916929385848342,0.1591946088640292,0.00316311152038172,0.00607627249776184,0.03412866674714242,0.04510577287391428,0.10569559891530377,0.18741099614752024,0.19052196485408837,0.34332514701175076,0.756462665461575,64.17305702658197,0.6752328868027841,231.60053207991623,2.352991147859461,2.6426636182087435,2.3377443946249383,3.699495229004977,0.4035741259294688,0.34565769577381805,0.14714638163916238,0.23762915246817928,0.448574381592291,0.2101619939380561,0.08287648621583332,0.15151043121379637,0.6879084967320261,20.716332046708903,-0.1692404411791889,55.77247638763094,1.568608062310641,0.3053346425997556
16,0.12694422955454077,-0.0384632854458638,-0.63791465402517,-0.0374715744037479,-0.10832541353157424,0.12734407175707527,0.1096139342543083,-0.25831816640699445,-0.04402981013882526,0.00840252642015832,0.0092466603336682,-0.45318863331932374,-0.25573141674380145,0.7695585660989342,0.6177982596782982,1.9525381238213988,1.0896137920947775,0.2813892869302549,0.2726696663753747,0.1972150225962407,0.10613472451757185,0.3056994408038918,0.29134488191354613,0.1884332310443982,0.1063622920992669,0.00440666557792516,0.00469638910433316,0.09200490287960812,0.03091896616878785,0.2878553378759568,0.2640554657128759,0.4202598483467614,0.15054771842827025,1.2827555395699206,65.57778457094429,1.1309952331492847,69.42066488090231,2.4657350972923853,2.097138506575696,1.6028107655657642,3.579315725337671,0.5166830762532171,0.33607681986606375,-0.08276829232608918,0.3183466823632968,0.5176747872953329,-0.049585418298006,0.4468209481675066,0.1647029379701632,0.3184713375796178,21.527514163973414,-0.04121822376184404,57.737579774516014,1.4690583795701706,0.2289432684259307
20,0.12829608917332125,-1.5114267835619306,-2.0614036147863537,0.8281374841890445,0.787927804476313,-0.4306515703795843,-0.5777366667242819,-0.39431003556004673,-0.6910299858916973,0.00607715239841995,0.00988141504588572,-0.43869443759837934,-0.4163418111632419,-0.02260971558925498,0.09801886274262502,1.341507325427864,1.6278519328468972,0.1511800024855282,0.391012546679624,0.12010894605122815,0.21446463475886773,0.13963431117046082,0.28970902549621863,0.10311499477664925,0.17238830399802177,0.00255041735855909,0.00265705172083103,0.04238472448594197,0.06752907749006673,0.03260318140823301,0.07851582472627294,0.12955145770236598,0.27211365577198476,0.375741141328704,48.88121216162319,0.496369719660584,60.04745490783508,1.739858182345823,2.1494774667766654,2.026202789764856,2.2579646925140886,-1.0585724217568169,0.33189328025098425,-1.60854925298124,0.18480818390628664,1.2809918459941585,0.3682348150705218,1.240782166281427,0.07151486473887125,0.7522123893805309,15.132077420360996,-0.07843067231217946,102.76774999324506,1.5221657303628593,0.34926346921124857
23,0.4612302584441827,-0.6828154464783988,-0.4786683514652834,0.09873183269607697,-0.13172569758888106,0.6375670112830361,0.25783169515567117,-0.2980556070463411,-0.04077876567282804,-0.02740486360301222,7.51790181923091e-4,-0.16826999308954887,-0.18206458086900149,3.1007264793200013,1.7260081784344847,0.7421619072073576,1.201894266882812,0.2943180920707022,0.24909607506750872,0.13533844325886393,0.16760921865635495,0.3812835196704642,0.29492965450180125,0.12911118472844896,0.17258438206382773,0.0187476913406361,0.00411973668093852,0.02813776019187761,0.03891046002425981,1.1139522829241326,0.39277562864587184,0.15515622887617944,0.29308829002467823,3.7296400921361497,17.95654470460206,2.354921791250633,36.3195937323596,1.371075520023506,5.08763111609208,1.8308078796989604,4.753987817395839,-0.29953555588510583,0.8953347314845361,-0.09538846087199047,0.5155994153571712,0.48201172328936986,-0.04028788684484102,0.25155419300441184,0.21698895452867203,0.5852417302798982,22.24633641904403,-0.2240609826153616,107.13777769821242,1.6354619975190068,0.19461097599927035
24,0.4580913996851408,-0.5563607911815205,-0.9522578055601892,0.12817569168452086,-0.08807808620910096,0.00630201994300069,-0.1980351838070173,-0.02372301940902274,-0.06871485931444886,0.01143598527503816,0.00871872643366925,-0.21603029186357264,-0.14857335524981186,0.15022491118936915,0.0990720655204457,1.1637058681004273,0.913837536817589,0.21230661873308587,0.21459967482991232,0.09119684206285791,0.08082514429640485,0.22096983105884113,0.21290222260428215,0.09017826861630224,0.08258907008587141,0.00220705970628029,0.00196322917812985,0.02156202951496019,0.01410853018597333,0.10774434388361108,0.09055461407139628,0.124465244687509,0.09653043009306107,0.590629753096175,292.2207420951244,0.5394769074272515,162.8842392731121,1.6041107100072332,4.331097735966226,1.354242378724395,6.11877480180574,-0.04089932743299951,0.28604142868182886,-0.43679634181166815,0.08170422493181093,0.6436371554330418,0.25601638932980547,0.42738337753942,0.21102454942437932,0.4602076124567474,29.447909480199723,-0.01155788490675957,48.543162220460566,1.4910690405947509,0.16547074634188608
31,0.2087861018267453,-0.6787005529570656,-0.09351171727861946,-0.10035863892198577,-0.00767689600581577,-0.3760128725942385,0.20368555146624956,-0.14642196917611752,-0.01065126220136465,0.01481823982937675,0.01683901271094226,-0.17588978158597446,-0.26143174931202906,0.3848161649951473,0.27653747440195875,0.9970564109562882,1.2248442421944004,0.29090918918692954,0.1777140635904481,0.28146580302228325,0.05089474280641015,0.2667781687601932,0.19436262242857844,0.28395909216112714,0.05301281592821303,0.00448569260716855,0.00337124806872181,0.06177473961651623,0.01565001082404422,0.2116856687161174,0.12705774864862657,0.3794135182661571,0.08149461819060659,0.8995177880737286,84.8772954396877,0.79123909748054,102.44914009453078,1.5117580340348695,4.938521940928827,1.7395458652729816,3.4718400436832115,-0.26176530121667996,-0.10337779272582198,0.32342353446176614,0.47632063133466607,0.3165766128183998,0.126213110692299,0.4092583557345698,0.26198381766705187,0.06930693069306931,19.502488726236255,-0.08225119974212469,88.23878032272843,1.5430643589710376,0.1388435168110789
32,0.24012873829447437,-0.2949289222442691,-0.23967414288300495,0.07646831261078475,-0.21079028377286288,-0.1095799828504474,-0.09114654646586191,-0.13974909539867117,0.01045177494078319,0.01344120338277395,0.00690270089332435,-0.2639059569947364,-0.2203645807428544,0.2055166229978756,0.23344106863688335,1.2286774933431237,0.988877987622284,0.19291920751949432,0.17149360413635625,0.0911141123443159,0.11806592176685592,0.20160990625149197,0.1821446034198898,0.09222903144893284,0.12967267545221894,0.0056140271810505,0.00262570132203424,0.02918981135530083,0.03461546838428495,0.12248635494176592,0.09870980140795611,0.14447073787528852,0.17916577489054658,0.7744070967739296,48.585917909005545,0.8023315424129375,36.87234338191086,1.7975679671191775,3.356501519857647,1.557768461398338,3.931004895604554,0.14683646045248927,0.23229140251897995,0.20209123981375335,0.25072483890356545,0.5182336953075432,0.20212228997075615,0.23097509892389548,0.35232316031021055,0.6505460218408736,16.7399328391577,-0.06748969240654092,100.69288832972649,1.5406943895345302,0.27122636485749424
33,0.22868577309922625,-0.12467512001420591,-0.11202126554373276,-0.0236399955577311,-4.3256749595975473e-4,-0.17779593214087788,0.04647080894689429,0.25503886413249777,-0.03028579394716893,0.00456174894124965,0.00701216801219002,-1.0103242584929075,-0.9678723252126934,0.05136368829787103,0.07152228599283368,2.621653640937183,2.508884736491495,0.20943815932141352,0.1805501644670828,0.2143181554015466,0.1308945814457439,0.20934656851487063,0.1937548156831816,0.23651227863456067,0.13393495885538337,0.00197481439063218,0.00146906735901369,0.22660044834630808,0.12876765559700645,0.06629875408761995,0.0635745481441358,0.604198259097673,0.34524246430746114,0.41449472081215694,133.89453898803555,0.4346533185071196,199.27680755256492,2.984784673451469,0.9781342280425628,2.872015769005781,1.0205095491716043,0.3506564288249878,0.16320434158423128,0.36331028329546095,0.3874710826720035,0.4516915532814626,0.5960391378576069,0.47489898134323394,0.3107144797779402,0.3367003367003367,30.147251762798568,-0.05470932961308443,40.478883741723365,1.5126958518417966,0.45432739352755275
