n_keypoints,frames,prop_kp,rep_id,beta,syn_id,cam_id,arena_id,mean_trt,var_trt,low_diet,high_diet,assemble_date,date_start,time_start,cat_pre_wt,date_end_camera,time_end_camera,cat_post_wt,cat_dead_cam_end,pupation_date,pupal_weight,pupated_cam_end,eclosure_date,sex,death_date,deformed_adult,notes,temperature,session_id,error,premature_camera_end,camera_cutoff,exp_start,exp_end,today,exp_time_elapsed,diet_age,surv_time,RGR,dead,pupated,eclosed,pupation_time,eclosure_time,adult_time,repID,toxic,sl,logsl,moved:cos_theta_pi,moved:cos_2theta,shape,scale,kappa1,kappa2,on_toxic,ud_estimate,ud_lower,ud_upper
1194,1220,0.978688524590164,64,-5,beta-5_id18,3,3,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.054,2023-12-09T07:00:00.000000Z,18:47:00,0.2063,0,2023-12-13T07:00:00.000000Z,0.2338,0,2023-12-31T07:00:00.000000Z,male,2024-01-07T07:00:00.000000Z,0,NA,22,3,0,0,439353,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,34,0.010960998011554575,1,1,1,9,27,7,rep64,-0.21636316308589174,0.0036122712516057907,1.2952647230682321,-0.27404062250600714,0.07586597035789419,1.7092162443306267,95.3546092370018,-0.27404062250600714,0.1871324997995077,0.3135593220338983,1341347.5408971938,1262765.3018089607,1423292.9834422092
1220,1220,1,65,0,beta0_id24,4,4,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0133,2023-12-09T07:00:00.000000Z,18:47:00,0.1387,0,2023-12-14T07:00:00.000000Z,0.2597,0,2023-12-31T07:00:00.000000Z,male,2024-01-08T07:00:00.000000Z,0,NA,22,3,0,0,439354,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,35,0.019173089481475353,1,1,1,10,27,8,rep65,0.35476363897771157,0.004631879128382445,1.074786055620244,0.18517487562145038,-1.3547655020027716,1.4087023061869046,1336.8797674897735,0.18517487562145038,0.26404140178207625,0.4247871333964049,293484.09095659084,276125.28912997944,311430.0164723908
1181,1219,0.9688269073010665,66,-5,beta-5_id17,5,5,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0108,2023-12-09T07:00:00.000000Z,18:47:00,0.1323,0,2023-12-15T07:00:00.000000Z,0.2516,0,2024-01-03T07:00:00.000000Z,male,2024-01-09T07:00:00.000000Z,0,NA,22,3,0,0,438989,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,36,0.020489512909832926,1,1,1,11,30,6,rep66,-1.3490541375984912,0.0034567725944078713,1.6348686480794181,0.3573850752116254,-1.7076946524553702,2.0681421638618698,68.62080259467518,0.3573850752116254,0.2658943865676042,0.09046692607003891,285625.75337348663,268494.22497644473,303442.0504094865
1219,1219,1,68,5,beta5_id19,7,7,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0716,2023-12-09T07:00:00.000000Z,18:47:00,0.2628,0,2023-12-09T07:00:00.000000Z,0.235,1,2023-12-27T07:00:00.000000Z,female,2024-01-07T07:00:00.000000Z,0,NA,22,3,0,0,354662,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,34,0.010633486814587886,1,1,1,5,23,11,rep68,-0.4700070594164113,-0.0024332747848490282,3.458794629347146,0.2695074400840059,-0.855751690334964,4.2400192326833945,19.415708702998103,0.2695074400840059,0.12898862382369303,0.37613636363636366,340613.6163197207,318490.4262167274,363685.62252323545
891,891,1,69,5,beta5_id21,8,8,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0595,2023-12-08T07:00:00.000000Z,10:00:00,NA,1,NA,NA,0,NA,NA,2023-12-08T07:00:00.000000Z,0,NA,22,3,0,0,320770,2023-12-04T23:30:00.000000Z,2023-12-08T17:00:00.000000Z,2024-01-17T00:00:00.000000Z,89.5,0,4,NA,1,0,0,44,44,NA,rep69,0.2504397473544052,-0.006064413933044884,2.381768626160912,0.31247011246115924,0.001191021193363055,2.9172291544685165,30.377327810482942,0.31247011246115924,0.001191021193363055,0.5847133757961783,278334.92140865367,259234.56755794375,298340.5402043958
513,578,0.8875432525951558,70,0,beta0_id19,9,9,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0697,2023-12-08T07:00:00.000000Z,10:00:00,NA,1,NA,NA,0,NA,NA,2023-12-08T07:00:00.000000Z,0,NA,22,3,0,0,192464,2023-12-04T23:30:00.000000Z,2023-12-08T17:00:00.000000Z,2024-01-17T00:00:00.000000Z,89.5,0,4,NA,1,0,0,44,44,NA,rep70,-0.31369790523657004,0.002381748642744884,0.6113186322977613,-0.005861573222198913,-0.04121605453463464,0.9649878167109152,1486.9131229894535,-0.005861573222198913,0.3221934362268196,0.20855614973262032,897454.5893847484,809682.0571720623,989170.9407709346
1220,1224,0.9967320261437909,71,-5,beta-5_id23,10,10,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0092,2023-12-09T07:00:00.000000Z,18:47:00,0.0696,0,NA,NA,0,NA,NA,2023-12-11T07:00:00.000000Z,0,NA,22,3,0,0,440796,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,7,0.01654813479584609,1,0,0,44,44,NA,rep71,-0.15012672579929784,0.002014306177482781,0.7825313693834477,-0.10359436541603152,-0.08387623190586455,1.1399082301527124,433.37707869434297,-0.10359436541603152,0.21299437549217717,0.38200339558573854,919553.1225340511,868065.2049936868,972835.2419678583
1224,1224,1,72,5,beta5_id17,11,11,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0634,2023-12-09T07:00:00.000000Z,18:47:00,0.2534,0,2023-12-09T07:00:00.000000Z,0.2185,1,2023-12-27T07:00:00.000000Z,female,2024-01-07T07:00:00.000000Z,0,NA,22,3,0,0,415925,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,34,0.011330288181359073,1,1,1,5,23,11,rep72,-1.9436684530717712,7.001164898690842e-4,3.3615006456942007,0.11442381565569136,0.043142355429939085,4.054771275518374,20.327387029612865,0.11442381565569136,0.04449793340370612,0.011607142857142858,121768.3409308375,114733.42025915007,129011.306277122
1220,1220,1,73,5,beta5_id22,12,12,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0638,2023-12-09T07:00:00.000000Z,18:47:00,0.0816,0,NA,NA,0,NA,NA,2023-12-11T07:00:00.000000Z,0,NA,22,3,0,0,439350,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,7,0.002012343505132757,1,0,0,44,44,NA,rep73,-0.8406230746896198,0.001297797753061584,1.7082527168016832,0.09301883587037664,-0.326245758132657,2.1490775141803935,66.23734697683258,0.09301883587037664,0.18141348158558412,0.19652173913043477,988309.8791575902,931322.3245813345,1045950.1857860016
443,554,0.7996389891696751,75,0,beta0_id23,14,14,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0061,2023-12-08T07:00:00.000000Z,10:00:00,NA,1,NA,NA,0,NA,NA,2023-12-08T07:00:00.000000Z,0,NA,22,3,0,0,186338,2023-12-04T23:30:00.000000Z,2023-12-08T17:00:00.000000Z,2024-01-17T00:00:00.000000Z,89.5,0,4,NA,1,0,0,44,44,NA,rep75,-0.8120624127623514,0.002910626515171141,0.7850919139869417,0.17662865576568595,-1.000958488210148,1.1364769541182511,377.7608844540919,0.17662865576568595,0.618277818157678,0.1746031746031746,1091978.5119332857,972578.0060599241,1215643.075055245
1218,1219,0.9991796554552912,77,0,beta0_id17,16,16,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0649,2023-12-09T07:00:00.000000Z,18:47:00,0.6974,0,2023-12-11T07:00:00.000000Z,0.2246,0,2023-12-27T07:00:00.000000Z,female,2024-01-07T07:00:00.000000Z,0,NA,22,3,0,0,437896,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,34,0.01941811239360643,1,1,1,7,23,11,rep77,0.1342406617123269,0.003285869228482366,0.6611319342913649,0.10714474052968276,-0.6263948919497409,1.025649677260199,303.4668526292461,0.10714474052968276,0.2494887390426479,0.5104261106074343,476693.83527227654,449099.4937723615,505463.44428644364
1184,1224,0.9673202614379085,78,5,beta5_id23,17,17,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0346,2023-12-09T07:00:00.000000Z,18:47:00,0.2499,0,2023-12-13T07:00:00.000000Z,0.2811,0,2023-12-31T07:00:00.000000Z,male,2024-01-13T07:00:00.000000Z,1,NA,22,3,0,0,440800,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,40,0.016169064923897192,1,1,1,9,27,13,rep78,-1.317318481262406,0.0055965860301244305,0.7142832210860761,0.07249911919781689,-0.22900674570416474,1.1171019124459882,316.22782588992317,0.07249911919781689,0.08976290847051088,0.058485139022051776,456433.9226342219,429123.36642283667,484479.6702387903
1145,1225,0.9346938775510204,79,0,beta0_id18,18,18,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0662,2023-12-09T07:00:00.000000Z,18:47:00,0.2692,0,2023-12-10T07:00:00.000000Z,0.2319,0,2023-12-29T07:00:00.000000Z,male,2024-01-07T07:00:00.000000Z,0,NA,22,3,0,0,441151,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,34,0.011471507167732944,1,1,1,6,25,9,rep79,-0.31728591420759844,0.004085420049149306,0.9678174105578609,0.008333760168590453,-1.1995549893368,1.3511722906910866,227.95276443313386,0.008333760168590453,0.29031699102359676,0.17359187442289936,455561.904353862,428904.23694629763,483042.9130653086
1223,1225,0.9983673469387755,81,5,beta5_id24,20,20,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0362,2023-12-09T07:00:00.000000Z,18:47:00,0.2476,0,2023-12-11T07:00:00.000000Z,0.2152,0,2023-12-27T07:00:00.000000Z,female,2024-01-07T07:00:00.000000Z,0,NA,22,3,0,0,441162,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,34,0.015723773384042922,1,1,1,7,23,11,rep81,-0.22792491021901015,0.005454472084818383,1.9071667168841355,0.030239832584130384,-0.482894220660532,2.4406898715258527,49.69796953404151,0.030239832584130384,0.0329549147586643,0.32189239332096475,395887.67837431864,372593.3334039869,419816.42319356557
1224,1224,1,82,-5,beta-5_id20,21,21,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0291,2023-12-09T07:00:00.000000Z,18:47:00,0.2168,0,2023-12-12T07:00:00.000000Z,NA,0,NA,NA,2023-12-16T07:00:00.000000Z,0,failed pupation,22,3,0,0,440794,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,12,0.016422819370762256,1,1,0,8,NA,NA,rep82,0.00813972572242769,0.011452187821234186,1.0069057189008919,-0.3636972160062038,-0.08209352588053029,1.4383419733543654,188.84895529559893,-0.24979695234727456,-0.08209352588053029,0.44502164502164504,883553.7621986222,834346.843208095,936463.752477335
1225,1225,1,83,0,beta0_id20,22,22,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0313,2023-12-09T07:00:00.000000Z,18:47:00,0.2534,0,2023-12-10T07:00:00.000000Z,0.2335,0,2023-12-30T07:00:00.000000Z,male,2024-01-08T07:00:00.000000Z,1,NA,22,3,0,0,441165,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,35,0.017102503778173076,1,1,1,6,26,9,rep83,1.230641785279831,-0.021953667498188924,7.228922327064139,0.36288373343259217,-0.11583025727638564,7.999651163289841,9.85265871808381,0.36288373343259217,0.2505631319711074,0.27313167259786475,418315.4159153963,394056.8142693953,443815.42799496243
1225,1225,1,84,-5,beta-5_id24,23,23,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0457,2023-12-09T07:00:00.000000Z,18:47:00,0.2018,0,2023-12-13T07:00:00.000000Z,0.2397,0,2023-12-30T07:00:00.000000Z,male,2024-01-07T07:00:00.000000Z,0,NA,22,3,0,0,441154,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,34,0.012145390295919448,1,1,1,9,26,8,rep84,-0.37747219785662545,0.00353029314582742,0.9732942619713404,-0.03877198365118526,-0.8883643171934704,1.2972930787198589,1716.068304370215,-0.03877198365118526,0.7998419152123636,0.3321616871704745,1070099.2159508704,1008828.4622294172,1132467.399477072
887,1225,0.7240816326530612,86,NA,NA,25,25,0 mg/g,constant,0 mg/g,0 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0242,2023-12-09T07:00:00.000000Z,18:47:00,0.3127,0,2023-12-11T07:00:00.000000Z,0.2879,0,2023-12-30T07:00:00.000000Z,female,2024-01-17T07:00:00.000000Z,0,NA,22,3,0,0,441155,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,44,0.020925923112725814,1,1,1,7,26,18,rep86,NA,-0.00443680595847936,3.3096787189671057,0.07005895837958527,-0.5211716853063604,4.072056317218009,16.431802645956402,0.07005895837958527,-0.31854849921477024,NA,52687.75081706249,48860.230512726426,56596.519102652725
1225,1225,1,88,NA,NA,27,27,0.5 mg/g,constant,0.5 mg/g,0.5 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0668,2023-12-09T07:00:00.000000Z,18:47:00,0.2569,0,2023-12-09T07:00:00.000000Z,0.2297,1,2023-12-26T07:00:00.000000Z,female,2024-01-07T07:00:00.000000Z,0,NA,22,3,0,0,369433,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,34,0.011015269103774605,1,1,1,5,22,12,rep88,NA,0.004534283191451336,1.440191385026556,0.24298328850196654,-0.1251015034992376,2.00787214464557,56.17665778764733,0.24298328850196654,0.19113187135706472,NA,355732.0693847285,332803.36308150657,379326.0664850302
1215,1225,0.9918367346938776,89,NA,NA,28,28,1 mg/g,constant,1 mg/g,1 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.018,2023-12-09T07:00:00.000000Z,18:47:00,0.0958,0,2023-12-15T07:00:00.000000Z,0.2822,0,2024-01-03T07:00:00.000000Z,female,2024-01-09T07:00:00.000000Z,0,NA,22,3,0,0,441157,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,36,0.013672271449480581,1,1,1,11,30,6,rep89,NA,0.0051640748863557495,0.7978724542173744,0.0175898758286924,-0.143053401986516,1.1693367625393556,303.25016976083816,0.0175898758286924,0.46465716798154394,NA,768402.383168174,722334.4932960175,817014.9789150273
1209,1225,0.986938775510204,90,NA,NA,29,29,2 mg/g,constant,2 mg/g,2 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0347,2023-12-09T07:00:00.000000Z,18:47:00,0.1504,0,2023-12-14T07:00:00.000000Z,0.2432,0,2023-12-31T07:00:00.000000Z,male,2024-01-07T07:00:00.000000Z,0,NA,22,3,0,0,441163,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,34,0.011993120277194434,1,1,1,10,27,7,rep90,NA,0.004431123320131277,0.9751793612346482,-0.0636129267320761,-0.15476405696174383,1.3415753713913117,172.07359352142925,-0.0636129267320761,0.3006449943805332,NA,574135.0229665637,540674.2110562824,608411.4234398097
74,75,0.9866666666666667,91,NA,NA,30,30,1.5 mg/g,constant,1.5 mg/g,1.5 mg/g,2023-12-04T07:00:00.000000Z,2023-12-04T07:00:00.000000Z,16:30:00,0.0466,2023-12-09T07:00:00.000000Z,18:47:00,0.2046,0,2023-12-13T07:00:00.000000Z,0.1904,0,NA,NA,2024-01-07T07:00:00.000000Z,0,"camera stopped prematurely, failed pupation",22,3,0,1,26671,2023-12-04T23:30:00.000000Z,2023-12-10T01:47:00.000000Z,2024-01-17T00:00:00.000000Z,122.28333333333333,0,34,0.012098593259255221,1,1,0,9,NA,NA,rep91,NA,0.00152031688013996,0.5718848260290551,-0.4985598266877187,-0.24139607737769583,0.9454628875961713,436.0887838885686,-0.2463855706821917,0.1187367974729894,NA,810350.4026199009,631901.7867640046,1010343.0001533749
1204,1213,0.9925803792250618,92,5,beta5_id28,1,1,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.0197,2023-12-16T07:00:00.000000Z,18:00:00,0.144,0,2023-12-21T07:00:00.000000Z,0.2387,0,2024-01-07T07:00:00.000000Z,female,2024-01-17T07:00:00.000000Z,1,NA,21,4,0,0,436829,2023-12-11T23:38:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121.36666666666666,0,37,0.016389958779171033,1,1,1,10,27,10,rep92,-0.7151033947660931,0.009838757949800216,1.446495383621542,0.18011980532317662,-0.3068118857638058,2.008332705423562,60.00860561147842,0.18011980532317662,-0.3068118857638058,0.228515625,472579.49323416804,444960.2884642517,502813.4483487463
1171,1213,0.9653751030502885,93,0,beta0_id25,2,2,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.0167,2023-12-16T07:00:00.000000Z,18:00:00,0.1083,0,2023-12-21T07:00:00.000000Z,0.2847,0,2024-01-07T07:00:00.000000Z,NA,NA,0,NA,21,4,0,0,436826,2023-12-11T23:38:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121.36666666666666,0,NA,0.015403705860348,0,1,1,10,27,NA,rep93,-0.23137401444259126,0.003434843730267365,1.0248352419354403,-0.06194056980675982,-0.08641592190387361,1.3927264657227036,161.8979291161061,-0.06194056980675982,0.06496865971870892,0.3931707317073171,878516.0015157989,825463.5620579488,933218.6556184924
1203,1213,0.9917559769167353,94,0,beta0_id27,3,3,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.006,2023-12-16T07:00:00.000000Z,18:00:00,0.0681,0,2023-12-23T07:00:00.000000Z,0.2691,0,2024-01-14T07:00:00.000000Z,female,NA,1,NA,21,4,0,0,436834,2023-12-11T23:38:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121.36666666666666,0,NA,0.020015526590997625,0,1,1,12,34,NA,rep94,-0.3882589008647113,0.003996794170260195,0.6975544885042976,-0.18596512573524626,-0.6531961423784554,1.0231110124414187,711.3631340745706,-0.18596512573524626,0.8107612463776854,0.27495107632093935,559375.7756118072,524562.4816102016,594411.3618328872
893,893,1,95,0,beta0_id32,4,4,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.1344,2023-12-15T07:00:00.000000Z,10:04:00,0.2732,0,2023-12-15T07:00:00.000000Z,0.2499,1,2024-01-04T07:00:00.000000Z,female,2024-01-09T07:00:00.000000Z,0,NA,21,4,0,0,265631,2023-12-11T23:38:00.000000Z,2023-12-15T17:04:00.000000Z,2024-01-17T00:00:00.000000Z,89.43333333333334,0,29,0.007931983223342369,1,1,1,4,24,5,rep95,-0.7063988830528009,0.005699672743479054,0.678174432659276,-0.016798033189505783,-0.21509571226674196,1.0637730159351935,354.5580528337358,-0.016798033189505783,0.14928444638482002,0.10614525139664804,310420.4541988781,288577.4268610526,334096.7270300607
893,893,1,97,-5,beta-5_id27,6,6,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.1237,2023-12-15T07:00:00.000000Z,10:04:00,0.2465,0,2023-12-15T07:00:00.000000Z,0.2093,1,2024-01-03T07:00:00.000000Z,male,2024-01-08T07:00:00.000000Z,0,NA,21,4,0,0,265628,2023-12-11T23:38:00.000000Z,2023-12-15T17:04:00.000000Z,2024-01-17T00:00:00.000000Z,89.43333333333334,0,28,0.007709683720659365,1,1,1,4,23,5,rep97,0.026708785941863458,0.012632177219436621,2.9571984100521407,0.019324210808529772,-0.4021437754006288,3.6600106940729265,27.613443581532312,0.019324210808529772,-0.29755325005527283,0.12518853695324283,193087.60900111235,178611.94846513236,208254.85255695626
1213,1213,1,99,5,beta5_id25,8,8,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.0591,2023-12-16T07:00:00.000000Z,18:00:00,0.2713,0,2023-12-17T07:00:00.000000Z,0.2178,0,2024-01-03T07:00:00.000000Z,female,2024-01-11T07:00:00.000000Z,0,NA,21,4,0,0,436825,2023-12-11T23:38:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121.36666666666666,0,31,0.01255694283372288,1,1,1,6,23,8,rep99,0.15398806046766111,0.007458421621520701,2.2599017475440344,-0.6586523827277354,-0.11125498584282287,2.852347954861229,32.86725914262692,-0.46819976453127776,0.07207300894360363,0.3321554770318021,627418.821522087,591592.2548282074,665119.4375371234
1168,1168,1,100,0,beta0_id28,9,9,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.0661,2023-12-16T07:00:00.000000Z,13:40:00,0.2769,0,2023-12-16T07:00:00.000000Z,0.237,1,2024-01-03T07:00:00.000000Z,male,2024-01-13T07:00:00.000000Z,0,NA,21,4,0,0,406914,2023-12-11T23:38:00.000000Z,2023-12-16T20:40:00.000000Z,2024-01-17T00:00:00.000000Z,117.03333333333333,0,33,0.012239997294098052,1,1,1,5,23,10,rep100,-0.06136079094137895,-0.0012433587767217665,2.8730308051742317,0.01162852525937693,-0.5599433011844908,3.592512361760514,24.374823641493016,0.01162852525937693,0.0584043222324333,0.2495201535508637,76406.28666011732,71861.37219316945,81100.42374134925
960,1213,0.7914262159934048,101,5,beta5_id27,10,10,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.0113,2023-12-16T07:00:00.000000Z,18:00:00,0.051,0,2023-12-23T07:00:00.000000Z,0.2895,0,NA,NA,NA,NA,NA,21,4,0,0,436831,2023-12-11T23:38:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121.36666666666666,0,NA,0.012417107171156532,0,1,NA,12,NA,NA,rep101,-0.14242435246890586,0.0027725569333246483,0.9076783725154411,0.2711596608684013,-0.5220061566811617,1.2831806117694506,164.2710703491928,0.2711596608684013,0.3702397364308614,0.36996336996337,676209.963206143,630852.9827726407,723342.9991885168
1213,1213,1,102,5,beta5_id31,11,11,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.0556,2023-12-16T07:00:00.000000Z,18:00:00,0.2509,0,2023-12-16T07:00:00.000000Z,0.2188,0,2024-01-03T07:00:00.000000Z,female,2024-01-15T07:00:00.000000Z,0,NA,21,4,0,0,436831,2023-12-11T23:38:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121.36666666666666,0,35,0.012415857611501017,1,1,1,5,23,12,rep102,0.22871159207114422,-0.021381137603655793,5.827418150289565,-0.0051238689618505594,-0.505639836231981,6.6763943371286505,10.548285105218156,-0.0051238689618505594,-0.09805142519026522,0.10614035087719298,155331.57737686325,146452.79527237074,164474.88546502497
1211,1213,0.998351195383347,103,5,beta5_id26,12,12,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.0213,2023-12-16T07:00:00.000000Z,18:00:00,0.0458,0,NA,NA,0,NA,NA,2023-12-18T07:00:00.000000Z,0,NA,21,4,0,0,436834,2023-12-11T23:38:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121.36666666666666,0,7,0.006307967742966986,1,0,0,37,37,NA,rep103,-0.020172863492592646,0.0033086505519901895,0.7888624756711289,0.07189212848749021,-0.27569693202921436,1.137128496486922,345.6684957604969,0.07189212848749021,0.17682774191266187,0.47910295616717635,479619.9183076162,450008.8960144788,509998.46760296676
1165,1168,0.997431506849315,104,0,beta0_id31,13,13,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.066,2023-12-16T07:00:00.000000Z,13:40:00,0.2553,0,2023-12-16T07:00:00.000000Z,0.2196,1,2024-01-03T07:00:00.000000Z,male,2024-01-07T07:00:00.000000Z,0,NA,21,4,0,0,368716,2023-12-11T23:38:00.000000Z,2023-12-16T20:40:00.000000Z,2024-01-17T00:00:00.000000Z,117.03333333333333,0,27,0.011558968233161602,1,1,1,5,23,4,rep104,-0.5563774368796867,-0.003635710614527149,4.276664581304251,0.022132056655384043,-0.9285963861870495,4.906563952999438,27.282822506586662,0.022132056655384043,0.10372002575113648,0.18070953436807094,364464.2191676799,341217.36105983413,388917.4518589042
