n_keypoints,frames,prop_kp,rep_id,beta,syn_id,cam_id,arena_id,mean_trt,var_trt,low_diet,high_diet,assemble_date,date_start,time_start,cat_pre_wt,date_end_camera,time_end_camera,cat_post_wt,cat_dead_cam_end,pupation_date,pupal_weight,pupated_cam_end,eclosure_date,sex,death_date,deformed_adult,notes,temperature,session_id,error,premature_camera_end,camera_cutoff,exp_start,exp_end,today,exp_time_elapsed,diet_age,surv_time,RGR,dead,pupated,eclosed,pupation_time,eclosure_time,adult_time,repID,toxic,sl,logsl,moved:cos_theta_pi,moved:cos_2theta,shape,scale,kappa1,kappa2,on_toxic,ud_estimate,ud_lower,ud_upper
1213,1213,1,105,0,beta0_id26,14,14,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.0749,2023-12-16T07:00:00.000000Z,18:00:00,0.242,0,2023-12-17T07:00:00.000000Z,0.2011,0,2024-01-03T07:00:00.000000Z,female,2024-01-11T07:00:00.000000Z,0,NA,21,4,0,0,436825,2023-12-11T23:38:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121.36666666666666,0,31,0.009663146132657343,1,1,1,6,23,8,rep105,0.17708033896641476,0.011507525891831238,1.2715154107578048,0.08366090613341817,-0.30280709990021004,1.7988241369685551,85.74678517039015,0.08366090613341817,-0.03904881551782596,0.5198915009041591,1085613.6287890894,1022675.7281153928,1151683.3863331822
1185,1213,0.9769167353668591,107,-5,beta-5_id32,16,16,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,16:38:00,0.0148,2023-12-16T07:00:00.000000Z,18:00:00,0.0897,0,2023-12-22T07:00:00.000000Z,0.2618,0,2024-01-11T07:00:00.000000Z,NA,NA,1,NA,21,4,0,0,436820,2023-12-11T23:38:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121.36666666666666,0,NA,0.014846280595671639,0,1,1,11,31,NA,rep107,0.045768723720653645,0.003396208893981557,0.8833814311469268,0.35976456905042553,-0.7402641943260432,1.2944117146191745,129.4286006644044,0.35976456905042553,0.3004680984863989,0.7358695652173913,539957.3699069327,504985.05338601925,575894.6213642405
1119,1120,0.9991071428571429,108,5,beta5_id29,17,17,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,17:00:00,0.0468,2023-12-16T07:00:00.000000Z,18:00:00,0.1933,0,2023-12-21T07:00:00.000000Z,0.2924,0,2024-01-08T07:00:00.000000Z,NA,NA,0,escaped retreived 10:30 12-13-2023 (deleted s120022 - s150298 frames when the cats is outside of the arena),21,4,0,0,433951,2023-12-12T00:00:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121,0,NA,0.011721984985873422,0,1,1,10,28,NA,rep108,0.04116249658108958,0.0036066617663943396,0.8061663999259917,-0.1912816376541374,-0.07309610339961578,1.1850253282482777,324.92037306650536,-0.1912816376541374,0.06895192621117552,0.5734870317002881,834865.9776574229,783940.8026798519,885955.5093505636
208,208,1,110,5,beta5_id30,19,19,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,17:00:00,0.0597,2023-12-13T07:00:00.000000Z,10:43:00,NA,1,NA,NA,NA,NA,NA,2023-12-13T07:00:00.000000Z,0,NA,21,4,0,0,73529,2023-12-12T00:00:00.000000Z,2023-12-13T17:43:00.000000Z,2024-01-17T00:00:00.000000Z,41.71666666666667,0,2,NA,1,0,0,37,37,NA,rep110,-1.0011982651037639,0.0074639114853163055,2.8324814798217184,0.19184809983329845,-1.02062779338216,3.2754079802964555,31.605834223667955,0.19184809983329845,0.20048519280459987,0.0049261083743842365,35312.733118825985,30627.35987928744,40400.26414537775
1207,1207,1,114,-5,beta-5_id25,23,23,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,17:00:00,0.0095,2023-12-16T07:00:00.000000Z,18:00:00,0.0471,0,2023-12-23T07:00:00.000000Z,0.2981,0,2024-01-14T07:00:00.000000Z,NA,NA,1,NA,21,4,0,0,434677,2023-12-12T00:00:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121,0,NA,0.013231249606742787,0,1,1,12,34,NA,rep114,-0.039847180938244166,0.004378387087448772,0.6266120061953717,0.11709271885509606,-0.5429917540717324,0.9385961982563102,1582.3541912624053,0.11709271885509606,0.3820628479264877,0.31958762886597936,1060947.2258374484,997504.078889225,1125211.1635077759
1188,1188,1,115,-5,beta-5_id29,24,24,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,17:00:00,0.0705,2023-12-16T07:00:00.000000Z,15:58:00,0.3088,0,2023-12-16T07:00:00.000000Z,0.2557,1,2024-01-03T07:00:00.000000Z,male,2024-01-17T07:00:00.000000Z,0,NA,21,4,0,0,421340,2023-12-12T00:00:00.000000Z,2023-12-16T22:58:00.000000Z,2024-01-17T00:00:00.000000Z,118.96666666666667,0,37,0.012415924138406264,1,1,1,5,23,14,rep115,0.588520460093303,0.004854042451711049,0.6179665585251721,-0.12540331950876482,-0.3134737491431058,0.9716012063086288,3170.9290890616007,-0.12540331950876482,0.24005443838994245,0.5316091954022989,873916.7150187482,821601.3899141627,927726.4210549963
1033,1209,0.8544251447477254,116,NA,NA,25,25,1.5 mg/g,constant,1.5 mg/g,1.5 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,17:00:00,0.0095,2023-12-16T07:00:00.000000Z,18:00:00,0.0346,0,2023-12-26T07:00:00.000000Z,0.3183,0,NA,NA,NA,NA,NA,21,4,0,0,435391,2023-12-12T00:00:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121,0,NA,0.010682329615348622,0,1,NA,15,NA,NA,rep116,NA,0.003866956596960849,0.7844664999972298,0.02170934478027159,-0.3519005547213065,1.1382559558956966,282.34249090697773,0.02170934478027159,0.31492211035612355,NA,831854.6582526718,779578.0969735762,886496.9353140207
1164,1164,1,117,NA,NA,26,26,0 mg/g,constant,0 mg/g,0 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,17:00:00,0.0671,2023-12-16T07:00:00.000000Z,13:37:00,0.3157,0,2023-12-16T07:00:00.000000Z,0.2757,1,2024-01-03T07:00:00.000000Z,female,2024-01-13T07:00:00.000000Z,0,actually really big,21,4,0,0,388542,2023-12-12T00:00:00.000000Z,2023-12-16T20:37:00.000000Z,2024-01-17T00:00:00.000000Z,116.61666666666666,0,33,0.013279477075200597,1,1,1,5,23,10,rep117,NA,0.0017797760430967057,3.0818239680913653,0.17618517348241133,-0.7354527400495654,3.7432147178720228,25.54411313927579,0.17618517348241133,-0.0022257579498123903,NA,327403.79681916675,307629.73465995316,347453.0332829261
1205,1205,1,120,NA,NA,29,29,1 mg/g,constant,1 mg/g,1 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,17:00:00,0.0584,2023-12-16T07:00:00.000000Z,18:00:00,0.2854,0,2023-12-17T07:00:00.000000Z,0.2105,0,2024-01-03T07:00:00.000000Z,female,2024-01-13T07:00:00.000000Z,0,NA,21,4,0,0,434677,2023-12-12T00:00:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121,0,33,0.013112196819905409,1,1,1,6,23,10,rep120,NA,0.006757594271198694,1.318594889726099,-0.10205324734491611,-0.17947415948570233,1.755618895971037,105.15628346267474,-0.10205324734491611,-0.17947415948570233,NA,892530.8604177637,841682.7905581931,945400.7179382137
1206,1206,1,121,NA,NA,30,30,2 mg/g,constant,2 mg/g,2 mg/g,2023-12-11T07:00:00.000000Z,2023-12-11T07:00:00.000000Z,17:00:00,0.0564,2023-12-16T07:00:00.000000Z,18:00:00,0.2509,0,2023-12-18T07:00:00.000000Z,0.2527,0,2024-01-04T07:00:00.000000Z,female,2024-01-17T07:00:00.000000Z,0,NA,21,4,0,0,434678,2023-12-12T00:00:00.000000Z,2023-12-17T01:00:00.000000Z,2024-01-17T00:00:00.000000Z,121,0,37,0.01233541566006912,1,1,1,7,24,13,rep121,NA,0.0023934328194453094,1.6153933468574129,0.27260043218049085,-0.09623062778584607,2.050723168919152,60.454747093315156,0.27260043218049085,0.06269620000191597,NA,441239.2635361788,414030.90208070667,469054.0470073369
1144,1205,0.9493775933609958,129,-5,beta-5_id37,1,1,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.028,2023-12-23T07:00:00.000000Z,17:14:00,0.1286,0,2023-12-27T07:00:00.000000Z,0.2414,0,NA,NA,NA,NA,NA,21,5,0,0,433945,2023-12-18T23:35:00.000000Z,2023-12-24T00:14:00.000000Z,2024-01-17T00:00:00.000000Z,120.65,0,NA,0.01263574224308591,0,1,NA,9,NA,NA,rep129,0.47376110901945606,0.002693725683543573,1.9769029206878157,0.013546393508473548,-0.5575142697860384,2.450397237181446,56.073130301511725,0.013546393508473548,0.06579345075045884,0.6385658914728682,1076464.9510700833,1011313.8222363617,1142863.2036876746
1178,1206,0.9767827529021559,130,0,beta0_id36,2,2,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0277,2023-12-23T07:00:00.000000Z,17:19:00,0.1775,0,2023-12-27T07:00:00.000000Z,0.2696,0,NA,NA,NA,NA,NA,21,5,0,0,434306,2023-12-18T23:35:00.000000Z,2023-12-24T00:19:00.000000Z,2024-01-17T00:00:00.000000Z,120.73333333333333,0,NA,0.01538546269234272,0,1,NA,9,NA,NA,rep130,0.05930067250676834,0.005125187426821472,0.7373302694873747,0.12943455825455966,-0.3971876130171979,1.110652705098159,409.48174587292516,0.12943455825455966,0.16699581829400106,0.4254302103250478,1111765.7407805643,1045974.7360285071,1180292.114767979
1205,1206,0.9991708126036484,132,5,beta5_id36,4,4,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0302,2023-12-23T07:00:00.000000Z,17:22:00,0.0873,0,2023-12-28T07:00:00.000000Z,0.2935,0,2024-01-15T07:00:00.000000Z,NA,NA,0,NA,21,5,0,0,434308,2023-12-18T23:35:00.000000Z,2023-12-24T00:22:00.000000Z,2024-01-17T00:00:00.000000Z,120.78333333333333,0,NA,0.00878853488448792,0,1,1,10,28,NA,rep132,0.05735054773929671,0.0032079807556516502,0.9377466124392064,-0.020641065472570008,-0.07637306744038426,1.3155269391649456,161.554012830372,-0.020641065472570008,0.17177863493438839,0.8130081300813008,876576.9464172357,822142.7419157384,933439.9391661084
1147,1206,0.951077943615257,133,0,beta0_id37,5,5,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0126,2023-12-23T07:00:00.000000Z,17:25:00,0.0992,0,2023-12-28T07:00:00.000000Z,0.3033,0,2024-01-17T07:00:00.000000Z,NA,NA,0,NA,21,5,0,0,434302,2023-12-18T23:35:00.000000Z,2023-12-24T00:25:00.000000Z,2024-01-17T00:00:00.000000Z,120.83333333333333,0,NA,0.01707675476137982,0,1,1,10,30,NA,rep133,-0.2775038739007574,0.004070384712817009,1.0399286096898945,-0.06910302856417258,-0.9172558636775897,1.4368792703502007,145.59323235351397,-0.06910302856417258,0.006772304095401305,0.23896663078579117,813265.1863902956,761795.1257924403,866393.528443411
1203,1206,0.9975124378109452,134,5,beta5_id34,6,6,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0135,2023-12-23T07:00:00.000000Z,17:27:00,0.0864,0,2023-12-28T07:00:00.000000Z,0.2953,0,2024-01-17T07:00:00.000000Z,NA,NA,0,NA,21,5,0,0,434305,2023-12-18T23:35:00.000000Z,2023-12-24T00:27:00.000000Z,2024-01-17T00:00:00.000000Z,120.86666666666666,0,NA,0.01535822937423298,0,1,1,10,30,NA,rep134,-0.29094995129201606,0.004670726863770703,0.5878550565926765,-0.093754816849336,-0.4073988238892352,0.8836808118048631,5241.367383259098,-0.093754816849336,0.28637810712615275,0.5104895104895105,762823.7110520091,715211.0994674963,810605.5819281477
1202,1207,0.995857497928749,135,-5,beta-5_id35,7,7,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0497,2023-12-23T07:00:00.000000Z,17:29:00,0.2166,0,2023-12-26T07:00:00.000000Z,0.2074,0,2024-01-11T07:00:00.000000Z,NA,NA,1,NA,21,5,0,0,434676,2023-12-18T23:35:00.000000Z,2023-12-24T00:29:00.000000Z,2024-01-17T00:00:00.000000Z,120.9,0,NA,0.012175743601855311,0,1,1,8,24,NA,rep135,0.32210873353212793,0.002898610479359313,1.3366251276500833,0.17718273272846308,-0.46754609257218793,1.783165674913311,80.91909636216172,0.17718273272846308,0.055327055321188534,0.6855813953488372,517453.1493231211,487023.8173123034,549375.226516669
1204,1207,0.9975144987572494,136,-5,beta-5_id40,8,8,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0109,2023-12-23T07:00:00.000000Z,17:31:00,0.0691,0,2023-12-30T07:00:00.000000Z,0.2733,0,2024-01-17T07:00:00.000000Z,NA,NA,0,NA,21,5,0,0,434663,2023-12-18T23:35:00.000000Z,2023-12-24T00:31:00.000000Z,2024-01-17T00:00:00.000000Z,120.93333333333334,0,NA,0.01527115717920501,0,1,1,12,30,NA,rep136,-1.587713882217763,0.0029923507532982224,0.7632635199959328,0.6135154221971533,-0.6468537454797496,1.1039254591387586,2389.5138713981924,0.6135154221971533,0.49019205815514133,0.13960396039603962,822887.4195559036,772532.1418515154,874250.2471770534
1048,1205,0.8697095435684647,137,0,beta0_id38,9,9,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0119,2023-12-23T07:00:00.000000Z,17:15:00,0.1029,0,2023-12-27T07:00:00.000000Z,0.2206,0,2024-01-15T07:00:00.000000Z,NA,NA,1,NA,21,5,0,0,433950,2023-12-18T23:35:00.000000Z,2023-12-24T00:15:00.000000Z,2024-01-17T00:00:00.000000Z,120.66666666666667,0,NA,0.017877507536374477,0,1,1,9,28,NA,rep137,-0.489594732400597,0.0032385489068565585,0.9059541850406415,-0.13359072203598163,-0.2796712430039239,1.2488968393689326,339.41869340571793,-0.13359072203598163,0.08416681292760736,0.3344262295081967,770332.9312194289,721756.9330423273,820236.7465047323
1206,1206,1,138,-5,beta-5_id34,10,10,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0274,2023-12-23T07:00:00.000000Z,17:18:00,0.1298,0,2023-12-27T07:00:00.000000Z,0.2491,0,2024-01-15T07:00:00.000000Z,male,2024-01-17T07:00:00.000000Z,0,NA,21,5,0,0,434312,2023-12-18T23:35:00.000000Z,2023-12-24T00:18:00.000000Z,2024-01-17T00:00:00.000000Z,120.71666666666667,0,30,0.012885145306165665,1,1,1,9,28,2,rep138,-0.023381371211775265,0.0038928284570721528,1.1010340643822627,0.20304502935717633,-0.07000479444896934,1.4841936432555491,150.29131882426117,0.20304502935717633,0.20012279422115425,0.6118951612903226,466824.55084899033,438302.21789949515,496090.39104064653
1181,1206,0.9792703150912107,139,5,beta5_id39,11,11,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0236,2023-12-23T07:00:00.000000Z,17:21:00,0.238,0,2023-12-26T07:00:00.000000Z,0.2475,0,2024-01-15T07:00:00.000000Z,NA,NA,1,NA,21,5,0,0,434305,2023-12-18T23:35:00.000000Z,2023-12-24T00:21:00.000000Z,2024-01-17T00:00:00.000000Z,120.76666666666667,0,NA,0.019136273488599864,0,1,1,8,28,NA,rep139,-0.20272156094300878,0.002722845763455247,1.6823096201352388,0.021987035246630735,-0.080811613065301,2.1903477187174962,58.15019970660418,0.021987035246630735,0.20151974715032644,0.2626953125,582385.1114926194,546809.8128257467,618351.0715704149
1205,1206,0.9991708126036484,140,-5,beta-5_id38,12,12,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0345,2023-12-23T07:00:00.000000Z,17:24:00,0.1807,0,2023-12-29T07:00:00.000000Z,0.2945,0,NA,NA,NA,NA,NA,21,5,0,0,434314,2023-12-18T23:35:00.000000Z,2023-12-24T00:24:00.000000Z,2024-01-17T00:00:00.000000Z,120.81666666666666,0,NA,0.013705715604035332,0,1,NA,11,NA,NA,rep140,0.7912427864435037,0.005664381946295518,0.669891136573428,0.17291681993777977,-1.271067665017606,1.0498947738815825,591.2936285526902,0.17291681993777977,0.3289478615471888,0.6490683229813664,247638.38810195742,231916.1217187446,263510.38304728153
1207,1207,1,141,5,beta5_id38,13,13,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.05,2023-12-23T07:00:00.000000Z,17:26:00,0.1585,0,2023-12-26T07:00:00.000000Z,0.2299,0,2024-01-15T07:00:00.000000Z,NA,NA,0,NA,21,5,0,0,434668,2023-12-18T23:35:00.000000Z,2023-12-24T00:26:00.000000Z,2024-01-17T00:00:00.000000Z,120.85,0,NA,0.00954680668505742,0,1,1,8,28,NA,rep141,-0.6545589442731751,0.004332241650684524,1.122213457788338,-0.2549153843574724,-0.22816695097162804,1.5262016707572625,150.53805653953017,-0.1675385294435929,0.18322029740145912,0.1245136186770428,735488.8168284213,691673.4861595669,780701.5354620403
1207,1207,1,143,0,beta0_id35,15,15,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.051,2023-12-23T07:00:00.000000Z,17:30:00,0.2898,0,2023-12-25T07:00:00.000000Z,0.2746,0,NA,NA,NA,NA,NA,21,5,0,0,434667,2023-12-18T23:35:00.000000Z,2023-12-24T00:30:00.000000Z,2024-01-17T00:00:00.000000Z,120.91666666666667,0,NA,0.014368287226703703,0,1,NA,7,NA,NA,rep143,-0.44177040045105026,-0.006720889568594195,3.8189385344762994,0.21780445419064043,-0.45394950941730206,4.452133938202381,21.666614385353466,0.21780445419064043,-0.02605701454476378,0.3654390934844193,66238.40122960744,62308.757659459065,70300.24337024346
1181,1207,0.9784589892294946,144,5,beta5_id35,16,16,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0185,2023-12-23T07:00:00.000000Z,17:33:00,0.237,0,2023-12-26T07:00:00.000000Z,0.2727,0,NA,NA,2024-01-07T07:00:00.000000Z,0,failed pupation,21,5,0,0,434665,2023-12-18T23:35:00.000000Z,2023-12-24T00:33:00.000000Z,2024-01-17T00:00:00.000000Z,120.96666666666667,0,20,0.021082579848863477,1,1,0,8,NA,NA,rep144,-0.34929165457087513,-0.0018105332596570639,2.7718600933248467,0.17051744264022348,-0.5524316333974276,3.306067190299361,35.09717909946902,0.17051744264022348,0.08564448047065698,0.33582787652011226,1049028.7013594536,986889.0620460771,1112640.059226648
1202,1202,1,147,5,beta5_id37,19,19,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0698,2023-12-23T07:00:00.000000Z,16:52:00,0.3006,0,2023-12-23T07:00:00.000000Z,0.265,1,2024-01-09T07:00:00.000000Z,male,NA,0,NA,21,5,0,0,371959,2023-12-18T23:35:00.000000Z,2023-12-23T23:52:00.000000Z,2024-01-17T00:00:00.000000Z,120.28333333333333,0,NA,0.012139225170158354,0,1,1,5,22,NA,rep147,0.16231489024916892,0.010059732264770178,1.6293910402082463,0.1296042070711235,-0.46340172783521905,2.2072061355707917,57.256957739551915,0.1296042070711235,0.08297441810541373,0.15384615384615385,449667.19565043773,420977.22964229906,477789.7208397516
1202,1203,0.999168744804655,149,5,beta5_id33,21,21,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0529,2023-12-23T07:00:00.000000Z,16:55:00,0.3451,0,2023-12-25T07:00:00.000000Z,0.29,0,NA,NA,NA,NA,NA,21,5,0,0,433234,2023-12-18T23:35:00.000000Z,2023-12-23T23:55:00.000000Z,2024-01-17T00:00:00.000000Z,120.33333333333333,0,NA,0.015585298265149894,0,1,NA,7,NA,NA,rep149,0.17331969551040224,-0.0024773818749743355,2.9235621734528316,0.275090372000435,-0.45441467185273393,3.6439208098814526,21.200854309692975,0.275090372000435,0.20006363793544485,0.21869488536155202,480476.82197826204,453116.07850195677,508864.04369380814
1180,1203,0.9808811305070657,150,0,beta0_id33,22,22,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0189,2023-12-23T07:00:00.000000Z,16:59:00,0.1104,0,2023-12-27T07:00:00.000000Z,0.251,0,NA,NA,NA,NA,NA,21,5,0,0,433236,2023-12-18T23:35:00.000000Z,2023-12-23T23:59:00.000000Z,2024-01-17T00:00:00.000000Z,120.4,0,NA,0.014659038303798989,0,1,NA,9,NA,NA,rep150,0.4027937801997958,0.001732942130564207,1.197633955637716,0.24453707146774228,-0.5475807227853224,1.6653290790174342,77.26475836139379,0.24453707146774228,0.42399020808537646,0.7194473963868225,496531.4588130432,465542.6209750811,529027.9416970835
1180,1203,0.9808811305070657,151,5,beta5_id40,23,23,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0327,2023-12-23T07:00:00.000000Z,17:03:00,0.3116,0,2023-12-26T07:00:00.000000Z,0.2942,0,NA,NA,NA,NA,NA,21,5,0,0,433237,2023-12-18T23:35:00.000000Z,2023-12-24T00:03:00.000000Z,2024-01-17T00:00:00.000000Z,120.46666666666667,0,NA,0.01871343582811333,0,1,NA,8,NA,NA,rep151,-1.312456622251859,0.0021601135332002886,1.26870148187954,0.4050674068508327,-1.0385181328060673,1.7291694454438304,87.7440526205694,0.4050674068508327,0.47331740934089206,0.16684266103484688,135731.64605685257,127225.82693889926,144518.04246340762
1184,1200,0.9866666666666667,152,0,beta0_id39,24,24,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.033,2023-12-23T07:00:00.000000Z,16:47:00,0.1711,0,2023-12-27T07:00:00.000000Z,0.2366,0,2024-01-15T07:00:00.000000Z,NA,NA,0,NA,21,5,0,0,432155,2023-12-18T23:35:00.000000Z,2023-12-23T23:47:00.000000Z,2024-01-17T00:00:00.000000Z,120.2,0,NA,0.013691685685787583,0,1,1,9,28,NA,rep152,-1.0747158890283284,-0.004003872165961046,2.9207054510807007,0.18308334806229848,-2.236225074818613,3.4946429394002294,31.32014134024392,0.18308334806229848,-0.24770758030489537,0.33547008547008544,65950.20070031764,61709.353148547954,70224.59368615666
1202,1202,1,153,NA,NA,25,25,0 mg/g,constant,0 mg/g,0 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.02,2023-12-23T07:00:00.000000Z,16:51:00,0.2702,0,2023-12-25T07:00:00.000000Z,0.2691,0,2024-01-15T07:00:00.000000Z,NA,NA,0,NA,21,5,0,0,432869,2023-12-18T23:35:00.000000Z,2023-12-23T23:51:00.000000Z,2024-01-17T00:00:00.000000Z,120.26666666666667,0,NA,0.021647146496442133,0,1,1,7,28,NA,rep153,NA,-0.00607020325375447,3.3664696529993923,0.3848235782986229,-0.592951731238665,4.070637689241739,16.907318734277737,0.3848235782986229,0.01000546046034867,NA,70139.84351128037,66083.41022437735,74351.74768060977
1188,1201,0.9891756869275604,154,-5,beta-5_id26,26,26,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0217,2023-12-23T07:00:00.000000Z,16:54:00,0.1644,0,2023-12-26T07:00:00.000000Z,0.2533,0,2024-01-15T07:00:00.000000Z,NA,NA,1,NA,21,5,0,0,432519,2023-12-18T23:35:00.000000Z,2023-12-23T23:54:00.000000Z,2024-01-17T00:00:00.000000Z,120.31666666666666,0,NA,0.016830504685488287,0,1,1,8,28,NA,rep154,0.09555469721866257,0.0031441948251057466,0.7687988575922808,-0.040863932272278476,-0.45628075158311227,1.125646986841183,236.50836629265933,-0.040863932272278476,0.056197409803766585,0.30009871668311944,868212.943842245,817024.402024057,924412.2630973697
1059,1203,0.8802992518703242,155,NA,NA,27,27,2 mg/g,constant,2 mg/g,2 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0259,2023-12-23T07:00:00.000000Z,16:57:00,0.0956,0,2023-12-30T07:00:00.000000Z,0.2739,0,2024-01-17T07:00:00.000000Z,NA,NA,0,NA,21,5,0,0,433239,2023-12-18T23:35:00.000000Z,2023-12-23T23:57:00.000000Z,2024-01-17T00:00:00.000000Z,120.36666666666666,0,NA,0.010849597214222075,0,1,1,12,30,NA,rep155,NA,0.004114144113751033,1.516615906227096,-0.2889803452572283,-0.9957037084058329,1.9640239543945168,88.28686076220605,-0.2889803452572283,0.07896697832240585,NA,695941.0391686676,649506.126608292,746057.9753051889
1203,1203,1,156,5,beta5_id18,28,28,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0339,2023-12-23T07:00:00.000000Z,17:01:00,0.1311,0,2023-12-27T07:00:00.000000Z,0.2148,0,NA,NA,NA,NA,NA,21,5,0,0,433233,2023-12-18T23:35:00.000000Z,2023-12-24T00:01:00.000000Z,2024-01-17T00:00:00.000000Z,120.43333333333334,0,NA,0.011230656322030857,0,1,NA,9,NA,NA,rep156,0.1609707470977279,0.0017386199005596094,1.864982758960319,-0.026494579108387716,-0.12490208227486677,2.3170685708507177,60.199785592540216,-0.026494579108387716,0.24754530639367267,0.8238532110091743,1133810.034391503,1067637.7711744644,1201941.935850107
1146,1203,0.9526184538653366,157,NA,NA,29,29,1 mg/g,constant,1 mg/g,1 mg/g,2023-12-18T07:00:00.000000Z,2023-12-18T07:00:00.000000Z,16:35:00,0.0223,2023-12-23T07:00:00.000000Z,17:07:00,0.1385,0,2023-12-26T07:00:00.000000Z,0.2561,0,2024-01-15T07:00:00.000000Z,NA,NA,1,NA,21,5,0,0,433241,2023-12-18T23:35:00.000000Z,2023-12-24T00:07:00.000000Z,2024-01-17T00:00:00.000000Z,120.53333333333333,0,NA,0.01515168955056405,0,1,1,8,28,NA,rep157,NA,-0.010138331467988801,4.259485890203381,0.6183481582084278,-2.878238727959263,4.959864706059963,18.308625794190295,0.6183481582084278,-0.510922573070824,NA,15337.696382894963,14272.106268514162,16402.35289492271
