b,rss,scale,k,on_toxic,r,ava_toxic
5,0,8.3333,0.2,0.9170829170829171,8.44576643295976,0.9082834707927626
0,0,8.3333,0.2,0.913086913086913,8.584464278923171,0.9018267606250656
0,0.2876818224517498,8.3333,0.2,0.8711288711288712,9.676512049666297,0.8811897583592917
5,0.2876818224517498,8.3333,0.2,0.999000999000999,6.592531138077263,0.99932
-5,-0.2876820724517809,8.3333,0.2,0.9040959040959041,9.365572923536238,0.8933102700474129
0,-0.2876820724517809,8.3333,0.2,0.8621378621378621,9.655682702239314,0.8506255678711059
-5,0,8.3333,0.2,0.8431568431568431,9.811250491540342,0.8518781229365123
5,-0.2876820724517809,8.3333,0.2,0.9330669330669331,8.354187493585716,0.9308854485215392
-5,-0.2876820724517809,25,0.2,0.8481518481518482,30.002583853499928,0.8120075982967049
5,0,25,0.2,0.7092907092907093,39.14129971999688,0.7395466016027511
0,-0.2876820724517809,25,0.2,0.9410589410589411,23.153597537350638,0.9128057979821733
0,0,25,0.2,0.8251748251748252,28.46720787921268,0.818865746765592
5,-0.2876820724517809,25,0.2,0.961038961038961,22.45363071068543,0.9570131960702927
-5,0.2876818224517498,8.3333,0.2,0.8491508491508492,9.235530905340603,0.8606501773395169
5,0.2876818224517498,25,0.2,0.7292707292707292,36.29571076455494,0.7645352681195553
-5,0,25,0.2,0.8001998001998002,32.211725577812125,0.8097624413559421
0,0.2876818224517498,25,0.2,0.6243756243756243,40.045458638880206,0.6784216686785832
-5,0.2876818224517498,25,0.2,0.6633366633366633,38.77598834732034,0.6983538229380166
0,-0.2876820724517809,83.333,0.2,0.7612387612387612,84.24565712388912,0.6749236772579291
5,-0.2876820724517809,83.333,0.2,0.8211788211788211,79.8573337331065,0.777623140472895
5,0,83.333,0.2,0.8581418581418582,80.72611199013174,0.8511285063970562
-5,-0.2876820724517809,83.333,0.2,0.6743256743256744,96.88118830721021,0.6101661046805054
0,0,83.333,0.2,0.6293706293706294,106.34791159878239,0.6361569981619001
-5,0,83.333,0.2,0.6293706293706294,99.13927785842418,0.6114919986379884
0,0.2876818224517498,83.333,0.2,0.4935064935064935,112.81119836599785,0.5705849525522098
5,0.2876818224517498,83.333,0.2,0.6023976023976024,112.98483520071093,0.6581098213955376
0,-0.2876820724517809,8.3333,1,0.7342657342657343,6.696525132765723,0.70486
-5,0.2876818224517498,83.333,0.2,0.5064935064935064,117.82595418663664,0.5830184752419496
5,-0.2876820724517809,8.3333,1,0.7342657342657343,6.576029914287739,0.73002
-5,-0.2876820724517809,8.3333,1,0.47352647352647353,6.521452501184103,0.45763
5,0,8.3333,1,0.7382617382617382,6.8237799385074585,0.73593
0,0,8.3333,1,0.41358641358641357,6.229831222963046,0.41686
-5,0,8.3333,1,0.5844155844155844,6.418881676699125,0.57106
5,0.2876818224517498,8.3333,1,0.2007992007992008,6.639435074309816,0.20475
0,0.2876818224517498,8.3333,1,0.5044955044955045,6.665348915413738,0.51233
-5,0.2876818224517498,8.3333,1,0.4515484515484515,6.408823801703792,0.46107
5,-0.2876820724517809,25,1,0.6643356643356644,18.574340222814822,0.6615999929810351
-5,-0.2876820724517809,25,1,0.4565434565434565,19.458177761169665,0.43444808752831165
0,-0.2876820724517809,25,1,0.5884115884115884,18.674023972330083,0.548129303847725
5,0,25,1,0.46253746253746253,19.306855375613086,0.4622721713099666
-5,0,25,1,0.41358641358641357,19.04485895081971,0.41565747417379734
0,0,25,1,0.4935064935064935,19.99608046304673,0.49152743885610833
0,0.2876818224517498,25,1,0.3596403596403596,19.98983278543732,0.3816020429918508
5,0.2876818224517498,25,1,0.7532467532467533,18.76948256964219,0.7581159219251062
-5,0.2876818224517498,25,1,0.23176823176823177,19.56212513140826,0.2577800186759339
-5,-0.2876820724517809,83.333,1,0.6273726273726273,54.99527037308664,0.5603616998894114
5,-0.2876820724517809,83.333,1,0.6213786213786214,57.72502157937756,0.5939907712943515
0,-0.2876820724517809,83.333,1,0.6613386613386614,60.090641251823435,0.5946526202068959
5,0,83.333,1,0.4085914085914086,60.94058319438862,0.4093506086605795
0,0,83.333,1,0.5164835164835165,63.009739657656034,0.49279998511707246
5,0.2876818224517498,83.333,1,0.3436563436563437,60.7013671968009,0.36873881782722445
-5,0,83.333,1,0.47352647352647353,61.463070712194416,0.4779068886928544
0,0.2876818224517498,83.333,1,0.3826173826173826,61.437537829336094,0.4352064956583017
-5,0.2876818224517498,83.333,1,0.4205794205794206,63.6124970110959,0.4754664278240785
0,-0.2876820724517809,8.3333,5,0.17182817182817184,2.04919256034752,0.16161999999999999
5,-0.2876820724517809,8.3333,5,0.028971028971028972,1.523667981010852,0.02651
5,0,8.3333,5,0.12187812187812187,2.159187483047575,0.11676
-5,-0.2876820724517809,8.3333,5,0.061938061938061936,1.6692524173674437,0.05977
0,0,8.3333,5,0.05094905094905095,1.6932368934796918,0.05028
-5,0,8.3333,5,0.03996003996003996,1.4890574473894367,0.03488
0,0.2876818224517498,8.3333,5,0.04995004995004995,1.6496169292099983,0.05593
5,0.2876818224517498,8.3333,5,0.016983016983016984,1.4761642805246926,0.01759
-5,0.2876818224517498,8.3333,5,0.030969030969030968,1.445487672124471,0.02938
5,-0.2876820724517809,25,5,0.3856143856143856,10.513969066490223,0.38230684786319236
0,-0.2876820724517809,25,5,0.10789210789210789,5.915207536533611,0.10143
-5,-0.2876820724517809,25,5,0.23576423576423577,7.875812171614951,0.21694
5,0,25,5,0.04895104895104895,4.930642311246572,0.04953
-5,0,25,5,0.0989010989010989,5.590260561414186,0.09638000000000001
0,0,25,5,0.3116883116883117,8.274885217951045,0.30135265894391294
5,0.2876818224517498,25,5,0.03196803196803197,4.962252325531691,0.03279
0,0.2876818224517498,25,5,0.06593406593406594,4.666149258550521,0.0666
-5,0.2876818224517498,25,5,0.04995004995004995,5.0147377424104365,0.05351686868686869
5,-0.2876820724517809,83.333,5,0.16883116883116883,20.248971108062893,0.15514072479135185
0,-0.2876820724517809,83.333,5,0.16283716283716285,19.55075496930167,0.141298669010628
-5,-0.2876820724517809,83.333,5,0.25874125874125875,24.817054625692307,0.2203082892577773
5,0,83.333,5,0.016983016983016984,13.430134215493714,0.017280755333686115
0,0,83.333,5,0.12987012987012986,19.7843911719825,0.13473946306363518
-5,0,83.333,5,0.14885114885114886,19.95424050038059,0.158352620984007
