b,rss,scale,k,on_toxic,r,ava_toxic
0,-0.2876820724517809,8.3333,0.2,0.8871128871128872,9.523486894637825,0.880889678976252
-5,-0.2876820724517809,8.3333,0.2,0.8961038961038961,9.53908650955782,0.8893495188767623
0,0,8.3333,0.2,0.972027972027972,7.417382901063995,0.97163
-5,0,8.3333,0.2,0.942057942057942,8.461200669103908,0.9393116317817348
5,0.2876818224517498,8.3333,0.2,0.9410589410589411,7.900452717177346,0.9396289860127665
5,0,8.3333,0.2,0.994005994005994,6.887615029770628,0.99293
5,-0.2876820724517809,8.3333,0.2,0.997002997002997,6.878893171936662,0.99565
0,0.2876818224517498,8.3333,0.2,0.8131868131868132,10.895696004721511,0.8238991081881728
-5,0.2876818224517498,8.3333,0.2,0.9010989010989011,9.321954629028195,0.9144162197324844
5,-0.2876820724517809,25,0.2,0.938061938061938,23.94561908420292,0.9325194618612631
0,-0.2876820724517809,25,0.2,0.8561438561438561,30.537670694014526,0.8200887516570549
5,0,25,0.2,0.945054945054945,22.37865601820027,0.9446623358582283
0,0,25,0.2,0.7962037962037962,30.426161622008063,0.8002892298391813
-5,-0.2876820724517809,25,0.2,0.8181818181818182,29.13395605466759,0.7975333942941104
5,0.2876818224517498,25,0.2,0.8471528471528471,31.130117918906834,0.8669785267815585
-5,0,25,0.2,0.7552447552447552,34.91711103024911,0.7471031544726088
0,0.2876818224517498,25,0.2,0.7632367632367633,33.049363164545696,0.7841275116914436
-5,0.2876818224517498,25,0.2,0.6873126873126874,40.22829706735471,0.7221197168421626
5,-0.2876820724517809,83.333,0.2,0.7682317682317682,90.00626970153102,0.7208165718271703
0,-0.2876820724517809,83.333,0.2,0.7572427572427572,84.90640459087058,0.6919167542282575
0,0,83.333,0.2,0.6283716283716284,104.5592915471664,0.6253695364732369
-5,-0.2876820724517809,83.333,0.2,0.6943056943056943,97.7984353722971,0.6345151006542358
-5,0,83.333,0.2,0.6003996003996004,109.5107387892583,0.5954091696285676
5,0,83.333,0.2,0.7142857142857143,91.76578192462756,0.714027614944115
5,0.2876818224517498,83.333,0.2,0.6883116883116883,99.06085235477299,0.7321787069804742
-5,0.2876818224517498,83.333,0.2,0.5134865134865135,117.38603156041295,0.5734859284354554
0,0.2876818224517498,83.333,0.2,0.5414585414585414,114.14680121645343,0.6010602019179703
0,-0.2876820724517809,8.3333,1,0.8411588411588412,6.882326712171365,0.82481
5,-0.2876820724517809,8.3333,1,0.5204795204795205,6.43945563871311,0.5074
-5,-0.2876820724517809,8.3333,1,0.6793206793206793,6.60242777952858,0.6632399999999999
5,0,8.3333,1,0.9180819180819181,6.470696596010741,0.91715
0,0,8.3333,1,0.22577422577422576,6.807682160460293,0.23392
5,0.2876818224517498,8.3333,1,1,6.438578605818489,1
-5,0,8.3333,1,0.7012987012987013,7.135932328756847,0.69377
0,0.2876818224517498,8.3333,1,0.42957042957042957,6.510920184875279,0.44133
0,-0.2876820724517809,25,1,0.6493506493506493,19.96496381985655,0.625973054213432
5,0,25,1,0.5634365634365635,17.813966811904123,0.5615174175754535
-5,0.2876818224517498,8.3333,1,0.5254745254745254,6.757494340102036,0.53855
5,-0.2876820724517809,25,1,0.7012987012987013,19.219800353386137,0.6827025246243295
