b,rss,scale,k,on_toxic,r,ava_toxic
0,0.2876818224517498,8.3333,0.2,0.938061938061938,7.8520728362031935,0.9399703521638273
-5,-0.2876820724517809,8.3333,0.2,0.9280719280719281,8.3199953101925,0.9235024519111414
5,0.2876818224517498,8.3333,0.2,0.8561438561438561,9.735784818663358,0.8614364238518405
0,-0.2876820724517809,8.3333,0.2,0.9280719280719281,8.166904838932407,0.9202070233854998
0,0,8.3333,0.2,0.986013986013986,7.250599568264007,0.98855
5,0,8.3333,0.2,0.9470529470529471,8.228661891339303,0.9520747358902455
-5,0,8.3333,0.2,0.8901098901098901,10.35845831950181,0.89189
5,-0.2876820724517809,8.3333,0.2,0.9410589410589411,8.86235108190371,0.93632
5,-0.2876820724517809,25,0.2,0.9790209790209791,19.412174395939928,0.9675965139902857
-5,0.2876818224517498,8.3333,0.2,0.8551448551448552,9.586734534169064,0.8619667147809115
-5,-0.2876820724517809,25,0.2,0.8271728271728271,29.796920257258662,0.7945295531391638
5,0.2876818224517498,25,0.2,0.8831168831168831,26.130474736116685,0.8914544188045398
5,0,25,0.2,0.8401598401598401,29.65354122951406,0.8411385579595588
0,-0.2876820724517809,25,0.2,0.8551448551448552,27.22143421030539,0.8199108999057716
0,0,25,0.2,0.7022977022977023,38.24211632004536,0.7145724164130878
-5,0,25,0.2,0.7682317682317682,32.80020365554239,0.7641678205856777
0,0.2876818224517498,25,0.2,0.8081918081918081,32.095312123198504,0.8160979088410241
5,-0.2876820724517809,83.333,0.2,0.8231768231768232,77.55597354349578,0.7809038305819289
-5,0.2876818224517498,25,0.2,0.6013986013986014,42.361614544062576,0.6618060445835445
-5,-0.2876820724517809,83.333,0.2,0.6943056943056943,100.75845269809301,0.6302317470534942
5,0,83.333,0.2,0.7382617382617382,87.91615853230235,0.7206673305379392
0,-0.2876820724517809,83.333,0.2,0.7292707292707292,94.50294301346418,0.666580175853195
-5,0,83.333,0.2,0.6013986013986014,100.04691696291802,0.6009260939469933
5,0.2876818224517498,83.333,0.2,0.5674325674325674,110.94922018304558,0.6265085497163684
0,0.2876818224517498,83.333,0.2,0.5424575424575424,108.98085157831537,0.5898635431109878
-5,0.2876818224517498,83.333,0.2,0.45354645354645357,120.60423188516725,0.5362692526531996
5,-0.2876820724517809,8.3333,1,0.5634365634365635,6.435319648311356,0.5481197979797979
5,0,8.3333,1,0.8591408591408591,6.634205267526491,0.85069
0,-0.2876820724517809,8.3333,1,0.8031968031968032,6.684440263103112,0.78198
-5,-0.2876820724517809,8.3333,1,0.5444555444555444,6.743388630674708,0.52606
0,0,8.3333,1,0.2957042957042957,6.864979298322139,0.29576
-5,0,8.3333,1,0.5494505494505495,6.8210537397541655,0.5503555182057074
5,0.2876818224517498,8.3333,1,0.5514485514485514,6.629532434555412,0.55254
0,0.2876818224517498,8.3333,1,0.3786213786213786,6.533542621310601,0.3835537903048914
-5,0.2876818224517498,8.3333,1,0.41858141858141856,6.328130218409353,0.42858999999999997
5,-0.2876820724517809,25,1,0.5994005994005994,17.92803760772018,0.5837488655538071
0,-0.2876820724517809,25,1,0.6093906093906094,19.65831055307007,0.585400594023826
-5,-0.2876820724517809,25,1,0.6453546453546454,19.715854526492926,0.5934409149261041
5,0,25,1,0.21478521478521478,18.336763846204118,0.2142766873992828
0,0,25,1,0.4245754245754246,20.631187009449757,0.4417330847173822
-5,0,25,1,0.5644355644355644,19.938656869428712,0.5630338664703909
-5,0.2876818224517498,25,1,0.35364635364635366,19.422193206631768,0.37367916460130457
0,0.2876818224517498,25,1,0.5844155844155844,18.047911182767137,0.6003875069288299
5,0.2876818224517498,25,1,0.4885114885114885,19.293006606070836,0.4990560312126452
5,-0.2876820724517809,83.333,1,0.5544455544455544,58.34360460424563,0.5250948168759821
0,-0.2876820724517809,83.333,1,0.6353646353646354,59.01579386262133,0.5913256219765406
-5,-0.2876820724517809,83.333,1,0.5904095904095904,57.145198767489255,0.5367742263442046
5,0,83.333,1,0.46053946053946054,59.3937356957342,0.4560016593436051
0,0,83.333,1,0.4865134865134865,62.96239666984799,0.5121978919880814
-5,0,83.333,1,0.4835164835164835,56.27266330281558,0.4926805792729669
5,0.2876818224517498,83.333,1,0.2917082917082917,57.35867686806353,0.3269723853206154
0,0.2876818224517498,83.333,1,0.3676323676323676,55.841414142627194,0.4095682240454645
-5,0.2876818224517498,83.333,1,0.37162837162837165,57.54159937540174,0.45137203341315923
5,-0.2876820724517809,8.3333,5,0.001998001998001998,1.3260201748902554,0.00109
0,-0.2876820724517809,8.3333,5,0.028971028971028972,1.6017200298186094,0.02833
-5,-0.2876820724517809,8.3333,5,0.012987012987012988,1.386384001034127,0.01229
5,0,8.3333,5,9.99000999000999e-4,1.3365675500472678,0
0,0,8.3333,5,0.052947052947052944,1.7233584430465916,0.05219
-5,0,8.3333,5,0.03196803196803197,1.4345112732961187,0.03117
5,0.2876818224517498,8.3333,5,0.004995004995004995,1.4310196439150498,0.00464
0,0.2876818224517498,8.3333,5,0.026973026973026972,1.495298042065761,0.03474
-5,0.2876818224517498,8.3333,5,0.029970029970029972,1.4959763725689021,0.03215
-5,-0.2876820724517809,25,5,0.1038961038961039,5.446501066737143,0.09506
5,-0.2876820724517809,25,5,0.09090909090909091,5.414815661160451,0.09033
0,-0.2876820724517809,25,5,0.053946053946053944,5.147281389012884,0.04925181741313957
5,0,25,5,0.004995004995004995,4.139152082564505,0.00445
0,0,25,5,0.18581418581418582,7.725212931262637,0.17878
-5,0,25,5,0.11388611388611389,6.095000815644234,0.1108479188051353
5,0.2876818224517498,25,5,9.99000999000999e-4,3.825332683681024,2.9999999999999997e-5
