b,rss,scale,k,on_toxic,r,ava_toxic
0,-0.2876820724517809,8.3333,0.2,0.9430569430569431,8.170376456355887,0.9329987717424405
0,0,8.3333,0.2,0.973026973026973,7.664196549504022,0.9763755555555556
5,0,8.3333,0.2,0.97002997002997,7.520185843338019,0.96947
-5,0,8.3333,0.2,0.8181818181818182,11.183583009035653,0.8313605495848114
5,-0.2876820724517809,8.3333,0.2,0.9180819180819181,8.1562404314462,0.9170853494807678
5,0.2876818224517498,8.3333,0.2,0.8711288711288712,10.671756940164466,0.8808684269026261
0,0.2876818224517498,8.3333,0.2,0.8431568431568431,10.452070521566219,0.8564660892816801
-5,-0.2876820724517809,8.3333,0.2,0.8771228771228772,9.745493033371798,0.8713449876535656
-5,0.2876818224517498,8.3333,0.2,0.8621378621378621,9.651461084983598,0.8682357943765262
5,-0.2876820724517809,25,0.2,0.9000999000999002,25.903549354394524,0.8691626071766537
0,-0.2876820724517809,25,0.2,0.8781218781218781,26.239582175074382,0.8614721804967799
-5,-0.2876820724517809,25,0.2,0.8311688311688312,29.035242509444725,0.7896249122798906
5,0,25,0.2,0.9280719280719281,24.88508529522005,0.9208941868287215
0,0,25,0.2,0.7652347652347652,34.054346972199106,0.7785472862000076
-5,0,25,0.2,0.7522477522477522,33.40120079197943,0.7572704913556458
5,0.2876818224517498,25,0.2,0.8561438561438561,26.777229101068986,0.8715895787958167
-5,0.2876818224517498,25,0.2,0.5814185814185814,48.90916054744514,0.6517945481837036
0,0.2876818224517498,25,0.2,0.6963036963036963,37.99781529170116,0.7231926970592114
5,-0.2876820724517809,83.333,0.2,0.7762237762237763,80.32713669963896,0.7214652525125822
0,-0.2876820724517809,83.333,0.2,0.7442557442557443,87.72305381327085,0.6904662125894605
5,0,83.333,0.2,0.7922077922077922,89.50924621116873,0.8011061000394425
0,0,83.333,0.2,0.5974025974025974,111.23505718175964,0.6287351343450234
-5,-0.2876820724517809,83.333,0.2,0.7702297702297702,78.17836060997543,0.6784515899354107
-5,0,83.333,0.2,0.5594405594405595,111.2715843064209,0.5835825935065124
0,0.2876818224517498,83.333,0.2,0.5404595404595405,116.32812087090329,0.5966051307533589
5,0.2876818224517498,83.333,0.2,0.5824175824175825,101.99296957012066,0.6207071683984088
-5,0.2876818224517498,83.333,0.2,0.4935064935064935,120.1748369245089,0.5611449813647303
5,-0.2876820724517809,8.3333,1,0.5884115884115884,6.564461944869713,0.58563
5,0,8.3333,1,0.6073926073926074,6.5691625074839415,0.6073393903859216
-5,-0.2876820724517809,8.3333,1,0.25574425574425574,6.786592284513747,0.26034
