b,rss,scale,k,on_toxic,r,ava_toxic
0,-0.2876820724517809,8.3333,0.2,0.932067932067932,7.593451524162165,0.9268623362998964
-5,0,8.3333,0.2,0.8971028971028971,9.976876159244565,0.9004446306513035
5,0.2876818224517498,8.3333,0.2,0.968031968031968,7.415570810974947,0.9638359847661908
5,-0.2876820724517809,8.3333,0.2,0.981018981018981,7.295867795643042,0.97959
-5,-0.2876820724517809,8.3333,0.2,0.954045954045954,7.692400281639876,0.9501806418860291
0,0,8.3333,0.2,0.913086913086913,8.908501198073347,0.9141371078128221
0,0.2876818224517498,8.3333,0.2,0.9400599400599401,7.628049805577894,0.9436015720256992
5,0,8.3333,0.2,0.9180819180819181,8.471755794814,0.9194918317161012
5,-0.2876820724517809,25,0.2,0.8841158841158842,26.19163441582317,0.8649633356063835
-5,0.2876818224517498,8.3333,0.2,0.8381618381618382,10.064146863603318,0.8504085710630934
-5,0,25,0.2,0.7832167832167832,34.13091846947137,0.7752216835257828
-5,-0.2876820724517809,25,0.2,0.8411588411588412,27.986810477217233,0.8044018176414379
0,0,25,0.2,0.7582417582417582,36.14878555231873,0.7657493906866425
0,-0.2876820724517809,25,0.2,0.8591408591408591,29.095237957787187,0.8293782089750781
5,0,25,0.2,0.8551448551448552,27.705926713091944,0.8550964477550357
5,0.2876818224517498,25,0.2,0.8011988011988012,30.60708175236834,0.8204995148750013
0,0.2876818224517498,25,0.2,0.8791208791208791,25.61785782133414,0.8923553687384591
-5,0.2876818224517498,25,0.2,0.7572427572427572,31.592889387379575,0.7782815377541356
5,-0.2876820724517809,83.333,0.2,0.8381618381618382,78.10709971614313,0.8106360757847134
0,-0.2876820724517809,83.333,0.2,0.7522477522477522,88.64633280319781,0.6885041787540082
-5,-0.2876820724517809,83.333,0.2,0.6963036963036963,95.93284676570859,0.6258576072099156
0,0,83.333,0.2,0.6323676323676324,109.9592944490875,0.6261926139605769
5,0,83.333,0.2,0.6943056943056943,93.87874376942716,0.7042554704029096
-5,0,83.333,0.2,0.5884115884115884,102.93227382735068,0.6018122556154046
5,0.2876818224517498,83.333,0.2,0.7092907092907093,86.46558784288872,0.7503872535559386
0,0.2876818224517498,83.333,0.2,0.5094905094905094,122.07434771667555,0.5773123299977939
-5,0.2876818224517498,83.333,0.2,0.4945054945054945,128.94654138871158,0.5689553608087914
5,-0.2876820724517809,8.3333,1,0.7122877122877123,6.223271590743376,0.7008
0,-0.2876820724517809,8.3333,1,0.6093906093906094,7.026608816106167,0.5804
-5,-0.2876820724517809,8.3333,1,0.7372627372627373,6.373665068323974,0.72053
5,0,8.3333,1,0.7652347652347652,6.604276940699035,0.76423
0,0,8.3333,1,0.32667332667332666,6.850815676692664,0.33886
-5,0,8.3333,1,0.5274725274725275,7.209737089459767,0.52371
5,0.2876818224517498,8.3333,1,0.24175824175824176,6.65411714211951,0.24427
0,0.2876818224517498,8.3333,1,0.3306693306693307,6.394266146381874,0.34141
-5,0.2876818224517498,8.3333,1,0.6413586413586414,6.6965201251255655,0.6404581840565703
0,-0.2876820724517809,25,1,0.6313686313686314,18.471664307553127,0.6123461298041737
5,-0.2876820724517809,25,1,0.6323676323676324,20.47065497078579,0.6248500899639263
-5,-0.2876820724517809,25,1,0.5474525474525475,18.906912517282674,0.5131674290081145
5,0,25,1,0.4205794205794206,19.27248524242884,0.4158751991193228
0,0,25,1,0.5914085914085914,17.60421331667736,0.604182064592834
-5,0,25,1,0.4775224775224775,18.55785050778963,0.47199598940934645
5,0.2876818224517498,25,1,0.45854145854145856,19.964126174567607,0.47499700286712543
0,0.2876818224517498,25,1,0.27172827172827174,19.684829175050815,0.30076101233615093
-5,0.2876818224517498,25,1,0.36063936063936064,18.63330950698733,0.38660039510859123
0,-0.2876820724517809,83.333,1,0.6043956043956044,57.35223322567822,0.5501968858932929
5,-0.2876820724517809,83.333,1,0.5634365634365635,56.6719380548552,0.5311184340424272
5,0,83.333,1,0.5694305694305695,59.29611391591687,0.559414891337813
0,0,83.333,1,0.5134865134865135,59.64880143195121,0.509598285718592
-5,0,83.333,1,0.4905094905094905,60.09107655954764,0.4804685533041943
0,0.2876818224517498,83.333,1,0.32867132867132864,60.36492495071774,0.3856662200955328
5,0.2876818224517498,83.333,1,0.3126873126873127,59.51335041512086,0.34241868414638255
-5,0.2876818224517498,83.333,1,0.4245754245754246,59.406123840570196,0.482681680746543
5,-0.2876820724517809,8.3333,5,0.5204795204795205,4.022157291758707,0.52083
0,-0.2876820724517809,8.3333,5,0.017982017982017984,1.4230845957202516,0.01847
-5,-0.2876820724517809,8.3333,5,0.03796203796203796,1.4083532789376956,0.03444
5,0,8.3333,5,9.99000999000999e-4,1.2269779766081361,2.3e-4
0,0,8.3333,5,0.013986013986013986,1.4633720665319734,0.01181
0,0.2876818224517498,8.3333,5,0.029970029970029972,1.5399767744104385,0.03134
5,0.2876818224517498,8.3333,5,0.04195804195804196,1.4872116660817314,0.04265
-5,0,8.3333,5,0.059940059940059943,1.627119849735754,0.05778
-5,0.2876818224517498,8.3333,5,0.15084915084915085,2.134433653108151,0.15994
5,-0.2876820724517809,25,5,0.01098901098901099,4.383353903607473,0.01141
0,-0.2876820724517809,25,5,0.0939060939060939,5.355571873635867,0.08866
-5,-0.2876820724517809,25,5,0.09490509490509491,5.379130676486483,0.0853
